,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4392000.000,4700000.000,4580000.000,-9270000.000,5548000.000
CapitalExpendituresIncurredButNotYetPaid,918000.000,,,,378000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-11624000.000,,,,-15513000.000
CostsAndExpenses,8471000.000,11152000.000,12566000.000,16449000.000,19163000.000
Depreciation,187000.000,,,,660000.000
EarningsPerShareBasicAndDiluted,-9.890,-0.360,-0.220,9.050,-0.360
GeneralAndAdministrativeExpense,3246000.000,3729000.000,4705000.000,5118000.000,5732000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-6689000.000,-6900000.000,-7482000.000,-10563000.000,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,
IncreaseDecreaseInAccountsPayable,-87000.000,,,,-954000.000
IncreaseDecreaseInAccountsReceivable,,,,,-4011000.000
IncreaseDecreaseInAccruedLiabilities,-134000.000,,,,-1893000.000
IncreaseDecreaseInDeferredRevenue,-778000.000,,,,-4278000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,26000.000,,,,85000.000
IncreaseDecreaseInOtherOperatingAssets,2823000.000,,,,-268000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-65000.000,,,,-704000.000
InvestmentIncomeInterest,5000.000,46000.000,215000.000,259000.000,317000.000
LicenseAndServicesRevenue,1777000.000,4206000.000,4869000.000,5627000.000,6215000.000
NetCashProvidedByUsedInFinancingActivities,-1195000.000,,,,47000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1195000.000,,,,47000.000
NetCashProvidedByUsedInInvestingActivities,-1008000.000,,,,-4162000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1008000.000,,,,-4162000.000
NetCashProvidedByUsedInOperatingActivities,-9421000.000,,,,-11398000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9421000.000,,,,-11398000.000
NetIncomeLoss,-6689000.000,-6900000.000,-7482000.000,-10563000.000,-12631000.000
OperatingIncomeLoss,-6694000.000,-6946000.000,-7697000.000,-10822000.000,-12948000.000
PaymentsOfStockIssuanceCosts,895000.000,,,,
PaymentsToAcquireInProcessResearchAndDevelopment,200000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,1008000.000,,,,4162000.000
ProceedsFromStockOptionsExercised,,,,,47000.000
ResearchAndDevelopmentExpense,5225000.000,7423000.000,7861000.000,11331000.000,13431000.000
ShareBasedCompensation,812000.000,1833000.000,2055000.000,2015000.000,2630000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,186917.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,0.730
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.877,,,,0.926
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.013,,,,0.019
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,3284.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2161558.000,,,,1343428.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,4.980,13.570,14.910,-26.980,10.380
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,6.560
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,16.030
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,6.830,,,,13.710
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,7136.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,676000.000,19121000.000,34316000.000,-31891000.000,34723000.000
