,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,8800000.000,13700000.000,11900000.000,7900000.000,,,,,,,,,
AccountsPayableOtherCurrent,,,,,,,,,,92600000.000,57200000.000,50800000.000,55800000.000,73100000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,11200000.000
AccrualForEnvironmentalLossContingencies,200000.000,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,25200000.000,19800000.000,11200000.000,18200000.000,26400000.000,20900000.000,11200000.000,18200000.000,26300000.000,18400000.000,10800000.000,17300000.000,25400000.000,17200000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,200000.000,200000.000,,,0.000,,,,,
AccruedIncomeTaxesCurrent,,,,,1100000.000,1500000.000,2100000.000,500000.000,1000000.000,1100000.000,2700000.000,1400000.000,1800000.000,1000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,935700000.000,967900000.000,1003000000.000,1036500000.000,1069600000.000,1097500000.000,1132800000.000,1157300000.000,1154700000.000,1170600000.000,1202900000.000,1199900000.000,1233800000.000,1265400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1400000.000,-3100000.000,-2900000.000,-3700000.000,200000.000,11600000.000,10100000.000,6000000.000,3300000.000,-900000.000,-900000.000,-900000.000,-900000.000,-400000.000
AdditionalCollateralAggregateFairValue,,,,,,,,,12200000.000,9100000.000,10500000.000,10400000.000,10600000.000,11700000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1100000.000,500000.000,500000.000,500000.000,500000.000,1800000.000,1800000.000,1500000.000,1600000.000,2500000.000,2600000.000,2600000.000,2300000.000,2400000.000
AssetRetirementObligation,,2800000.000,,,,3000000.000,,,,3200000.000,,,,3400000.000
Assets,5441400000.000,6036400000.000,5429500000.000,5641800000.000,5585200000.000,5754100000.000,5579600000.000,5365400000.000,5292800000.000,5273900000.000,5142600000.000,5047600000.000,4981700000.000,4916000000.000
AssetsCurrent,447500000.000,1060800000.000,428700000.000,624300000.000,536300000.000,597300000.000,335700000.000,389600000.000,312500000.000,305400000.000,218500000.000,203500000.000,174300000.000,140700000.000
BankOverdrafts,,49100000.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,4900000.000,113000000.000,236000000.000,66200000.000,,5300000.000,27500000.000,15600000.000,18000000.000,51400000.000,8100000.000,0.000,7400000.000
ConstructionInProgressGross,184000000.000,181400000.000,172500000.000,,,,,,,,,,,
ContinuingInvolvementWithTransferredFinancialAssetsPrincipalAmountOutstanding,,,,,282300000.000,272700000.000,242500000.000,218100000.000,221000000.000,147100000.000,107100000.000,107700000.000,143800000.000,199100000.000
ContractualObligation,,,,,,2123500000.000,,,,1781800000.000,,,,2961600000.000
ContractualObligationDueAfterFifthYear,,,,,,1092800000.000,,,,639700000.000,,,,711700000.000
ContractualObligationDueInFifthYear,,,,,,223500000.000,,,,240700000.000,,,,473500000.000
ContractualObligationDueInFourthYear,,,,,,218100000.000,,,,243300000.000,,,,299900000.000
ContractualObligationDueInNextTwelveMonths,,,,,,225100000.000,,,,200900000.000,,,,360200000.000
ContractualObligationDueInSecondYear,,,,,,158800000.000,,,,218300000.000,,,,736000000.000
ContractualObligationDueInThirdYear,,,,,,205200000.000,,,,238900000.000,,,,380300000.000
DebtInstrumentCarryingAmount,,,,,,760000000.000,,,,890000000.000,840000000.000,875000000.000,850000000.000,820000000.000
DeferredTaxAssetsHedgingTransactions,,100000.000,,,,,,,,,,,,
