,2011-09-30,2011-12-31
AccruedLiabilitiesCurrentAndNoncurrent,11308.000,5710.000
Assets,3341373.000,3220323.000
CashAndCashEquivalentsAtCarryingValue,3254551.000,3128418.000
DueFromAffiliates,0.000,0.000
DueToAffiliateCurrentAndNoncurrent,98381.000,98380.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,86446.000,91602.000
Liabilities,109689.000,104090.000
LiabilitiesAndStockholdersEquity,3341373.000,3220323.000
OtherAssets,376.000,303.000
PartnersCapital,3231684.000,3116233.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3231684.000,3116233.000
