,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-124525.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-17855.000,18091.000,-199210.000,4605.000,-79919.000
DepreciationDepletionAndAmortization,110883.000,110882.000,100096.000,100097.000,100096.000
FinancingInterestExpense,,,147281.000,,
GeneralAndAdministrativeExpense,209056.000,216821.000,445941.000,244681.000,306395.000
IncomeLossAttributableToNoncontrollingInterest,943.000,1325.000,-1276.000,1025.000,51.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-76684.000,,
IncreaseDecreaseInDepositOtherAssets,,,10761.000,,
IncreaseDecreaseInDeposits,,,-42723.000,,
IncreaseDecreaseInDueToAffiliates,,,23866.000,,
IncreaseDecreaseInPrepaidExpense,,,-73436.000,,
IncreaseDecreaseInSecurityDeposits,,,11023.000,,
InterestExpense,127582.000,80845.000,124518.000,121212.000,120144.000
InterestIncomeOperating,2723.000,-2465.000,594.000,440.000,562.000
NetCashProvidedByUsedInFinancingActivities,,,-68775.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-68775.000,,
NetCashProvidedByUsedInInvestingActivities,,,65207.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,65207.000,,
NetCashProvidedByUsedInOperatingActivities,,,-120957.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-120957.000,,
NetIncomeLoss,,,-199210.000,4605.000,-79919.000
NetIncomeLossAllocatedToGeneralPartners,-155.000,162.000,-1979.000,35.000,-799.000
NetIncomeLossAllocatedToLimitedPartners,-15389.000,16080.000,-195955.000,3545.000,-79171.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-0.020,0.020,-0.200,0.000,-0.080
OperatingCostsAndExpenses,150342.000,165215.000,127290.000,137524.000,164585.000
OperatingExpenses,724454.000,684438.000,908367.000,715182.000,803316.000
OperatingLeasesIncomeStatementLeaseRevenue,707130.000,704470.000,708563.000,719347.000,722835.000
OtherComprehensiveIncomeOtherNetOfTax,-3254.000,524.000,,,
ProfitLoss,-14601.000,17567.000,,,
RealEstateTaxesAndInsurance,,110675.000,110522.000,111668.000,112096.000
RepaymentsOfFirstMortgageBond,,,68775.000,,
Revenues,709853.000,702005.000,709157.000,719787.000,723397.000
SalesRevenueNet,709853.000,702005.000,709157.000,719787.000,723397.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,,984369.000,,
