,2012-03-31
AmortizationOfDebtDiscountPremium,468000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1139000.000
ComprehensiveIncomeNetOfTax,662000.000
DepreciationAmortizationAndAccretionNet,312000.000
EarningsPerShareBasic,0.260
FeesAndCommissionsDepositorAccounts,979000.000
FeesAndCommissionsFiduciaryAndTrustActivities,200000.000
GainLossOnSaleOfOtherAssets,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,935000.000
IncomeTaxExpenseBenefit,103000.000
IncomeTaxesPaid,16000.000
IncreaseDecreaseInAccruedInterestReceivableNet,99000.000
IncreaseDecreaseInDeposits,29749000.000
IncreaseDecreaseInFederalFundsSold,-8000000.000
IncreaseDecreaseInInterestPayableNet,-39000.000
IncreaseDecreaseInOtherOperatingAssets,-1137000.000
IncreaseDecreaseInOtherOperatingLiabilities,1810000.000
InterestAndDividendIncomeOperating,4472000.000
InterestAndDividendIncomeSecurities,1063000.000
InterestAndFeeIncomeLoansAndLeases,3391000.000
InterestExpense,610000.000
InterestExpenseBorrowings,214000.000
InterestExpenseDeposits,396000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3810000.000
InterestIncomeExpenseNet,3862000.000
InterestIncomeFederalFundsSold,12000.000
InterestPaid,649000.000
LaborAndRelatedExpense,2583000.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,-58000.000
NetCashProvidedByUsedInFinancingActivities,25448000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,25448000.000
NetCashProvidedByUsedInInvestingActivities,-26647000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-26647000.000
NetCashProvidedByUsedInOperatingActivities,2338000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2338000.000
NetIncomeLoss,832000.000
NetIncomeLossAvailableToCommonStockholdersBasic,742000.000
NoninterestExpense,4386000.000
NoninterestIncome,1511000.000
NoninterestIncomeOtherOperatingIncome,332000.000
OccupancyNet,608000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-170000.000
OtherInterestAndDividendIncome,6000.000
OtherNoncashIncome,-1000.000
OtherNoninterestExpense,1195000.000
PaymentsForProceedsFromLoansAndLeases,-1477000.000
PaymentsForProceedsFromOtherInterestEarningAssets,5248000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,90000.000
PaymentsToAcquireAvailableForSaleSecurities,26245000.000
PaymentsToAcquireHeldToMaturitySecurities,7964000.000
PaymentsToAcquirePropertyPlantAndEquipment,55000.000
PreferredStockDividendsIncomeStatementImpact,90000.000
ProceedsFromIssuanceOfDebt,0.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,7077000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,12240000.000
ProceedsFromSaleOfOtherProductiveAssets,71000.000
ProvisionForLoanAndLeaseLosses,52000.000
RepaymentsOfDebt,4211000.000
TransferOfOtherRealEstate,906000.000
