,2011-07-03,2011-09-30,2012-01-01,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,305383000.000,,,260481000.000,251135000.000,325023000.000,407369000.000,389589000.000,427539000.000,525519000.000
AccountsPayableRelatedPartiesCurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000
AccountsReceivableNetCurrent,359667000.000,,,370240000.000,342350000.000,335301000.000,481235000.000,479999000.000,479307000.000,481313000.000
AccountsReceivableRelatedParties,,,,,1870000.000,1951000.000,2681000.000,2828000.000,3349000.000,1461000.000
AccrualForEnvironmentalLossContingencies,,,,,5490000.000,5432000.000,5301000.000,5250000.000,5126000.000,5055000.000
AccruedIncomeTaxesCurrent,44466000.000,,,28186000.000,26102000.000,30272000.000,21373000.000,27896000.000,29586000.000,32613000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,112761000.000,123824000.000,127271000.000,139994000.000,151266000.000,,,203897000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,33428000.000,,,,29180000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-225000.000,,,,-7050000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,22654000.000,,,-9439000.000,-41690000.000,-33435000.000,-30468000.000,-50208000.000,-56310000.000,-38521000.000
AdditionalPaidInCapitalCommonStock,,,,,,,1367437000.000,1376542000.000,1385806000.000,1393124000.000
AllowanceForDoubtfulAccountsReceivable,4086000.000,14128000.000,16302000.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,13774000.000,14288000.000,,24154000.000,,,37376000.000
Assets,3823269000.000,,,3850381000.000,3777954000.000,3753511000.000,5521834000.000,5523291000.000,5540672000.000,5619044000.000
AssetsCurrent,1137969000.000,,,1105783000.000,1085970000.000,1063289000.000,1463187000.000,1498275000.000,1451546000.000,1475276000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,3097000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,1500000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,1866000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,2513000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,3153000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,14554000.000,,,,
CashAndCashEquivalentsAtCarryingValue,88378000.000,,55592000.000,51688000.000,62299000.000,157872000.000,70832000.000,77388000.000,98904000.000,198219000.000
CashEquivalentsAtCarryingValue,,,,,62299000.000,157872000.000,70832000.000,77388000.000,98904000.000,198219000.000
CollateralAlreadyPostedAggregateFairValue,,,,,,50000.000,,,,
ConstructionInProgressGross,,,,,,,,,,46668000.000
DebtAndCapitalLeaseObligations,,,,,1823215000.000,1664917000.000,3225920000.000,3263109000.000,3229784000.000,3230579000.000
DebtInstrumentFairValue,,,,,,-1804831000.000,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,3850000.000,4383000.000,-3636000.000,-4234000.000,-3730000.000,-11716000.000
DebtLongtermAndShorttermCombinedAmount,,,,,-1827065000.000,-1669300000.000,-3222284000.000,3258875000.000,3226054000.000,3218863000.000
DeferredCostsAndOtherAssets,,,,,34510000.000,27711000.000,32800000.000,29324000.000,22389000.000,26050000.000
DeferredTaxAssetsDeferredIncome,,,,,,7006000.000,,,,6956000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,4282000.000,,,,3917000.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,26359000.000,28143000.000,20301000.000,23052000.000,21252000.000,32959000.000
DeferredTaxAssetsNetCurrent,32688000.000,,,25796000.000,26359000.000,39850000.000,20301000.000,23052000.000,21252000.000,47818000.000
DeferredTaxAssetsNetNoncurrent,,,,,,282069000.000,,,,310990000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,572397000.000,,,,663610000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,1303522000.000,,,,1501525000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,119100000.000,,,,111186000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,1339520000.000,,,,1537523000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,3255000.000,,,,9692000.000
DeferredTaxAssetsValuationAllowance,,,,,,382423000.000,,,,448837000.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,-29234000.000,,,,-31864000.000
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,-353189000.000,,,,-416973000.000
DeferredTaxLiabilities,,,,,,349322000.000,,,,-459815000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,596199000.000,,,,-735506000.000
DeferredTaxLiabilitiesGrossCurrent,,,,,,11707000.000,,,,-14859000.000
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,659534000.000,,,,-803764000.000
DeferredTaxLiabilitiesNoncurrent,312789000.000,,,377354000.000,368100000.000,377465000.000,487428000.000,509019000.000,503454000.000,492774000.000
DeferredTaxLiabilitiesOther,,,,,,,,,,-9073000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,15337000.000,,,,-27478000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,-29231000.000,,,,-18581000.000
