,2013-10-31,2014-10-31,2015-10-31,2016-10-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-841.000,17528.000,68011.000
ConcentrationRiskPercentage1,,,,0.840
CostOfRevenue,,,,5393.000
CurrentFederalTaxExpenseBenefit,,,,950.000
EarningsPerShareBasic,0.000,,,
EarningsPerShareBasicAndDiluted,,-0.000,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.165
ExtinguishmentOfDebtAmount,,,33649.000,
GeneralAndAdministrativeExpense,,1275.000,9367.000,120302.000
GrossProfit,,,,7204.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-119966.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-14375.000,-48217.000,-113098.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,6868.000
IncomeTaxExpenseBenefit,,,,950.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,5031.000,16876.000,-183.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,6868.000
IncomeTaxesPaid,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-4456.000,-3905.000,63643.000
IncreaseDecreaseInPrepaidExpense,,,5833.000,
InterestPaid,0.000,,,
NetCashProvidedByUsedInFinancingActivities,,17990.000,75483.000,117466.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,17990.000,75483.000,117466.000
NetCashProvidedByUsedInOperatingActivities,,-18831.000,-57955.000,-49455.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-18831.000,-57955.000,-49455.000
NetIncomeLoss,,-14375.000,-48217.000,-114048.000
OperatingExpenses,,14375.000,48217.000,120302.000
OperatingIncomeLoss,,5031.000,16876.000,
ProceedsFromRelatedPartyDebt,,17990.000,75483.000,117466.000
ProfessionalFees,,13100.000,38850.000,
ProfitLoss,-23916.000,,,
Revenues,0.000,,,12597.000
SalesRevenueNet,0.000,,,10619.000
StockIssuedDuringPeriodValueNewIssues,4120.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,10206000.000,10206000.000,15870000.000
WeightedAverageNumberOfSharesOutstandingBasic,10057567.000,,,
