,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-518654.000,,
DepreciationAndAmortization,671.000,759.000,616.000,615.000,615.000
DepreciationDepletionAndAmortization,,,616.000,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010,-0.010
GeneralAndAdministrativeExpense,259415.000,244604.000,260057.000,237751.000,243170.000
IncreaseDecreaseInAccountsPayable,,,24389.000,,
IncreaseDecreaseInAccruedLiabilities,,,-18728.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,9986.000,,
InterestExpense,25937.000,25382.000,25000.000,25000.000,25000.000
InvestmentIncomeInterest,60.000,52.000,31.000,20.000,14.000
NetCashProvidedByUsedInOperatingActivities,,,-518654.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-518654.000,,
NetIncomeLoss,-500433.000,-446039.000,-576305.000,-382878.000,-331481.000
NonoperatingIncomeExpense,-25877.000,-25330.000,-24969.000,-29655.000,-24986.000
OperatingExpenses,474556.000,420709.000,551336.000,353223.000,306495.000
OperatingIncomeLoss,-474556.000,-420709.000,-551336.000,-353223.000,-306495.000
OtherExpenses,,,,4675.000,
ResearchAndDevelopmentExpense,214470.000,175346.000,290663.000,114857.000,62710.000
ShareBasedCompensation,,,36360.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,59689821.000,59887455.000
