,2011-06-30,2011-09-30
DepreciationDepletionAndAmortization,101731.000,102850.000
EarningsPerShareBasic,-0.030,-0.040
GainLossOnSaleOfMortgageLoans,,3608.000
GeneralAndAdministrativeExpense,148707.000,164506.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-121906.000,-142588.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-121210.000,-138720.000
IncomeTaxExpenseBenefit,199.000,
InterestAndFeeIncomeLoansCommercialAndResidentialRealEstate,5890.000,4641.000
InterestIncomeExpenseNet,696.000,260.000
NetIncomeLoss,-121409.000,-138720.000
OperatingCostsAndExpenses,63684.000,66515.000
OperatingExpenses,333039.000,352647.000
OperatingLeasesIncomeStatementLeaseRevenue,202586.000,202761.000
OtherIncome,500.000,500.000
RealEstateTaxesAndInsurance,18917.000,18776.000
Revenues,211133.000,210059.000
SalesRevenueNet,210633.000,209559.000
TenantReimbursements,2157.000,2157.000
WeightedAverageNumberOfSharesOutstandingBasic,3555488.000,3555488.000
