,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,113501000.000,124268000.000
AccountsReceivableNetCurrent,28689000.000,25503000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1698909000.000,1734187000.000
Assets,2141540000.000,1913094000.000
AssetsCurrent,383735000.000,174182000.000
BuildingsAndImprovementsGross,1524693000.000,1526232000.000
CapitalLeaseObligationsCurrent,1210000.000,4021000.000
CapitalLeaseObligationsNoncurrent,27290000.000,24742000.000
CashAndCashEquivalentsAtCarryingValue,275752000.000,73272000.000
ConstructionInProgressGross,20069000.000,39058000.000
DeferredFinanceCostsNoncurrentNet,19216000.000,9687000.000
DeferredRevenueCurrent,89558000.000,91219000.000
DueFromRelatedPartiesCurrent,323000.000,2962000.000
DueToRelatedPartiesCurrent,27365000.000,20317000.000
DueToRelatedPartiesNoncurrent,,450000000.000
FurnitureAndFixturesGross,1318700000.000,1325407000.000
IntangibleAssetsNetExcludingGoodwill,47336000.000,45885000.000
InventoryNet,64433000.000,59920000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,9770000.000,10833000.000
Land,507063000.000,507234000.000
Liabilities,1675166000.000,1125115000.000
LiabilitiesAndStockholdersEquity,2141540000.000,1913094000.000
LiabilitiesCurrent,231634000.000,239825000.000
LiabilitiesNoncurrent,1443532000.000,885290000.000
LongTermDebtNoncurrent,1407354000.000,402632000.000
MinorityInterest,5130000.000,4701000.000
OtherAssets,86189000.000,75168000.000
OtherAssetsNoncurrent,9867000.000,8763000.000
OtherLiabilitiesNoncurrent,8888000.000,7916000.000
PartnersCapital,461244000.000,783278000.000
PrepaidExpenseAndOtherAssetsCurrent,14538000.000,12525000.000
PropertyPlantAndEquipmentGross,3370525000.000,3397931000.000
PropertyPlantAndEquipmentNet,1671616000.000,1663744000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,466374000.000,787979000.000
