,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetRetirementObligationAccretionExpense,,,,,,,15017.000,,,,15741.000,,,,16447.000,,,,16634.000,,,,17424.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,431.000,,,,,,,,1576.000,,,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,7689.000,,,,1717.000,,,,14474.000,,,,18734.000,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,6604.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,92980.000,,,,67718.000,,,,27707.000,,,,-6707.000,,,,-58556.000,,,,16836.000
CostsAndExpenses,1711792.000,1535981.000,1491503.000,1562523.000,2412407.000,3109089.000,1643578.000,1166731.000,934022.000,1269191.000,1037291.000,1148333.000,1049722.000,1121077.000,4410591.000,7070481.000,3525644.000,3477406.000,1373010.000,648745.000,800371.000,457177.000,445487.000
DepreciationDepletionAndAmortization,964964.000,842752.000,751489.000,857296.000,802146.000,661776.000,571002.000,612366.000,433481.000,530565.000,487807.000,580814.000,486188.000,506816.000,427649.000,471252.000,311875.000,277639.000,182114.000,161899.000,151828.000,116788.000,110701.000
GeneralAndAdministrativeExpense,161023.000,141024.000,122935.000,131430.000,79377.000,126220.000,101903.000,94039.000,89116.000,75312.000,70332.000,104645.000,87753.000,77188.000,56353.000,59132.000,38940.000,33643.000,33720.000,45288.000,28318.000,33950.000,35425.000
IncreaseDecreaseInDueFromAffiliatesCurrent,,,-309271.000,,,,-279671.000,,,,157898.000,,,,-200966.000,,,,-84056.000,,,,36817.000
IncreaseDecreaseInDueToAffiliatesCurrent,,,-76964.000,,,,205646.000,,,,34433.000,,,,71227.000,,,,28595.000,,,,19350.000
IncreaseDecreaseInPrepaidTaxes,,,129874.000,,,,2500.000,,,,1053.000,,,,1053.000,,,,1101.000,,,,64.000
InterestIncomeOperating,,,,,,,,,,,,5.000,,,,,,,,,,,
LeaseOperatingExpense,307926.000,332570.000,428789.000,375264.000,390977.000,460724.000,419898.000,300207.000,296206.000,511790.000,338760.000,302572.000,350598.000,435415.000,409773.000,323837.000,316995.000,265042.000,352023.000,275140.000,198666.000,253066.000,239113.000
NaturalGasProductionRevenue,2458876.000,2071667.000,1387191.000,1228346.000,1130216.000,1214047.000,1148376.000,1240997.000,929230.000,1048810.000,1285290.000,1348481.000,1061697.000,821114.000,513976.000,481904.000,407430.000,440371.000,318920.000,354598.000,428029.000,445870.000,482704.000
NetCashProvidedByUsedInFinancingActivities,,,-2137671.000,,,,-1831550.000,,,,-1425672.000,,,,-648932.000,,,,-250565.000,,,,-392997.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2137671.000,,,,-1831550.000,,,,-1425672.000,,,,-648932.000,,,,-250565.000,,,,-392997.000
NetCashProvidedByUsedInInvestingActivities,,,-56156.000,,,,10804.000,,,,-5378.000,,,,-6775.000,,,,-10103.000,,,,-386.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-56156.000,,,,10804.000,,,,-5378.000,,,,-6775.000,,,,-10103.000,,,,-386.000
NetCashProvidedByUsedInOperatingActivities,,,2286807.000,,,,1888464.000,,,,1458757.000,,,,649000.000,,,,202112.000,,,,410219.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2286807.000,,,,1888464.000,,,,1458757.000,,,,649000.000,,,,202112.000,,,,410219.000
NetIncomeLoss,2844627.000,2042118.000,1418411.000,1443699.000,230002.000,-778385.000,406720.000,1405756.000,842433.000,622456.000,1079727.000,1201512.000,704899.000,299087.000,-3507973.000,-6159722.000,-2765622.000,-2812886.000,-867783.000,-22999.000,-135161.000,233540.000,303948.000
NetIncomeLossAllocatedToLimitedPartners,2844627.000,2042118.000,,,,,,,,,,,,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,194.840,139.870,97.150,98.880,15.750,-53.310,27.860,96.280,57.700,42.640,73.950,82.300,48.280,20.490,,,,,,,,,
OilAndCondensateRevenue,2097543.000,1506432.000,1522723.000,1777876.000,1512193.000,1116657.000,901922.000,1331490.000,847225.000,842837.000,831728.000,1001359.000,692924.000,599050.000,388642.000,428855.000,352592.000,224149.000,186307.000,271148.000,237181.000,244847.000,266731.000
PartnersCapitalAccountDistributions,,,2137671.000,,,,1831550.000,,,,1425672.000,,,,648932.000,,,,250565.000,,,,392997.000
PaymentsOfCapitalDistribution,,,2137671.000,,,,1831550.000,,,,1425672.000,,,,648932.000,,,,250565.000,,,,392997.000
PaymentsToExploreAndDevelopOilAndGasProperties,,,56156.000,,,,,,,,5378.000,,,,6775.000,,,,10103.000,,,,386.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,,,10804.000,,,,,,,,,,,,,,,,
ProductionTaxExpense,263856.000,205632.000,173816.000,184059.000,155675.000,134837.000,118444.000,145078.000,100247.000,107032.000,124651.000,144618.000,109446.000,85906.000,58504.000,54809.000,47088.000,36120.000,25903.000,36384.000,36953.000,36142.000,42824.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,14023.000,14003.000,14474.000,14474.000,14465.000,14171.000,15017.000,15041.000,14972.000,14988.000,15741.000,15684.000,15737.000,15752.000,16447.000,16447.000,16027.000,16007.000,16634.000,16634.000,16514.000,17231.000,17424.000
Revenues,4556419.000,3578099.000,2909914.000,3006222.000,2642409.000,2330704.000,2050298.000,2572487.000,1776455.000,1891647.000,2117018.000,2349845.000,1754621.000,1420164.000,902618.000,910759.000,760022.000,664520.000,505227.000,625746.000,665210.000,690717.000,749435.000
SalesRevenueNet,4556419.000,3578099.000,2909914.000,3006222.000,2642409.000,2330704.000,2050298.000,2572487.000,1776455.000,1891647.000,2117018.000,2349845.000,1754621.000,1420164.000,902618.000,910759.000,760022.000,664520.000,505227.000,625746.000,665210.000,690717.000,749435.000
UnamortizedCostsCapitalizedLessRelatedDeferredIncomeTaxesExceedCeilingLimitationExpense,,,,,969767.000,,417314.000,,,,,,,,3441865.000,6145004.000,2794719.000,2848955.000,762616.000,113400.000,368092.000,0.000,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,14600.000,14600.000,14600.000,,,,14600.000,14600.000,14600.000,-29200.000,14600.000,14600.000,14600.000,-29200.000,,,,,,,,,
