,2011-09-30
CostOfRevenue,29224.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-361096.000
EarningsPerShareBasicAndDiluted,-0.020
GrossProfit,37438.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-320840.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-320840.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.010
InterestIncomeExpenseNonoperatingNet,-15775.000
NetIncomeLoss,-681936.000
NonoperatingIncomeExpense,-15775.000
OperatingCostsAndExpenses,342503.000
OperatingExpenses,342503.000
OperatingIncomeLoss,-305065.000
Revenues,66662.000
SalesRevenueNet,66662.000
WeightedAverageNumberOfDilutedSharesOutstanding,27366826.000
WeightedAverageNumberOfSharesOutstandingBasic,27366826.000
