,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,,,,,,,,,,,,,,4950.000,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,11775.000,11775.000,,,,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,11775.000,,,,,,,,,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,,0.000,,,,,
AcquisitionCostsCumulative,,,,,167533.000,167533.000,167533.000,167533.000,167533.000,167533.000,167533.000,167533.000,167533.000,167533.000,167533.000,,,
Assets,773518.000,760738.000,707182.000,649823.000,666698.000,694673.000,693369.000,965064.000,1396275.000,1458864.000,1285972.000,1279470.000,1257417.000,1248908.000,1242673.000,1306642.000,1471773.000,1471342.000
CapitalUnits,,,,,,,,,21914830.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,144707.000,146641.000,85466.000,20488.000,39468.000,59697.000,50647.000,296821.000,1367803.000,1429128.000,1263603.000,1254665.000,1234874.000,1245058.000,1238823.000,1305542.000,1469273.000,1469772.000
CashEquivalentsAtCarryingValue,,,,,,,,,0.000,,,,,,,,,
DueFromAffiliateCurrent,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
DueToAffiliateCurrentAndNoncurrent,,,,,33810.000,33810.000,33810.000,33810.000,22810.000,22810.000,22810.000,0.000,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,119328.000,121845.000,138429.000,204132.000,220776.000,177438.000,181365.000,194984.000,97017.000,113865.000,15822.000,40233.000,23230.000,19652.000,33987.000,12322.000,9387.000,52813.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,7200.000,,,,,,,,,,
GeneralPartnersCapitalAccount,44247.000,44094.000,43393.000,42162.000,42164.000,97806.000,97753.000,97734.000,-672158.000,-671700.000,-672448.000,-672479.000,-672529.000,-672879.000,-673035.000,-672179.000,-670498.000,-670937.000
InvestmentOwnedAtFairValue,,,,,0.000,0.000,0.000,,,,,,,,,,,
Investments,,,,,,634976.000,642722.000,,,,,,,,,,,
Liabilities,153138.000,155655.000,172239.000,237942.000,254586.000,211248.000,215175.000,488794.000,129827.000,146625.000,48582.000,45183.000,28180.000,54602.000,63987.000,42322.000,39387.000,82813.000
LiabilitiesAndStockholdersEquity,773518.000,760738.000,707182.000,649823.000,666698.000,694673.000,693369.000,965064.000,1396275.000,1458864.000,1285972.000,1279470.000,1257417.000,1248908.000,1242673.000,1306642.000,1471773.000,1471342.000
LimitedPartnersCapitalAccount,576133.000,560989.000,491550.000,369719.000,369948.000,385619.000,380441.000,378536.000,1938606.000,1983939.000,1909838.000,1906766.000,1901766.000,1867185.000,1851721.000,1936499.000,2102884.000,2059466.000
LimitedPartnersCapitalAccountUnitsAuthorized,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
LimitedPartnersCapitalAccountUnitsIssued,21990.000,21955.000,21955.000,21955.000,21995.000,21955.000,21952.000,21952.000,21952.000,21952.000,21947.000,21932.000,21872.000,21872.000,21810.000,21810.000,21738.000,21687.000
LimitedPartnersCapitalAccountUnitsOutstanding,21990.000,21955.000,21955.000,21955.000,21995.000,21955.000,21952.000,21952.000,21952.000,21952.000,21947.000,21932.000,21872.000,21872.000,21810.000,21810.000,21738.000,21687.000
LossContingencyEstimateOfPossibleLoss,,,,,,,,575000.000,,,,384000.000,,,,,,
MembersEquity,,,,,,,,-628000.000,,,,874000.000,,,,,,
OtherAssets,,,,,,,,17775.000,28472.000,29736.000,21830.000,24805.000,22543.000,3850.000,3850.000,1100.000,2500.000,1570.000
PartnersCapital,620380.000,605083.000,534943.000,411881.000,412112.000,483425.000,478194.000,476270.000,1266448.000,1312239.000,1237390.000,1234287.000,1229237.000,1194306.000,1178686.000,1264320.000,1432386.000,1388529.000
PartnersCapitalAccountUnits,,,,,,,,,22000.000,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,,,,,539.000,,,,,,,
PrepaidExpenseCurrentAndNoncurrent,22333.000,,,,,,,,,,,,,,,,,
RealEstateInvestmentPropertyNet,,,,,,,,,,0.000,0.000,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,620380.000,605083.000,534943.000,411881.000,412112.000,483425.000,478194.000,476270.000,1266448.000,1312239.000,1237390.000,1234287.000,1229237.000,1194306.000,1178686.000,1264320.000,1432386.000,1388529.000
