,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,65366.000,,,,,
CostOfGoodsAndServicesSold,560905.000,542733.000,548574.000,574624.000,534692.000,510465.000
DepreciationAmortizationAndAccretionNet,24629.000,22849.000,19586.000,18246.000,15106.000,13745.000
DepreciationAndAmortization,,,,,15106.000,13745.000
EarningsPerShareBasic,-0.010,,0.000,,-0.000,-0.010
EarningsPerShareBasicAndDiluted,,-0.010,,,,
EarningsPerShareDiluted,-0.010,,0.000,,-0.000,-0.010
GeneralAndAdministrativeExpense,558209.000,638129.000,542002.000,439911.000,595055.000,877020.000
GrossProfit,1012018.000,1143878.000,1274803.000,987879.000,1174967.000,1300262.000
IncomeTaxesPaid,0.000,,,,,
IncreaseDecreaseInAccountsPayable,-200731.000,,,,,
IncreaseDecreaseInAccountsReceivable,-355465.000,,,,,
IncreaseDecreaseInAccruedLiabilities,46185.000,,,,,
IncreaseDecreaseInDeferredRevenue,-122850.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-308206.000,,,,,
InterestExpense,15343.000,23011.000,28378.000,25899.000,22119.000,32630.000
InterestExpenseRelatedParty,124158.000,124970.000,125438.000,142821.000,141115.000,142077.000
InterestPaid,107526.000,,,,,
LicensesRevenue,91201.000,7268.000,29483.000,-8312.000,7143.000,8587.000
MaintenanceRevenue,141997.000,163637.000,213203.000,182778.000,175043.000,164210.000
NetCashProvidedByUsedInFinancingActivities,-189222.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-189222.000,,,,,
NetCashProvidedByUsedInInvestingActivities,-3097.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3097.000,,,,,
NetCashProvidedByUsedInOperatingActivities,257685.000,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,257685.000,,,,,
NetIncomeLoss,-272195.000,-256852.000,83718.000,-40913.000,-43635.000,-230865.000
NonoperatingIncomeExpense,-144683.000,-147981.000,-153816.000,-161868.000,-174994.000,-160249.000
OperatingExpenses,1139530.000,1252749.000,1037269.000,866924.000,1043608.000,1370878.000
OperatingIncomeLoss,-127512.000,-108871.000,237534.000,120955.000,131359.000,-70616.000
OtherDepreciationAndAmortization,24629.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,3097.000,,,,,
RepaymentsOfBankDebt,188671.000,,,,,
RepaymentsOfSecuredDebt,551.000,,,,,
ResearchAndDevelopmentExpense,253241.000,206366.000,172280.000,230132.000,208849.000,196187.000
Revenues,1572923.000,1686611.000,1823377.000,1562503.000,1709659.000,1810727.000
SalesRevenueNet,1572923.000,1686611.000,1823377.000,1562503.000,1709659.000,1810727.000
SellingAndMarketingExpense,303451.000,385405.000,303401.000,178635.000,224598.000,283926.000
ShareBasedCompensation,11537.000,,,,,
TechnologyServicesRevenue,584018.000,826497.000,856323.000,689693.000,884747.000,984100.000
UnrealizedGainLossOnPriceRiskFairValueHedgingInstruments,,,,,-11760.000,14458.000
WeightedAverageNumberOfDilutedSharesOutstanding,33364574.000,,33430151.000,,33551398.000,33583606.000
WeightedAverageNumberOfSharesOutstandingBasic,33364574.000,,33425606.000,,33551398.000,33583606.000
