,2011-06-30,2011-09-30
AccruedLiabilitiesCurrentAndNoncurrent,10750.000,727.000
Assets,62030.000,43981.000
Cash,49030.000,41381.000
CashAndCashEquivalentsAtCarryingValue,49030.000,41381.000
DueToRelatedPartiesCurrentAndNoncurrent,2867636.000,2783885.000
GeneralPartnersCapitalAccount,-189663.000,-188906.000
Liabilities,2878386.000,2784612.000
LiabilitiesAndStockholdersEquity,62030.000,43981.000
LimitedPartnersCapitalAccount,-2626693.000,-2551725.000
LimitedPartnersCapitalAccountUnitsAuthorized,20000.000,20000.000
LimitedPartnersCapitalAccountUnitsIssued,17721.000,17726.000
LimitedPartnersCapitalAccountUnitsOutstanding,17721.000,17726.000
OtherAssets,13000.000,2600.000
PartnersCapital,-2816356.000,-2740631.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2816356.000,-2740631.000
