,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsReceivableNetCurrent,,,,1660.000,,
AccruedLiabilitiesCurrentAndNoncurrent,20479.000,19947.000,24186.000,38653.000,19940.000,21111.000
Assets,2383102.000,2480396.000,3338081.000,3341458.000,3380232.000,3404576.000
CashAndCashEquivalentsAtCarryingValue,1300640.000,1255729.000,1476153.000,2325588.000,2285060.000,2246534.000
DueFromAffiliates,0.000,0.000,0.000,,,
DueToAffiliateCurrentAndNoncurrent,10932.000,10933.000,9008.000,9008.000,9008.000,9008.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,1081732.000,1224077.000,988520.000,1014039.000,1094752.000,1157774.000
Liabilities,31411.000,30880.000,33194.000,47661.000,28948.000,30119.000
LiabilitiesAndStockholdersEquity,2383102.000,2480396.000,3338081.000,3341458.000,3380232.000,3404576.000
OtherAssets,730.000,590.000,408.000,171.000,420.000,268.000
PartnersCapital,2351691.000,2449516.000,3304887.000,3293797.000,3351284.000,3374457.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2351691.000,2449516.000,3304887.000,3293797.000,3351284.000,3374457.000
