,2012-03-31,2013-12-31
AccountsPayableCurrentAndNoncurrent,11523.000,9466.000
AccruedFeesAndOtherRevenueReceivable,47777.000,89730.000
AccruedLiabilities,19311.000,
AccruedLiabilitiesCurrentAndNoncurrent,20453.000,25186.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,6811180.000
AllowanceForDoubtfulAccountsReceivable,,22432.000
Assets,2470973.000,2365026.000
BuildingsAndImprovementsGross,,6725753.000
CapitalLeasedAssetsGross,,163382.000
CashAndCashEquivalentsAtCarryingValue,391480.000,269711.000
DeferredRevenue,43965.000,32127.000
DividendsPayableCurrentAndNoncurrent,151515.000,151515.000
DueToRelatedPartiesCurrentAndNoncurrent,,27273.000
GeneralPartnersCapitalAccount,-68616.000,-69304.000
Land,,1894250.000
Liabilities,365810.000,328731.000
LiabilitiesAndPartnersCapital,2470973.000,
LiabilitiesAndStockholdersEquity,2470973.000,2365026.000
LimitedPartnersCapitalAccount,2173779.000,2105599.000
LimitedPartnersCapitalAccountUnitsOutstanding,,20000.000
OtherAssets,33480.000,33380.000
OtherLiabilities,119043.000,83164.000
PartnersCapital,2105163.000,2036295.000
PartnersCapitalAttributableToNoncontrollingInterest,,0.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,,2036295.000
PrepaidAdvertising,2579.000,0.000
PropertyPlantAndEquipmentGross,,8783385.000
PropertyPlantAndEquipmentNet,1995657.000,1972205.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2105163.000,2036295.000
