,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AssetImpairmentCharges,,278900.000,0.000,,
AssetRetirementObligationAccretionExpense,266700.000,246400.000,266600.000,280100.000,390700.000
AssetRetirementObligationCashPaidToSettle,,,29200.000,600.000,26600.000
AssetRetirementObligationLiabilitiesSettled,,-20800.000,29200.000,600.000,26600.000
AssetRetirementObligationRevisionOfEstimate,124900.000,-159500.000,-422000.000,1898700.000,-259600.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-189500.000,-111900.000,64800.000,-169300.000,
ComprehensiveIncomeNetOfTax,-1268300.000,-1432500.000,-631100.000,-4093000.000,-2080800.000
CostsAndExpenses,,3506900.000,3300200.000,6355600.000,3009500.000
DepletionOfOilAndGasProperties,1053200.000,1158000.000,1133600.000,434900.000,127400.000
DerivativeGainLossOnDerivativeNet,,,,,29700.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,5600.000
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,,367500.000,2292309.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,,5747400.000,15801254.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,,1511400.000,6181860.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,,4236000.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,,,-9619394.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesStandardizedMeasure,,1143900.000,3889551.000,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,1674000.000,720300.000,,,
GainLossOnFairValueHedgeIneffectivenessNet,,,0.000,0.000,
GainLossOnSaleOfDerivatives,,,,-21500.000,21300.000
GeneralAndAdministrativeExpense,292200.000,273400.000,261200.000,244200.000,222500.000
GeneralPartnerDistributions,326900.000,0.000,,,
GrossProfit,,577300.000,1019000.000,639400.000,-267100.000
ImpairmentOfLongLivedAssetsHeldForUse,748100.000,278900.000,,,
ImpairmentOfOilAndGasProperties,793700.000,,,,
IncreaseDecreaseDueFromAffiliates,-134700.000,-85700.000,-6800.000,-236600.000,-98000.000
IncreaseDecreaseInAccruedLiabilities,-9400.000,-7500.000,8800.000,4000.000,-900.000
IncreaseDecreaseInDueToAffiliates,,,,,952100.000
InterestIncomeOperating,400.000,100.000,,,
NaturalGasProductionRevenue,1179500.000,,,,
NetCashProvidedByUsedInFinancingActivities,-1674000.000,-720300.000,-816300.000,-779600.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1674000.000,-720300.000,-816300.000,-779600.000,
NetCashProvidedByUsedInInvestingActivities,,15900.000,13400.000,2200.000,2200.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,15900.000,13400.000,2200.000,2200.000
NetCashProvidedByUsedInOperatingActivities,1484500.000,592500.000,867700.000,608100.000,-2200.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1484500.000,592500.000,867700.000,608100.000,-2200.000
NetIncomeLoss,-1180300.000,-1379300.000,-642400.000,-4109200.000,-2073200.000
NetIncomeLossAllocatedToGeneralPartners,-253400.000,-474600.000,-289600.000,-1927600.000,-949900.000
NetIncomeLossAllocatedToLimitedPartners,-926900.000,-904700.000,-352800.000,-2181600.000,-1123300.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-133.000,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-51.000,-312.000,-161.000
OilAndGasProductionExpense,1760200.000,1550200.000,1638800.000,1607000.000,1173700.000
OilAndGasRevenue,2939700.000,2127500.000,2657800.000,2246400.000,936300.000
OilAndGasSalesRevenue,,,,,906600.000
OperatingCostsAndExpenses,4120400.000,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,-88000.000,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,-53200.000,11300.000,,
OtherComprehensiveIncomeLossNetOfTax,,,,16200.000,-7600.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,66100.000,29800.000,5600.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,9800.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,24100.000,-13000.000,-21900.000,,
OtherNoncashExpense,-425900.000,231100.000,123500.000,,
PartnersCapitalAccountDistributions,2000900.000,720300.000,816300.000,779600.000,
PaymentsOfCapitalDistribution,,,816300.000,779600.000,
PriceRiskCashFlowHedgeGainOrLossReclassifiedToEarningsNet,-249800.000,-104100.000,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,15900.000,13400.000,2200.000,2200.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,1900000.000,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,209800.000,,,
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,,1158000.000,1133600.000,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,278900.000,,3789400.000,1095200.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,,-859600.000,-114600.000,-3584900.000,-1489700.000
ResultsOfOperationsProductionOrLiftingCosts,,1550200.000,1638800.000,,
ResultsOfOperationsRevenueFromOilAndGasProducingActivities,2940100.000,2127600.000,2657800.000,2246400.000,
