,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AcceleratedShareRepurchasesFinalPricePaidPerShare,,,,,,,,,,,,,,,,,,,116.110,,,,,,,
AcceleratedShareRepurchasesInitialPricePaidPerShare,,,,,,,,,,,,,,,,,121.240,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,81000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,100000000.000,103000000.000,102000000.000,93000000.000,99000000.000,96000000.000,166000000.000,186000000.000,175000000.000,176000000.000,180000000.000,179000000.000,179000000.000,178000000.000,182000000.000,179000000.000,179000000.000,179000000.000,183000000.000,181000000.000,187000000.000,194000000.000,197000000.000,200000000.000,205000000.000,210000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,0.000,6500000.000,-6500000.000,13.000,6.200,6100000.000,-1400019.200,0.000,0.000,0.000,0.000,0.000,,3600000.000,,430000.000,400000.000,10300000.000,-1430000.000,16400000.000,12700000.000,12200000.000,-26800000.000,12200000.000,5800000.000
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,,,,,1.410,,1.450,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,,,,,1.400,,1.420,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,1266000000.000,,1288000000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,357000000.000,,,,402000000.000,,,,-55000000.000,,,,-142000000.000,,,,46000000.000,,,,,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,-2000000.000,,,,0.000,,,,,,,,,,,,0.000,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,1000000.000,,,,-51000000.000,,,,0.000,,,,,,,,0.000,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,-10000000.000,,,,-715000000.000,,,,0.000,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.425,0.480,0.480,0.480,,,,,,,,,,,,,,,,,,,,,,
