,2011-03-31,2011-09-30
AccountsReceivableGrossCurrent,,476102000.000
AccountsReceivableNetCurrent,401849000.000,396414000.000
AccruedIncomeTaxesCurrent,28614000.000,24295000.000
AccruedLiabilitiesCurrent,240119000.000,259025000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,25587000.000,10916000.000
AdditionalPaidInCapitalCommonStock,873320000.000,919190000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,9854000.000
Assets,3216215000.000,3407690000.000
AssetsCurrent,1077526000.000,1281421000.000
CashAndCashEquivalentsAtCarryingValue,442181000.000,656793000.000
CommonStockSharesAuthorized,225000000.000,225000000.000
CommonStockSharesIssued,72369000.000,73081000.000
CommonStockSharesOutstanding,72369000.000,73081000.000
CommonStockValue,72000.000,73000.000
DeferredFinanceCostsNoncurrentNet,32424000.000,29769000.000
DeferredTaxAssetsNetCurrent,29466000.000,28140000.000
DeferredTaxAssetsNetNoncurrent,19654000.000,20643000.000
DeferredTaxLiabilitiesNoncurrent,152994000.000,137909000.000
Goodwill,1328881000.000,1328881000.000
IntangibleAssetsNetExcludingGoodwill,455104000.000,432388000.000
InventoryFinishedGoods,,83396000.000
InventoryGross,,191392000.000
InventoryNet,167855000.000,160833000.000
InventoryRawMaterialsAndSupplies,,83071000.000
InventoryValuationReserves,,13505000.000
InventoryWorkInProcess,,24925000.000
Liabilities,1635384000.000,1623508000.000
LiabilitiesAndStockholdersEquity,3216215000.000,3407690000.000
LiabilitiesCurrent,345053000.000,348991000.000
LiabilityForUncertainTaxPositionsNoncurrent,35588000.000,38007000.000
LongTermDebt,,1123916000.000
LongTermDebtCurrent,27500000.000,27500000.000
LongTermDebtNoncurrent,1098667000.000,1096416000.000
NotionalAmountOfForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,50100000.000
OtherAssetsNoncurrent,15187000.000,15551000.000
OtherLiabilitiesNoncurrent,3082000.000,2185000.000
OtherReceivablesNetCurrent,,7590000.000
PrepaidExpenseAndOtherAssetsCurrent,,31651000.000
PrepaidExpenseCurrent,36175000.000,
PropertyPlantAndEquipmentNet,287439000.000,299037000.000
ReceivablesNetCurrent,,404004000.000
RetainedEarningsAccumulatedDeficit,681852000.000,854003000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,,42.700
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,1406000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,41.060
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,126526000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,4880000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,39.960
StockholdersEquity,1580831000.000,1784182000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1580831000.000,1784182000.000
