,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-8000.000,,,,-4000.000,,,,-100000.000,,,,2000.000
CostOfRevenue,,,,231000.000,,125000.000,85000.000,199000.000,2000.000,2000.000,0.000,174000.000,109000.000,294000.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,5668519.000,,,,,,,,
DebtConversionOriginalDebtAmount1,,37000.000,,,,32000.000,,,,5000.000,,,,3000.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,54000.000,,,,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,-52000.000,,,,14000.000,,,,15000.000
Depreciation,1000.000,,,,,,,,,1000.000,,,,2000.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,0.000,0.000,0.000,0.000,-0.040,-0.130,-0.030,-0.030,-0.020,-0.020,-0.020
ForeignCurrencyTransactionGainLossRealized,,,,,,15000.000,,,,29000.000,,,,11000.000
GeneralAndAdministrativeExpense,153000.000,58000.000,79.000,83000.000,74921.000,116000.000,97000.000,138000.000,96000.000,121000.000,115000.000,109000.000,97000.000,139000.000
GrossProfit,,,,47000.000,,24000.000,15000.000,46000.000,60000.000,26000.000,22000.000,91000.000,37000.000,111000.000
IncreaseDecreaseInAccountsPayable,-5000.000,9000.000,,,,51000.000,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,,-14000.000,,,,-6000.000
IncreaseDecreaseInAccountsReceivable,,,,,,-66000.000,,,,,,,,21000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,36000.000,,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,22000.000,,,,10000.000,,,,30000.000,,,,34000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,15000.000,-36000.000,,,,33000.000,,,,33000.000,,,,55000.000
IncreaseDecreaseInOtherAccruedLiabilities,8000.000,7000.000,,,,6000.000,,,,4000.000,,,,5000.000
IncreaseDecreaseInOtherReceivables,-4000.000,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-4000.000,,,,7000.000,,,,-1000.000,,,,-143000.000
InterestAndDebtExpense,,,,5000.000,,,,,,,,,,
InterestExpenseDebt,,,,,,-29000.000,,,,-57000.000,,,,65000.000
InterestPaid,,7000.000,,,,18000.000,,,,27000.000,,,,31000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,2000.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,60000.000,100000.000,,,,61000.000,,,,,,,,-106000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,60000.000,100000.000,,,,61000.000,,,,,,,,-106000.000
NetCashProvidedByUsedInOperatingActivities,-60000.000,-108000.000,,,,-65000.000,,,,-100000.000,,,,108000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-60000.000,-108000.000,,,,-65000.000,,,,-100000.000,,,,108000.000
NetIncomeLoss,-194000.000,-250000.000,-229.000,-171000.000,-466771.000,-147000.000,-182000.000,-171000.000,-183000.000,-173000.000,-201000.000,-109000.000,-111000.000,-119000.000
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,,22000.000,,,,,,,,,,,,
NonoperatingIncomeExpense,177000.000,-60000.000,-25.000,,,,,,,,,,,
OperatingExpenses,371000.000,190000.000,204.000,213000.000,332796.000,116000.000,114000.000,156000.000,119000.000,143000.000,131000.000,177000.000,112000.000,161000.000
OperatingIncomeLoss,-371000.000,-190000.000,-204.000,-166000.000,-329796.000,-92000.000,-99000.000,-110000.000,-59000.000,-117000.000,-109000.000,-86000.000,-75000.000,-50000.000
OtherNoncashExpense,17000.000,16000.000,,,,52000.000,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,-55000.000,-83000.000,-61000.000,-124000.000,-56000.000,-92000.000,-23000.000,-36000.000,-69000.000
ProceedsFromIssuanceOfCommonStock,2000.000,,,,,,,,,,,,,
ProceedsFromLoans,,,,,,70000.000,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,-25000.000,,,,,,,,,,,,,
ProceedsFromRepaymentsOfDebt,100000.000,100000.000,,,,,,,,,,,,
RepaymentsOfDebt,,,,,,9000.000,,,,,,,,106000.000
RepaymentsOfShortTermDebt,17000.000,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,20000.000,,,5000.000,,,,,,6000.000,,6000.000,,5000.000
Revenues,,,,278000.000,,149000.000,100000.000,245000.000,62000.000,28000.000,22000.000,265000.000,146000.000,405000.000
SalesRevenueNet,,,,278000.000,,149000.000,100000.000,245000.000,62000.000,28000.000,22000.000,265000.000,146000.000,405000.000
SellingAndMarketingExpense,198000.000,132000.000,125.000,125000.000,252875.000,,17000.000,18000.000,,16000.000,16000.000,62000.000,14000.000,17000.000
ShareBasedCompensation,195000.000,122000.000,,,,,,,,,,,,
StockIssued1,,,,,,34000.000,,,,,,,,
UnrealizedGainLossOnDerivatives,160000.000,2000.000,,,,-11000.000,,,,-4000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,44649733.000,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,58734518.000,70861109.000,4671544.000,-130163985.000,5517252.000,5931176.000,6301428.000,-11703170.000,6788970.000
