,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,2130617.000,,,,-3521.000,,,,51832990.000,,,,58261056.000,,,,167517475.000,,,,73910729.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,-181366.000,-716046.000,-279929.000,-189394.000,-172524.000,-162968.000,-143763.000,-149817.000,-144521.000,-164765.000,-165923.000,-98198.000,-71128.000,-104220.000,-94592.000,-92811.000,-128720.000,-215976.000,-259112.000,-190248.000,-174746.000,-152180.000,-144497.000
CostsAndExpenses,174419.000,706482.000,276609.000,186453.000,175417.000,175667.000,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.120,-0.130,-0.120,-0.120,-0.130,-0.120,-0.100,-0.100,-0.090,-0.100,-0.090,-0.100,-0.090,-0.080,-0.080,-0.080,-0.080,-0.080,-0.090,-0.120,-0.090,-0.110,-0.110
EffectOfExchangeRateOnCashAndCashEquivalents,,15521595.000,,,,-17258858.000,,,,-5186683.000,,,,-3441164.000,,,,-658527.000,,,,-6806407.000,
ForeignCurrencyTransactionGainLossUnrealized,,5191.000,,,,-6549.000,,,,1958.000,,,,1236.000,,,,187.000,,,,3225.000,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,0.000,,,,0.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,73032.000,,,,54304.000,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,,,,,13494.000,
InterestExpense,,,,,,,,,,,,,,,,,,,2478.000,37499.000,,30049.000,29631.000
InvestmentIncomeInterest,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,,-12714426.000,,,,17423056.000,,,,57168427.000,,,,61798519.000,,,,168364476.000,,,,80847792.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-12714426.000,,,,17423056.000,,,,57168427.000,,,,61798519.000,,,,168364476.000,,,,80847792.000,
NetCashProvidedByUsedInOperatingActivities,,-676552.000,,,,-167719.000,,,,-148754.000,,,,-96299.000,,,,-188474.000,,,,-130656.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-676552.000,,,,-167719.000,,,,-148754.000,,,,-96299.000,,,,-188474.000,,,,-130656.000,
NetIncomeLoss,-174419.000,-706482.000,-276609.000,-186453.000,-175417.000,-175667.000,-147006.000,-148202.000,-144395.000,-163890.000,-165658.000,-99142.000,-75152.000,-103675.000,-94659.000,-93746.000,-128271.000,-216290.000,-246846.000,-183904.000,-179448.000,-151186.000,-143771.000
OperatingExpenses,,,,,,,147006.000,148202.000,,163890.000,165658.000,99142.000,75152.000,103675.000,94659.000,93746.000,128271.000,216290.000,246846.000,183904.000,179448.000,151186.000,143771.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,-6947.000,-9564.000,-3320.000,-2941.000,2893.000,12699.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,3243.000,-1615.000,,-875.000,-265.000,944.000,4024.000,-545.000,67.000,935.000,-449.000,314.000,-12266.000,-6344.000,4702.000,-994.000,-726.000
PaymentsForOperatingActivities,,676552.000,,,,167719.000,,,,148754.000,,,,96299.000,,,,188474.000,,,,130656.000,
PaymentsForRepurchaseOfEquity,,279878758.000,,,,208516102.000,,,,,,,,,,,,,,,,,
