,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,60248000.000,58516000.000,89430000.000,126785000.000,87978000.000,118687000.000,136337000.000,61464000.000,41999000.000,47300000.000,7467000.000,8835000.000,18940000.000,27328000.000,36527000.000,55757000.000
AccountsReceivableNetCurrent,41124000.000,52766000.000,51233000.000,80500000.000,78238000.000,62146000.000,49861000.000,32098000.000,31025000.000,26610000.000,19292000.000,16093000.000,18397000.000,20720000.000,26568000.000,25787000.000
AccruedLiabilitiesCurrent,5122000.000,7796000.000,10805000.000,17485000.000,31038000.000,43506000.000,19401000.000,32527000.000,29027000.000,32182000.000,27341000.000,23426000.000,23456000.000,28793000.000,25707000.000,24948000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1810000.000,1737000.000,1986000.000,2225000.000,2475000.000,2711000.000,3014000.000,3304000.000,3568000.000,3843000.000,,,,,,
AdditionalPaidInCapitalCommonStock,,172652000.000,173169000.000,173626000.000,174555000.000,175876000.000,177133000.000,306292000.000,360697000.000,361355000.000,363723000.000,364908000.000,368306000.000,447400000.000,447137000.000,470107000.000
AssetRetirementObligation,10197000.000,10199000.000,10963000.000,11427000.000,12115000.000,12668000.000,13610000.000,14542000.000,14952000.000,15571000.000,20980000.000,21308000.000,21694000.000,28131000.000,20058000.000,20635000.000
AssetRetirementObligationCurrent,174000.000,174000.000,2590000.000,2794000.000,2870000.000,3026000.000,3074000.000,3211000.000,3246000.000,3311000.000,679000.000,679000.000,679000.000,679000.000,600000.000,600000.000
AssetRetirementObligationsNoncurrent,10023000.000,10025000.000,8373000.000,8633000.000,9245000.000,9642000.000,10536000.000,11331000.000,11706000.000,12260000.000,20301000.000,20629000.000,21015000.000,27452000.000,19458000.000,20035000.000
Assets,1224427000.000,1241115000.000,1487979000.000,1580240000.000,1636561000.000,1721194000.000,1993228000.000,2017989000.000,1936455000.000,1982035000.000,1945412000.000,1899908000.000,1811002000.000,1913269000.000,1886700000.000,1874021000.000
AssetsCurrent,124810000.000,116287000.000,130279000.000,177687000.000,150548000.000,149552000.000,242742000.000,225404000.000,173941000.000,197179000.000,194504000.000,204516000.000,159188000.000,111043000.000,99322000.000,82625000.000
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1200000.000,1300000.000,0.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,452905000.000,526930000.000,609748000.000,709358000.000,831328000.000,955570000.000,1094202000.000,1176120000.000,1221477000.000,1276980000.000,1289323000.000,1292491000.000,1310060000.000,1353160000.000,1395291000.000,1440949000.000
Cash,29366000.000,23055000.000,23820000.000,27297000.000,31791000.000,32790000.000,13566000.000,28271000.000,22875000.000,22698000.000,,53805000.000,59298000.000,24041000.000,34642000.000,8708000.000
CashAndCashEquivalentsAtCarryingValue,29366000.000,23055000.000,23820000.000,27297000.000,31791000.000,32790000.000,13566000.000,28271000.000,22875000.000,22698000.000,21893000.000,53805000.000,59298000.000,24041000.000,34642000.000,8708000.000
CommonUnitAuthorized,4500000.000,,,,,,,,,,,,,,,
CommonUnitIssuanceValue,70224000.000,,,,,,,,,,,,,,,
CommonUnitIssued,4500000.000,,,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,860000000.000,764485000.000,744148000.000,702148000.000,737148000.000,714148000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,12088000.000,7000000.000,6747000.000,6494000.000,6240000.000,5987000.000
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,8173000.000,7545000.000,7222000.000,6899000.000,6575000.000
DeferredIncomeTaxLiabilities,,,3093000.000,,,,36612000.000,,,,77658000.000,,,,59591000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,16070000.000,2905000.000,2926000.000
DeferredOfferingCosts,3479000.000,60000.000,,408000.000,,,,,,,,,,,,
DeferredRevenue,15000000.000,14886000.000,14531000.000,14287000.000,14004000.000,13669000.000,13377000.000,12852000.000,12349000.000,11856000.000,,,,,,
DeferredRevenueNoncurrent,,,,,,,,,,,11417000.000,10772000.000,10176000.000,9589000.000,7049000.000,6591000.000
DeferredTaxAssetsGross,,,1313000.000,,,,9453000.000,,,,57019000.000,,,,59841000.000,
DeferredTaxAssetsGrossCurrent,,,12000.000,12000.000,12000.000,,,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,359000.000,1301000.000,618000.000,1766000.000,,171000.000,221000.000,,,,,,,,
DeferredTaxAssetsInvestmentInSubsidiaries,,,526000.000,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,-1780000.000,,,,-27159000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,2554000.000,1135000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,649000.000,,,,8223000.000,,,,9414000.000,,,,8687000.000,
DeferredTaxAssetsStateTaxes,,,52000.000,,,,232000.000,,,,505000.000,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,86000.000,,,,53000.000,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,2333000.000,,,,3155000.000,
DeferredTaxLiabilities,,,,,,,,,,,22972000.000,,,,2905000.000,
DeferredTaxLiabilitiesCurrent,68000.000,17000.000,,,,,,,434000.000,470000.000,,,,,,
DeferredTaxLiabilitiesGrossCurrent,,,,,,68000.000,718000.000,671000.000,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,2138000.000,3093000.000,3375000.000,3696000.000,8348000.000,26612000.000,28522000.000,,,,,,,,
