,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DeferredTaxLiabilitiesNoncurrent,2086000.000,,,,,,,,15451000.000,21896000.000,22972000.000,33533000.000,19837000.000,,,
DerivativeAssetFairValueGrossLiability,,,,,,,,,,,,,,,20805000.000,
DerivativeAssets,,,,,,,,,,,,,,,58844000.000,
DerivativeAssetsCurrent,18053000.000,14681000.000,8837000.000,4168000.000,5408000.000,13077000.000,121519000.000,121083000.000,90448000.000,117186000.000,124207000.000,107762000.000,63051000.000,48784000.000,24100000.000,30101000.000
DerivativeAssetsNoncurrent,34540000.000,26591000.000,25398000.000,20806000.000,10584000.000,15125000.000,87055000.000,97395000.000,70979000.000,95102000.000,93302000.000,84284000.000,60920000.000,50469000.000,34744000.000,17767000.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,,,,,,79649000.000,
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,,,,,,,,58844000.000,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,,36664000.000,
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,,,,,,,,15859000.000,
DerivativeLiabilities,,,,,,,,,,,,,,,15859000.000,
DerivativeLiabilitiesCurrent,2383000.000,10424000.000,10664000.000,11830000.000,20761000.000,988000.000,,,,20000.000,11000.000,,1359000.000,1618000.000,14650000.000,8717000.000
DerivativeLiabilitiesNoncurrent,88000.000,511000.000,190000.000,104000.000,9904000.000,1010000.000,28000.000,,370000.000,,,,1978000.000,526000.000,1209000.000,178000.000
DerivativeLiabilityFairValueGrossAsset,,,,,,,,,,,,,,,20805000.000,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,3341000.000,2265000.000,-1235000.000,-831000.000,-2327000.000,,,,,1084000.000,1428000.000,967000.000,-2285000.000,-1159000.000,-2971000.000,459000.000
Liabilities,756761000.000,606345000.000,863855000.000,946272000.000,1011199000.000,1042287000.000,1141355000.000,1036543000.000,1038772000.000,1048936000.000,1008560000.000,913357000.000,890584000.000,870800000.000,906274000.000,894742000.000
LiabilitiesAndStockholdersEquity,1224427000.000,1241115000.000,1487979000.000,1580240000.000,1636561000.000,1721194000.000,1993228000.000,2017989000.000,1936455000.000,1982035000.000,1945412000.000,1899908000.000,1811002000.000,1913269000.000,1886700000.000,1874021000.000
LiabilitiesCurrent,124564000.000,140785000.000,179668000.000,241873000.000,224350000.000,239618000.000,229999000.000,153946000.000,121957000.000,125428000.000,67906000.000,61488000.000,69658000.000,84863000.000,107807000.000,120757000.000
LongTermDebtNoncurrent,605000000.000,438000000.000,658000000.000,678000000.000,,270000000.000,360000000.000,90000000.000,100000000.000,100000000.000,847912000.000,749312000.000,729856000.000,688432000.000,724009000.000,701586000.000
MembersEquity,467666000.000,,,,,,,,,,,,,,,
MinorityInterest,,462889000.000,453091000.000,460806000.000,453269000.000,495970000.000,636366000.000,634312000.000,514587000.000,536107000.000,536856000.000,566459000.000,520172000.000,484980000.000,453237000.000,450547000.000
OilAndGasJointInterestBillingReceivablesCurrent,29263000.000,23280000.000,42481000.000,58895000.000,30080000.000,36009000.000,41761000.000,25024000.000,16413000.000,13978000.000,11314000.000,7399000.000,4701000.000,4880000.000,5267000.000,6533000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,308789000.000,339115000.000,370470000.000,409573000.000,452535000.000,500216000.000,551062000.000,602841000.000,653844000.000,711517000.000,760534000.000,801999000.000,839880000.000,877049000.000,919539000.000,956569000.000
OilAndGasPropertySuccessfulEffortMethodGross,1354920000.000,1419169000.000,1683021000.000,1772966000.000,1902300000.000,2033920000.000,2189922000.000,2273243000.000,2318997000.000,2377249000.000,2396300000.000,2402289000.000,2420128000.000,2619214000.000,2663127000.000,2721516000.000
OilAndGasPropertySuccessfulEffortMethodNet,1046131000.000,1080054000.000,1312551000.000,1363393000.000,1449765000.000,1533704000.000,1638860000.000,1670402000.000,1665153000.000,1665732000.000,1635766000.000,1600290000.000,1580248000.000,1742165000.000,1743588000.000,1764947000.000
OilAndGasSalesPayableCurrent,56569000.000,63858000.000,66179000.000,82979000.000,81703000.000,73343000.000,70469000.000,56073000.000,47251000.000,42145000.000,32408000.000,28548000.000,25224000.000,26445000.000,28339000.000,28112000.000
OperatingLeasesFutureMinimumPaymentsDue,,,1673000.000,,,,5536000.000,,,,4583000.000,,,,3672000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,586000.000,,,,944000.000,,,,945000.000,,,,1054000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1122000.000,,,,377000.000,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,147000.000,,,,1101000.000,,,,1122000.000,,,,375000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,458000.000,,,,1038000.000,,,,1101000.000,,,,1125000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,482000.000,,,,954000.000,,,,1038000.000,,,,1118000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,377000.000,,,,,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,2300000.000,3500000.000,2700000.000,2700000.000,3200000.000,4100000.000
OtherAssetsCurrent,5156000.000,1687000.000,2392000.000,2501000.000,3098000.000,3120000.000,3374000.000,3121000.000,2227000.000,2498000.000,2298000.000,3991000.000,2648000.000,2603000.000,2684000.000,7278000.000
OtherAssetsNoncurrent,16182000.000,15345000.000,15006000.000,14264000.000,20307000.000,18950000.000,20352000.000,20761000.000,20001000.000,18751000.000,17967000.000,7309000.000,7365000.000,6406000.000,6050000.000,5762000.000
OtherLiabilitiesCurrent,,,,,,,,,,,,,,,2584000.000,3223000.000
OtherLiabilitiesNoncurrent,,,,,,,,,,,,,,656000.000,792000.000,949000.000
OtherLongTermDebtNoncurrent,,,,,250000000.000,,,,,,,,,,,
OtherReceivablesNetCurrent,1848000.000,818000.000,1459000.000,4247000.000,1824000.000,2313000.000,12512000.000,15621000.000,10681000.000,13932000.000,15170000.000,15105000.000,11093000.000,10015000.000,6061000.000,4218000.000
PropertyPlantAndEquipmentGross,4574000.000,4216000.000,5430000.000,5697000.000,6066000.000,6574000.000,7062000.000,7110000.000,7395000.000,7979000.000,,,,,,
PropertyPlantAndEquipmentNet,2764000.000,2479000.000,3444000.000,3472000.000,3591000.000,3863000.000,4048000.000,3806000.000,3827000.000,4136000.000,,,,,,
PropertyPlantAndEquipmentOther,,,,,,,,,,,8044000.000,8004000.000,8033000.000,8137000.000,8254000.000,8445000.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,,,,,,4171000.000,4495000.000,4752000.000,4951000.000,5258000.000,5525000.000
PropertyPlantAndEquipmentOtherNet,2764000.000,2479000.000,3444000.000,3472000.000,3591000.000,3863000.000,4048000.000,3806000.000,3827000.000,4136000.000,3873000.000,3509000.000,3281000.000,3186000.000,2996000.000,2920000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,779058000.000,784268000.000,958816000.000,970222000.000,975173000.000,974868000.000,1001194000.000,1011625000.000,1018431000.000,1025630000.000,1031669000.000,1034029000.000,1036356000.000,1060465000.000,1054683000.000,1071654000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,45000.000,67000.000,97000.000,97000.000,149000.000,186000.000,272000.000,277000.000,330000.000,361000.000,,,,
RetainedEarningsAccumulatedDeficit,,-821000.000,-2186000.000,-514000.000,-2160000.000,7369000.000,38682000.000,41138000.000,22695000.000,35933000.000,36569000.000,55480000.000,32235000.000,21617000.000,-8652000.000,-30272000.000
SeniorLongTermNotes,,,,,500000000.000,500000000.000,500000000.000,736644000.000,737066000.000,737487000.000,,,,,,
StockholdersEquity,,,,173162000.000,172093000.000,182937000.000,,,383096000.000,396992000.000,399996000.000,420092000.000,400246000.000,468746000.000,438214000.000,439570000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,467666000.000,634770000.000,624124000.000,633968000.000,625362000.000,678907000.000,851873000.000,981446000.000,897683000.000,933099000.000,936852000.000,986551000.000,920418000.000,953726000.000,891451000.000,890117000.000
TemporaryEquityCarryingAmountAttributableToParent,,,,,,,,,,,,,,88743000.000,88975000.000,89162000.000
TemporaryEquityParOrStatedValuePerShare,,,,,,,,,,,,,,0.001,0.001,0.001
TemporaryEquitySharesIssued,,,,,,,,,,,,,,1840000.000,1840000.000,1840000.000
TemporaryEquitySharesOutstanding,,,,,,,,,,,,,,1840000.000,1840000.000,1840000.000
TreasuryStockCommonShares,,,,,,,,,,,,,,22602.000,22602.000,22602.000
TreasuryStockCommonValue,,,,,,,,,,,,,,358000.000,358000.000,358000.000
TreasuryStockShares,,,,,22298.000,22602.000,22602.000,22602.000,22602.000,22602.000,22602.000,22602.000,22602.000,,,
TreasuryStockValue,,,,,352000.000,358000.000,358000.000,358000.000,358000.000,358000.000,358000.000,358000.000,358000.000,,,
UnprovedOilAndGasPropertySuccessfulEffortMethod,122957000.000,107971000.000,114457000.000,93386000.000,95799000.000,103482000.000,94526000.000,85498000.000,79089000.000,74639000.000,75308000.000,75769000.000,73712000.000,205589000.000,213153000.000,208913000.000
