,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdministrativeFeesExpense,,,,,,,,,,,,,,,655064.000,,,,,,,,
FloorBrokerageExchangeAndClearanceFees,,,,,,,,,,,,,638011.000,,578569.000,762089.000,,,,,10781.000,,20459.000
GainLossOnSaleOfCommodityContracts,-874688.000,1870604.000,-4008980.000,2039249.000,-1586330.000,-1798923.000,0.000,0.000,0.000,,,,,,,,,,,,-499092.000,,-59178.000
IncentiveFeeExpense,,,,,,,,,41227.000,,1418.000,264946.000,1108784.000,2322489.000,2150795.000,,,,188689.000,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,,,,,-14.740,,-14.660,-14.160,-12.650,-12.090,-11.320
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,0.000,,,,
InterestAndDividendIncomeOperating,27300.000,23328.000,53600.000,67512.000,72677.000,93083.000,49883.000,19206.000,13885.000,29049.000,17620.000,7794.000,5544.000,5341.000,3476.000,2701.000,12278.000,,,,92475.000,,134360.000
InterestIncomeOperating,1479.000,1103.000,2436.000,3193.000,3073.000,1300.000,0.000,0.000,0.000,,,,,,,,,,,,4293.000,,16926.000
InvestmentIncomeInterest,25821.000,22225.000,51164.000,64319.000,69604.000,91783.000,49883.000,19206.000,13885.000,29049.000,17620.000,7794.000,5544.000,5341.000,3476.000,2701.000,12278.000,11610.000,96513.000,78719.000,88182.000,79985.000,117434.000
InvestmentIncomeNet,,,,-12232138.000,2044686.000,,53600.000,10146927.000,-17899168.000,,,,-5035892.000,,-6043504.000,-3676705.000,,,,,,,
ManagementFeeExpense,,,,,,,,,1855894.000,,1405967.000,1238025.000,1042286.000,1038595.000,1027506.000,692657.000,668486.000,419143.000,669262.000,627926.000,585185.000,518640.000,462643.000
NetIncomeLoss,-46009361.000,19994645.000,-14180161.000,-21875702.000,-10210464.000,-34826769.000,4550853.000,1612327.000,-25399190.000,6926009.000,-27584929.000,6976722.000,10389663.000,31968303.000,12643216.000,-32120639.000,12156666.000,881380.000,-608507.000,-4132626.000,-8814409.000,-4112301.000,-2457004.000
