,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,,,,,2836000.000,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,,,1330000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,647000.000,2440000.000,3377000.000,-3793000.000,592000.000,377000.000,591000.000,-1145000.000,627000.000,816000.000,1075000.000,-1730000.000,954000.000,2911000.000,5144000.000,-5125000.000,6265000.000,7220000.000,8279000.000,-14282000.000,8083000.000,2464000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5122000.000,,,,-5136000.000,,,,64347000.000,,,,6640000.000,,,,-24604000.000,,,,-18002000.000,
ComprehensiveIncomeNetOfTax,21183000.000,11020000.000,19629000.000,6546000.000,18833000.000,13501000.000,14611000.000,8109000.000,21566000.000,12287000.000,36216000.000,20704000.000,10349000.000,12501000.000,-16216000.000,-2935000.000,-10928000.000,-87033000.000,-8666000.000,-17669000.000,-11826000.000,-7483000.000,1572000.000,6901000.000
CostOfGoodsAndServicesSold,178911000.000,201272000.000,214902000.000,201534000.000,210276000.000,219817000.000,230406000.000,225244000.000,230206000.000,172611000.000,196560000.000,214711000.000,228661000.000,237067000.000,176634000.000,142155000.000,138283000.000,141941000.000,111573000.000,102803000.000,99293000.000,124167000.000,129590000.000,148431000.000
DepreciationAndAmortization,,,8018000.000,,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,10954000.000,,,,10287000.000,,,,10527000.000,,,,9573000.000,,,,9387000.000,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,,1261000.000,1253000.000,1294000.000,1283000.000,,,,,,0.000,0.000,,0.000,0.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,33974000.000,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,22117000.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,1770000.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,11744000.000,,,,,,,,,,,,,
EarningsPerShareBasic,0.210,0.250,0.170,0.160,0.220,0.140,0.210,0.190,0.220,0.150,0.410,0.240,0.290,0.290,0.010,-0.050,-0.050,-1.010,-0.160,-0.170,-0.160,0.000,-0.010,0.020
EarningsPerShareDiluted,0.190,0.230,0.160,0.150,0.200,0.110,0.180,0.170,0.200,0.140,0.360,0.210,0.250,0.250,0.010,-0.050,-0.050,-1.010,-0.160,-0.170,-0.160,0.000,-0.010,0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,859000.000,,,,-586000.000,,,,-6000.000,,,,-5114000.000,,,,1845000.000,,,,856000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,,,16000.000,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,,,16000.000,,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,468000.000,-485000.000,230000.000,-461000.000,-185000.000,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,368000.000,-475000.000,-975000.000,-737000.000,-54000.000,1805000.000,-1221000.000,-638000.000,-1564000.000,410000.000,-3236000.000,374000.000,455000.000,746000.000,-761000.000,270000.000,-392000.000,-534000.000
GainLossOnDispositionOfAssets,,,-244000.000,,,,-99000.000,,,,362000.000,,,,-11000.000,,,,1271000.000,,,,847000.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,1894000.000,0.000,0.000,-279000.000,0.000,0.000
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,,,,0.000,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,11742000.000,20329000.000,23492000.000,23446000.000,993000.000,-4254000.000,-4471000.000,-83096000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,17783000.000,30791000.000,35890000.000,35593000.000,2309000.000,-3496000.000,-14628000.000,-96411000.000,-18557000.000,-17411000.000,-17943000.000,-10843000.000,136000.000,3993000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,0.140,0.240,0.290,0.280,0.010,-0.050,-0.050,-1.010,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,0.130,0.210,0.250,0.250,0.010,-0.050,-0.050,-1.010,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,1152000.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,,0.270,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,0.230,,,,,,,,,,,,,
