,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-166636.000,1086643.000,-486347.000,-270549.000,-147876.000,-47389.000
CostOfRealEstateSales,0.000,,,,,3676366.000
CostOfServicesMaintenanceCosts,113769.000,1380104.000,41736.000,42143.000,40190.000,57980.000
CostsAndExpenses,,,,,,3543237.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-314413.000,305635.000,1811934.000,0.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,-605.000,0.000,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,170666.000,0.000,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,389652.000,1812539.000,0.000,
GainLossOnSaleOfProperties,0.000,,,,,22432.000
GainsLossesOnSalesOfInvestmentRealEstate,,-147657.000,,,,
ImpairmentOfRealEstate,650500.000,0.000,0.000,0.000,0.000,2680000.000
IncomeLossAttributableToParent,,-1709845.000,285949.000,1743349.000,-70360.000,-3427223.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-1395432.000,-19686.000,-68585.000,-70360.000,
IncomeLossFromContinuingOperationsPerOutstandingGeneralPartnershipUnitNetOfTax,,,,,,-1837.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-0.390,-1.350,-1.390,-68.410
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,,,0.130,34.190,0.000,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,-736419.000,-1709845.000,285949.000,,,
IncreaseDecreaseInAccountsPayable,-7787.000,426.000,-14640.000,74.000,-3250.000,0.000
IncreaseDecreaseInAccountsReceivable,7682.000,-7682.000,0.000,,,
IncreaseDecreaseInAccruedLiabilities,,1300000.000,-1300000.000,0.000,,
IncreaseDecreaseInDueToAffiliates,-4392.000,11206.000,9527.000,-24424.000,-3917.000,9750.000
IncreaseDecreaseInOtherCurrentAssets,,4492.000,-57.000,-834.000,-1282.000,-2032.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,-5382.000,-384.000,-294.000,3347.000,273.000,-19773.000
InterestIncomeExpenseNonoperatingNet,,,,,,5602.000
InterestIncomeOther,,,6752.000,,5518.000,
InvestmentIncomeInterest,20029.000,11190.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,-2498833.000,-4000000.000,-46811.000,-3553189.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2498833.000,-4000000.000,-46811.000,-3553189.000
NetCashProvidedByUsedInInvestingActivities,-55474.000,1163727.000,3421539.000,3818810.000,-25093.000,3697509.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-55474.000,1163727.000,3421539.000,3818810.000,-25093.000,3697509.000
NetCashProvidedByUsedInOperatingActivities,-111162.000,-77084.000,-1409053.000,-89359.000,-75972.000,-191709.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-111162.000,-77084.000,-1409053.000,-89359.000,-75972.000,-191709.000
NetIncomeLossAllocatedToGeneralPartners,-859.000,-13915.000,298963.000,99308.000,-704.000,-1837.000
NetIncomeLossAllocatedToLimitedPartners,-735560.000,-1695930.000,-13014.000,1644041.000,-69656.000,-3425386.000
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-859.000,,,,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,298963.000,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-14.690,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-0.260,32.840,-1.390,
OperatingExpenses,1010409.000,1633294.000,278144.000,233000.000,272688.000,
OperatingIncomeLoss,-767148.000,-1422372.000,-36388.000,-80435.000,-126128.000,-3436825.000
OperatingLeasesIncomeStatementLeaseRevenue,168571.000,210922.000,241756.000,152565.000,146560.000,83980.000
OtherNonoperatingIncome,10700.000,15750.000,9950.000,5945.000,50250.000,4000.000
OtherOperatingIncome,74690.000,0.000,,,,
PartnersCapitalAccountDistributions,,,2498833.000,4000000.000,46811.000,3553189.000
PartnersCapitalAccountTreasuryUnitsPurchases,,383822.000,383822.000,383822.000,383822.000,383822.000
PartnersCapitalAccountUnitsTreasury,,408.650,408.650,408.650,408.650,408.650
PaymentsOfCapitalDistribution,,,2498833.000,4000000.000,46811.000,3553189.000
PaymentsToDevelopRealEstateAssets,55474.000,31484.000,45236.000,53342.000,25093.000,1289.000
ProceedsFromSaleOfPropertyHeldForSale,,744400.000,0.000,,,
ProceedsFromSaleOfRealEstateHeldforinvestment,0.000,450811.000,3466775.000,3872152.000,0.000,3698798.000
ProfessionalFees,88231.000,106751.000,110596.000,103724.000,114381.000,103065.000
RealEstateCostOfRealEstateSold,,1342868.000,3077123.000,2059613.000,0.000,
RealEstateImprovements,,46469.000,28060.000,53342.000,25093.000,1289.000
RealEstateRevenueNet,243261.000,210922.000,241756.000,152565.000,146560.000,106412.000
SalesOfRealEstate,0.000,,,,,
SellingAndMarketingExpense,,2292.000,1920.000,450.000,0.000,
WeightedAverageLimitedPartnershipUnitsOutstanding,50068.000,50068.000,50068.000,50068.000,50068.000,50068.000
