,2011-09-30,2011-12-30,2012-03-30,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2014-01-03,2014-04-04,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30
AccountsPayableCurrent,,22747000.000,28456000.000,26331000.000,28253000.000,27370000.000,25337000.000,26742000.000,27122000.000,26752000.000,25143000.000,25565000.000,25544000.000,25909000.000,23857000.000,30349000.000,26498000.000,33354000.000,30971000.000,32450000.000,24884000.000
AccountsReceivableGrossCurrent,,,,51079000.000,43319000.000,48748000.000,55005000.000,52239000.000,45383000.000,51647000.000,47960000.000,43942000.000,46240000.000,46225000.000,45579000.000,62379000.000,50678000.000,55017000.000,59480000.000,63682000.000,56956000.000
AccountsReceivableNetCurrent,,45302000.000,47271000.000,51076000.000,43315000.000,48745000.000,55001000.000,52160000.000,45321000.000,51639000.000,47943000.000,43920000.000,46187000.000,46164000.000,44972000.000,61750000.000,50064000.000,54412000.000,58830000.000,63059000.000,56333000.000
AccruedIncomeTaxesCurrent,,2704000.000,3288000.000,2852000.000,3535000.000,4244000.000,6158000.000,98000.000,626000.000,74000.000,201000.000,1048000.000,1361000.000,620000.000,412000.000,1154000.000,988000.000,543000.000,2563000.000,3055000.000,941000.000
AccruedLiabilitiesCurrent,,30102000.000,21295000.000,26707000.000,30722000.000,22726000.000,31922000.000,27348000.000,34322000.000,30598000.000,32027000.000,31328000.000,43016000.000,37346000.000,41649000.000,44196000.000,31450000.000,26562000.000,29973000.000,28212000.000,33213000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,3400000.000,3900000.000,4500000.000,5046000.000,5600000.000,6200000.000,6800000.000,3500000.000,4200000.000,4800000.000,5500000.000,6100000.000,6800000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,16117000.000,,,,27585000.000,,,,39227000.000,,,,49096000.000,,,,60632000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,787000.000,,,,,-519000.000,-1096000.000,-50000.000,-753000.000,-1429000.000,-2317000.000,-1441000.000,-2021000.000,-2400000.000,238000.000,1056000.000,634000.000,-87000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,-94000.000,-94000.000,-94000.000,-100000.000,-100000.000,-100000.000,-100000.000,-26000.000,-26000.000,-26000.000,-26000.000,8000.000,8000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-720000.000,-141000.000,449000.000,-14000.000,-585000.000,-1075000.000,86000.000,-425000.000,-1002000.000,44000.000,-653000.000,-1329000.000,-2217000.000,-1341000.000,-1995000.000,-2374000.000,264000.000,1082000.000,626000.000,-95000.000
AdditionalPaidInCapitalCommonStock,,197785000.000,198059000.000,198565000.000,198816000.000,199068000.000,199319000.000,199575000.000,199826000.000,200076000.000,25322000.000,25589000.000,25835000.000,26082000.000,26326000.000,26565000.000,26810000.000,27055000.000,27137000.000,27156000.000,27173000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,79000.000,62000.000,8000.000,17000.000,22000.000,53000.000,61000.000,607000.000,629000.000,614000.000,605000.000,650000.000,623000.000,623000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,3000.000,4000.000,3000.000,4000.000,79000.000,,,,22000.000,,,,629000.000,,,,623000.000,
