,2011-09-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeTaxExpenseBenefit,0.000,-147000.000,-213000.000,4135000.000,0.000,26000.000,0.000,0.000,0.000,-4000.000,0.000,11000.000,2000.000,-5000.000,0.000,-1000.000,0.000,-164000.000,3000.000
IncomeTaxReconciliationTaxCreditsResearch,,,94000.000,,,,,,,,,,,,,,,,
IncomeTaxesPaid,,,0.000,,,,7000.000,,,,0.000,,,,0.000,,,,18000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-765000.000,,,,46000.000,,,,-197000.000,,,,63000.000,,,,110000.000
IncreaseDecreaseInAccountsReceivable,,,-129000.000,,,,534000.000,,,,-114000.000,,,,-62000.000,,,,-318000.000
IncreaseDecreaseInInventories,,,-111000.000,,,,-342000.000,,,,-168000.000,,,,4000.000,,,,412000.000
IncreaseDecreaseInOtherOperatingAssets,,,210000.000,,,,-90000.000,,,,36000.000,,,,69000.000,,,,95000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,,642.000,,13018.000
InterestExpense,41000.000,23000.000,19000.000,10000.000,4000.000,,,,,,,,,,,,,,6000.000
InterestIncomeExpenseNet,,,,,,,-8000.000,-8000.000,-5000.000,-5000.000,-5000.000,-4000.000,-16000.000,-7000.000,-6000.000,-7000.000,-7000.000,,
InterestPaid,,,11000.000,,,,10000.000,,,,5000.000,,,,20000.000,,,,
ManufacturingCosts,6930000.000,5514000.000,4996000.000,5177000.000,4731000.000,4470000.000,4535000.000,4485000.000,3849000.000,3816000.000,3605000.000,3683000.000,3209000.000,3366000.000,3257000.000,3459000.000,3353000.000,3789000.000,3558000.000
NetCashProvidedByUsedInFinancingActivities,,,75000.000,,,,214000.000,,,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,75000.000,,,,214000.000,,,,0.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-140000.000,,,,-760000.000,,,,-256000.000,,,,-48000.000,,,,-1008000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-140000.000,,,,-760000.000,,,,-256000.000,,,,-48000.000,,,,-1008000.000
NetCashProvidedByUsedInOperatingActivities,,,-736000.000,,,,-540000.000,,,,112000.000,,,,71000.000,,,,219000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-736000.000,,,,-540000.000,,,,112000.000,,,,71000.000,,,,219000.000
NetIncomeLoss,91000.000,-314000.000,-83000.000,-4964000.000,-1199000.000,-1973000.000,-809000.000,-1269000.000,-492000.000,-255000.000,-178000.000,-201000.000,-195000.000,-137000.000,-126000.000,16000.000,32000.000,226000.000,111000.000
NonoperatingIncomeExpense,-31000.000,-5000.000,-18000.000,-11000.000,-18000.000,-60000.000,5000.000,9000.000,-83000.000,69000.000,-17000.000,143000.000,-39000.000,-2000.000,36000.000,-11000.000,60000.000,59000.000,6000.000
OperatingIncomeLoss,122000.000,-456000.000,-278000.000,-818000.000,-1181000.000,-1887000.000,-814000.000,-1278000.000,-409000.000,-328000.000,-161000.000,-333000.000,-154000.000,-140000.000,-162000.000,26000.000,-28000.000,3000.000,108000.000
OtherComprehensiveIncomeLossNetOfTax,,,6000.000,,,,-4000.000,7000.000,-7000.000,3000.000,13000.000,-14000.000,-4000.000,1000.000,-3000.000,-3000.000,38000.000,-75000.000,21000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,0.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,3000.000,6000.000,6000.000,6000.000,-1000.000,-4000.000,7000.000,-7000.000,3000.000,13000.000,-14000.000,-4000.000,1000.000,-3000.000,-3000.000,6000.000,-43000.000,21000.000
OtherNonoperatingIncomeExpense,10000.000,18000.000,1000.000,-1000.000,-14000.000,-50000.000,13000.000,17000.000,-78000.000,74000.000,-12000.000,147000.000,-23000.000,5000.000,42000.000,-4000.000,67000.000,61000.000,12000.000
PaymentsToAcquireAvailableForSaleSecuritiesEquity,,,,,,,,,,,,,,,,,,,1002000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,,,748000.000,,,,0.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,140000.000,,,,12000.000,,,,256000.000,,,,48000.000,,,,6000.000
RepaymentsOfLongTermDebt,,,58000.000,,,,0.000,,,,,,,,,,,,
RepaymentsOfNotesPayable,,,-133000.000,,,,-214000.000,,,,0.000,,,,,,,,
RestructuringCharges,,,,,,,,397000.000,47000.000,,,0.000,0.000,,,,,,
RestructuringReserveSettledWithCash,,,,,,,-48000.000,,,,,,,,,,,,
Revenues,,,,,,,,,,,,,,,,1459000.000,1349000.000,,
SalesRevenueGoodsNet,9629000.000,7307000.000,7398000.000,6965000.000,6098000.000,5740000.000,6131000.000,5850000.000,5581000.000,5451000.000,5404000.000,5471000.000,4796000.000,5042000.000,4756000.000,5231000.000,5128000.000,5776000.000,5624000.000
SalesRevenueNet,,,,,,,,,,,,,,,,1459000.000,1349000.000,,
ShareBasedCompensation,,,110000.000,,,,90000.000,,,,13000.000,,,,-16000.000,,,,7000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000,,,,,,,,0.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,32000.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,,,1.030,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,4.150,,,,,,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,8125.000,,,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,2609334.000,,,,,,,,,,,,,,,,2665831.000,,2688484.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,2593760.000,2598144.000,2602329.000,2595385.000,-5200496.000,2594784.000,2594743.000,2594730.000,-5188269.000,2616485.000,2637719.000,2652779.000,-5266180.000,2665434.000,2665434.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,2609334.000,,,,,,,,,,,,,,,,2665189.000,,2675466.000
