,2011-06-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2013-07-05,2013-10-04,2014-04-04,2014-07-04,2014-10-03
PaymentsToAcquirePropertyPlantAndEquipment,,150000.000,,,,,,537000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,-1790000.000,,,,,,,,
ProceedsFromShortTermDebt,,150000.000,,,,,,,,
ProvisionForDoubtfulAccounts,,84000.000,,,,,,1094000.000,,
RelatedPartiesAmountInCostOfSales,76862000.000,118302000.000,126799000.000,134552000.000,157899000.000,175197000.000,182256000.000,194182000.000,217234000.000,226806000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,8348000.000,9633000.000,10640000.000,11335000.000,12086000.000,12176000.000,12058000.000,12948000.000,13490000.000,13489000.000
RepaymentsOfLongTermDebt,,457000.000,,,,,,1373000.000,,
RevenueFromRelatedParties,,,,,,,,20000.000,20000.000,20000.000
Revenues,,,,,,,,218410000.000,246107000.000,260285000.000
SalesRevenueNet,,,,,,,,218410000.000,246107000.000,260285000.000
SalesRevenueServicesNet,90311000.000,162517000.000,144078000.000,153484000.000,179716000.000,199195000.000,208957000.000,218390000.000,246087000.000,260265000.000
SellingGeneralAndAdministrativeExpense,3851000.000,6764000.000,6811000.000,7267000.000,6150000.000,6660000.000,7660000.000,9162000.000,9533000.000,8995000.000
ShareBasedCompensation,55000.000,38000.000,45000.000,,,179000.000,531000.000,1234000.000,1192000.000,1192000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,38000.000,,,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,444000.000,,,
VariableInterestEntityOwnershipPercentage,,,,,,,,0.800,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,1668000.000,5578000.000,,5768000.000,4144000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,103237000.000,103381.000,128898000.000,-109074381.000,158422000.000,162896000.000,158015000.000,163783000.000,162159000.000
WeightedAverageNumberOfSharesOutstandingBasic,,102981000.000,103381.000,128898000.000,-108818381.000,156754000.000,157318000.000,158015000.000,158015000.000,158015000.000
