,2011-06-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2013-07-05,2013-10-04,2014-04-04,2014-07-04,2014-10-03
AmortizationOfFinancingCosts,,10000.000,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,227000.000,241000.000,576000.000,700000.000,700000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,34000.000,,,
BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,,,12000.000,,,32000.000,,380000.000,381000.000,21000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,28000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,147000.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,-3058000.000,376000.000,2428000.000
CostOfRevenue,,,,,,,,194337000.000,217204000.000,227587000.000
DeconsolidationRevaluationOfRetainedInvestmentGainOrLossAmount,,,537000.000,,,,,,,
DepreciationAndAmortization,643000.000,505000.000,505000.000,458000.000,464000.000,363000.000,466000.000,1144000.000,880000.000,896000.000
DepreciationDepletionAndAmortization,,495000.000,,,,,,1144000.000,,
EarningsPerShareBasic,,0.010,-0.030,-0.020,0.010,0.010,0.030,0.020,0.000,0.020
EarningsPerShareBasicAndDiluted,0.000,,,,,,,,,
EarningsPerShareDiluted,,0.010,-0.030,-0.020,0.010,0.010,0.030,0.020,0.000,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,16000.000,,
GainLossOnInvestments,,,,,,,,-522000.000,-538000.000,
GrossProfit,13173000.000,19805000.000,15877000.000,18081000.000,21004000.000,23026000.000,25917000.000,24073000.000,28903000.000,32698000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,-3029000.000,427000.000,2733000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-267000.000,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,1956000.000,4284000.000,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,-522000.000,,-360000.000
IncomeTaxExpenseBenefit,24000.000,,,,,,,18000.000,97000.000,301000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-2416000.000,,,,,,724000.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,71000.000,,
IncreaseDecreaseInOperatingAssets,,,,,,,,-71000.000,,
IncreaseDecreaseInOtherOperatingAssets,,60000.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,-30000.000,,,,,,260000.000,,
IncreaseDecreaseInReceivables,,-93000.000,,,,,,7580000.000,,
InterestExpense,588000.000,998000.000,1159000.000,886000.000,1059000.000,1407000.000,927000.000,980000.000,1316000.000,3091000.000
InterestExpenseDebt,,,,,,,,83000.000,,
InterestExpenseRelatedParty,,356000.000,338000.000,86000.000,145000.000,422000.000,464000.000,691000.000,941000.000,1241000.000
InterestPaid,,,,,,,,892000.000,,
InvestmentIncomeInterest,,,,212000.000,,,,,,
LaborAndRelatedExpense,,,,411898000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,1878000.000,,,,,,6736000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1878000.000,,,,,,6736000.000,,
NetCashProvidedByUsedInInvestingActivities,,-150000.000,,,,,,-9027000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-150000.000,,,,,,-9027000.000,,
NetCashProvidedByUsedInOperatingActivities,,-1700000.000,,,,,,2422000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1700000.000,,,,,,2422000.000,,
NetIncomeLoss,-291000.000,1152000.000,-3050000.000,-2494000.000,1018000.000,2027000.000,4397000.000,-3047000.000,330000.000,2432000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,-71000.000,-113000.000,,,
OperatingIncomeLoss,331000.000,2903000.000,-2078000.000,-979000.000,2303000.000,3827000.000,5733000.000,-415000.000,3808000.000,8126000.000
OtherAmortizationOfDeferredCharges,,,,,,,,17000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,-11000.000,46000.000,-4000.000
OtherCostOfServices,276000.000,24410000.000,1402000.000,851000.000,813000.000,972000.000,784000.000,155000.000,-30000.000,781000.000
OtherNonoperatingExpense,10000.000,397000.000,,,,,,,,
OtherNonoperatingIncomeExpense,,,,-543000.000,,-10000.000,-24000.000,-41000.000,-205000.000,-680000.000
OtherOperatingIncome,,,1000.000,,,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,6000000.000,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,,2490000.000,,
