,2013-12-31,2014-12-31,2015-12-31,2016-12-31
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,1645000.000,202000.000,-949000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-81107000.000,-94737000.000,-93770000.000
IncomeTaxReconciliationOtherAdjustments,,,,666000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,395000.000,259000.000,360000.000
IncomeTaxesPaidNet,,196000.000,290000.000,435000.000
IncreaseDecreaseInAccountsPayable,,7248000.000,21842000.000,-2978000.000
IncreaseDecreaseInAccountsReceivable,,21866000.000,14421000.000,24338000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,18019000.000,12702000.000
IncreaseDecreaseInDeferredRevenue,,20589000.000,14971000.000,24613000.000
IncreaseDecreaseInInventories,,6926000.000,-18591000.000,11827000.000
IncreaseDecreaseInMarketableSecuritiesRestricted,,,,1011000.000
IncreaseDecreaseInOtherOperatingAssets,,,-160000.000,-368000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-746000.000,-1450000.000,5165000.000
IncreaseDecreaseInRestrictedCash,,-14375000.000,-14214000.000,0.000
IncreaseDecreaseInRestructuringReserve,,,,-2797000.000
InterestExpense,,147511000.000,161339000.000,197965000.000
InterestIncomeExpenseNet,,1455000.000,,
InterestIncomeExpenseNonoperatingNet,,-144277000.000,-170081000.000,-204788000.000
InterestPaid,,137908000.000,145647000.000,189170000.000
InvestmentIncomeInterest,,,90000.000,432000.000
LeaseAndRentalExpense,,,,15954000.000
LossContingencyLossInPeriod,,7800000.000,,
NetCashProvidedByUsedInFinancingActivities,,95057000.000,284400000.000,422280000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,95057000.000,284400000.000,422280000.000
NetCashProvidedByUsedInInvestingActivities,,-349270000.000,-35615000.000,-15147000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-349270000.000,-35615000.000,-15147000.000
NetCashProvidedByUsedInOperatingActivities,,3349000.000,-255307000.000,-365706000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,3349000.000,-255307000.000,-365706000.000
NetIncomeLoss,,-238660000.000,-279107000.000,-275957000.000
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,,,,12000.000
OperatingCostsAndExpenses,,202769000.000,228315000.000,264865000.000
OperatingIncomeLoss,-54880000.000,-93869000.000,-108675000.000,-71102000.000
OperatingLeasesRentExpenseNet,,11000000.000,15100000.000,
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToNoncontrollingInterest,,249993000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-11333000.000,-13293000.000,2482000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,-11333000.000,-13293000.000,3493000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,1011000.000
OtherCostAndExpenseOperating,555788000.000,,,
OtherNonoperatingIncomeExpense,,1779000.000,-8832000.000,-7255000.000
PaymentsForProceedsFromProductiveAssets,,,208000.000,0.000
PaymentsForRestructuring,,,1514000.000,2798000.000
PaymentsOfDividends,,50000000.000,,0.000
PaymentsOfFinancingCosts,,,,9036000.000
PaymentsToAcquireBusinessesGross,,2277000.000,,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,18500000.000,,0.000
PaymentsToAcquireIntangibleAssets,,9649000.000,1363000.000,1385000.000
PaymentsToAcquireLongtermInvestments,,3000000.000,,0.000
PaymentsToAcquireManagementContractRights,,321855000.000,24740000.000,5243000.000
PaymentsToAcquireMarketableSecurities,,60000000.000,,
PaymentsToAcquireOtherInvestments,,3000000.000,,
PaymentsToAcquireOtherProductiveAssets,,2162000.000,208000.000,
PaymentsToAcquireShortTermInvestments,,60000000.000,,0.000
ProceedsFromContributedCapital,,,,100407000.000
ProceedsFromContributionsFromParent,,32300000.000,,100407000.000
ProceedsFromDivestitureOfBusinesses,148871000.000,148871000.000,,
ProceedsFromInsuranceSettlementInvestingActivities,,,2984000.000,0.000
ProceedsFromIssuanceOfDebt,,102000000.000,,
ProceedsFromLinesOfCredit,,20000000.000,271000000.000,57000000.000
ProceedsFromNotesPayable,,102000000.000,296250000.000,604000000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,60069000.000,,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,60069000.000,,0.000
ProceedsFromSaleOfNotesReceivable,,22699000.000,,0.000
ProceedsFromSaleOfProductiveAssets,,964000.000,480000.000,3123000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,964000.000,480000.000,3123000.000
ProfitLoss,,-238660000.000,-279107000.000,-275957000.000
ProvisionForDoubtfulAccounts,,15656000.000,14924000.000,19624000.000
QuantifyingMisstatementInCurrentYearFinancialStatementsAmount,,,2000000.000,
RepaymentsOfLinesOfCredit,,,271000000.000,77000000.000
RepaymentsOfLongTermCapitalLeaseObligations,,6300000.000,6414000.000,8315000.000
RepaymentsOfSecuredDebt,,,,235535000.000
RestructuringCostsAndAssetImpairmentCharges,,,59197000.000,1013000.000
RestructuringReserveSettledWithoutCash1,,,53408000.000,-710000.000
RestructuringSettlementAndImpairmentProvisions,,,,1013000.000
Revenues,500908000.000,563677000.000,653721000.000,757907000.000
SalesRevenueNet,500908000.000,563677000.000,653721000.000,757907000.000
SalesRevenueServicesGross,,21980000.000,22700000.000,22855000.000
SellingExpense,,107370000.000,122948000.000,131421000.000
ShareBasedCompensation,,1936000.000,3121000.000,3868000.000
WriteOffOfDeferredDebtIssuanceCost,3451000.000,3500000.000,,695000.000
