,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,,151300000.000,134800000.000,116900000.000
AdjustmentForLongTermIntercompanyTransactionsNetOfTax,,,9400000.000,2100000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,1936000.000,3121000.000,3868000.000
AdvertisingExpense,23038000.000,23600000.000,25100000.000,33000000.000
AllocatedShareBasedCompensationExpense,,1935000.000,3121000.000,3868000.000
AmortizationOfFinancingCosts,8843000.000,9251000.000,9844000.000,10447000.000
AmortizationOfIntangibleAssets,,143578000.000,125451000.000,108178000.000
AssetImpairmentCharges,,,53200000.000,
CapitalExpendituresIncurredButNotYetPaid,,,161000.000,2345000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-251098000.000,-8248000.000,40961000.000
ComprehensiveIncomeNetOfTax,,-249993000.000,-292400000.000,-272464000.000
ContractRevenueCost,,321855000.000,,
ContractsRevenue,,,624989000.000,724478000.000
CostsAndExpenses,,657546000.000,762396000.000,829009000.000
CurrentFederalTaxExpenseBenefit,,,,0.000
CurrentForeignTaxExpenseBenefit,,,-1000.000,95000.000
CurrentIncomeTaxExpenseBenefit,,779000.000,391000.000,640000.000
CurrentStateAndLocalTaxExpenseBenefit,,779000.000,392000.000,545000.000
DebtIssuanceCosts,,,,9337000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,425000.000,,,
DeferredFederalIncomeTaxExpenseBenefit,,-925000.000,,0.000
DeferredForeignIncomeTaxExpenseBenefit,,841000.000,-40000.000,-573000.000
DeferredIncomeTaxExpenseBenefit,,-265000.000,-40000.000,-573000.000
DeferredIncomeTaxesAndTaxCredits,,-265000.000,-41000.000,-478000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-181000.000,,0.000
DepreciationAndAmortization,,19016000.000,26279000.000,25488000.000
DepreciationDepletionAndAmortization,,221324000.000,244724000.000,288542000.000
DividendsCash,,50000000.000,,
EffectOfExchangeRateOnCash,,-234000.000,-1726000.000,-466000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,0.000,,,
GainLossOnDispositionOfAssets1,,-662000.000,54000.000,33000.000
GainLossOnSaleOfOtherAssets,-9855000.000,-9855000.000,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,-3116000.000,,0.000
GainsLossesOnExtinguishmentOfDebt,,,,-10085000.000
GeneralAndAdministrativeExpense,,126083000.000,107212000.000,143168000.000
GoodwillImpairmentLoss,,,2300000.000,
GoodwillPurchaseAccountingAdjustments,2079000.000,,,
GoodwillTranslationAdjustments,-2228000.000,-2702000.000,-4836000.000,817000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,43792000.000,,,
ImpairmentOfIntangibleAssetsFinitelived,,,2900000.000,2900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-238146000.000,-278756000.000,-275890000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-238660000.000,,
IncomeTaxExpenseBenefit,,514000.000,351000.000,67000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,77320000.000,92647000.000,92072000.000
