,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
InvestmentIncomeInterest,,,,,-1379.000,-3883.000,,-8469.000,-9059.000,-118308.000,-115755.000,-1969.000,-23171.000,-36270.000
LeaseAndRentalExpense,,,,,,,,465000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,2584.000,,,,473438.000,,,,6616.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,2584.000,,,,473438.000,,,,6616.000,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,0.000,,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,0.000,,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-22.000,,-4231.000,,,,-473548.000,,,,-6650.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-22.000,,-4231.000,,,,-473548.000,,,,-6650.000,,
NetIncomeLoss,72531.000,4495.000,2743.000,13745.000,-351627.000,-266338.000,-193921.000,-938001.000,-1218321.000,-371757.000,-84400.000,-60146.000,,
NonoperatingIncomeExpense,200000.000,,-922.000,-1334.000,-1379.000,-3883.000,-7318.000,-8469.000,-9059.000,-118308.000,-115755.000,-1969.000,-206625.000,1462.000
OilAndGasRevenue,50242.000,73774.000,73482.000,75936.000,0.000,0.000,-75936.000,0.000,,,,,,
OperatingCostsAndExpenses,171562.000,60296.000,56242.000,52977.000,,,,,,,,,,
OperatingExpenses,177711.000,69279.000,69817.000,60857.000,467269.000,262455.000,133626.000,929532.000,1209262.000,253449.000,-496355.000,58177.000,147786.000,108067.000
OperatingIncomeLoss,-127469.000,4495.000,3665.000,15079.000,-467269.000,-262455.000,-209562.000,-929532.000,-1209262.000,-253449.000,496355.000,-58177.000,-147786.000,-108067.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,0.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,0.000,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,468200.000,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,6595.000,,,,6616.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,2584.000,,,,,,,,,,
ProfessionalAndContractServicesExpense,,,,,,,,436786.000,1184617.000,199963.000,-81279.000,,163270.000,84746.000
ProfessionalFees,0.000,7726.000,12700.000,5500.000,55506.000,55506.000,44338.000,22017.000,14248.000,38582.000,3198.000,7500.000,13683.000,23766.000
RepaymentsOfRelatedPartyDebt,,,,,,,,1357.000,,,,,,
Revenues,50242.000,73774.000,73482.000,75936.000,0.000,0.000,-75936.000,0.000,0.000,,,,,
RoyaltyRevenue,,,,,,,,,,,,744939.000,,
SalesRevenueNet,50242.000,73774.000,73482.000,75936.000,0.000,0.000,-75936.000,0.000,0.000,,,,,
StockOptionPlanExpense,,,,,,,,373740.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,101088543.000,101088543.000,101088543.000,101483923.000,-201968028.000,106088543.000,110158821.000,128042368.000,-343859483.000,17916527.000,23480825.000,23867638.000
WeightedAverageNumberOfSharesOutstandingBasic,45622812.000,,,,,,,,,,,,,
