,2011-06-30,2011-09-30
ContractRevenueCost,652536.000,1047036.000
ContractsRevenue,1004095.000,1008520.000
DepreciationAndAmortization,5931.000,5947.000
EarningsPerShareBasicAndDiluted,0.000,0.000
GrossProfit,351559.000,-38516.000
InterestExpense,5641.000,6363.000
LeaseAndRentalExpense,23621.000,27157.000
MarketingExpense,33914.000,8705.000
NetIncomeLoss,-87108.000,-356927.000
NonoperatingIncomeExpense,-5641.000,-6363.000
OperatingExpenses,433026.000,312048.000
OperatingIncomeLoss,-81467.000,-350564.000
SalariesAndWages,159461.000,123266.000
SellingGeneralAndAdministrativeExpense,210099.000,146973.000
