,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-761092.000,,,,47396.000
Depreciation,18707.000,,,,20931.000
DividendsPreferredStock,,,,,49382.000
EarningsPerShareBasicAndDiluted,-0.002,-0.002,-0.003,-0.011,-0.001
GeneralAndAdministrativeExpense,307458.000,443119.000,516792.000,1322555.000,274345.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-36801.000,,,,16168.000
IncreaseDecreaseInAccountsReceivable,4625.000,,,,18316.000
IncreaseDecreaseInOtherCurrentAssets,12000.000,,,,
IncreaseDecreaseInOtherOperatingAssets,350.000,,,,-250.000
InterestExpense,,,,,1301.000
InterestIncomeExpenseNonoperatingNet,-199352.000,-171888.000,-320397.000,,
InterestPaid,2616.000,,,,
NetCashProvidedByUsedInFinancingActivities,-222582.000,,,,352490.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-222582.000,,,,352490.000
NetCashProvidedByUsedInInvestingActivities,-155234.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-155234.000,,,,
NetCashProvidedByUsedInOperatingActivities,-383276.000,,,,-305094.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-383276.000,,,,-305094.000
NetIncomeLoss,-501170.000,-614225.000,-836368.000,-1837628.000,-350411.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,-399793.000
OperatingExpenses,,,,,385066.000
OperatingIncomeLoss,-301818.000,-442337.000,-515971.000,-1858950.000,-349110.000
OtherNoncashExpense,149363.000,,,,1301.000
PaymentsToAcquirePropertyPlantAndEquipment,155234.000,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,239500.000
RepaymentsOfDebt,222582.000,,,,
SalesRevenueServicesNet,5640.000,782.000,821.000,21439.000,35956.000
SellingExpense,,,,,110721.000
ShareBasedCompensation,,,,,24983.000
StockIssuedDuringPeriodValueNewIssues,,,,,239500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,261097234.000,261097234.000,,272203802.000
