,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,26200.000,90700.000,185800.000,217800.000,447800.000
AccruedLiabilitiesCurrent,17100.000,11800.000,9000.000,23600.000,24100.000,10800.000,1700.000,4300.000,3100.000,13200.000,8900.000,19000.000,6200.000,8700.000,9900.000,12700.000,5600.000,13100.000,11300.000,17200.000,12500.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,251700.000,212600.000,13100.000,10400.000,7300.000,-3300.000,-17000.000,-19800.000,-14900.000,-10100.000,-6000.000,-8200.000,-9100.000,-6600.000,6800.000,5300.000,3800.000,2400.000,1500.000,1100.000,600.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,2715000.000,2754500.000,2911300.000,2948400.000,2985500.000,3022600.000,2972300.000,3012700.000,3053100.000,3093500.000,2849400.000,2891700.000,2933900.000,2976200.000,4105700.000,4164400.000,4223100.000,4281800.000,4340600.000,4376600.000,4412700.000
Assets,7696900.000,7418900.000,5119700.000,4842000.000,4604000.000,4456700.000,4060300.000,3984100.000,3907400.000,3781800.000,3434400.000,3442400.000,3449500.000,3262400.000,3907200.000,3800500.000,3673000.000,1985900.000,2000900.000,1963200.000,2089500.000
AssetsCurrent,832500.000,782100.000,613000.000,461300.000,347500.000,314900.000,344400.000,386700.000,424700.000,421800.000,373000.000,394000.000,416100.000,244600.000,245300.000,210600.000,152300.000,148700.000,103800.000,66300.000,80600.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,62915900.000,,,,63281400.000,,,,63769700.000,,,,65586600.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,3702900.000,,,,3052900.000,,,,3649700.000,,,,1832800.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,1526600.000,,,,1526600.000,,,,1526600.000,,,,1526600.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,65092200.000,,,,64807700.000,,,,65892800.000,,,,65892800.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,74400.000,76200.000,80500.000,68600.000,19000.000,,15200.000,36000.000,38100.000,0.000,43500.000,,,0.000,,0.000,0.000,0.000,0.000,,
DerivativeAssetFairValueNet,,,,,,15800.000,16200.000,,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,24300.000,9600.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,24300.000,9600.000
DerivativeFairValueOfDerivativeNet,,,,,,,16200.000,11300.000,10700.000,11300.000,10100.000,8500.000,7500.000,9700.000,26800.000,28700.000,22500.000,23800.000,31400.000,,
DueFromRelatedPartiesCurrent,758100.000,705900.000,532500.000,392700.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,266500.000,209400.000,106400.000,81500.000,,,,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,8008300.000,,,,1147600.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,2860400.000,,,,168400.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,5147900.000,,,,979200.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,975700.000,,,,23700.000,,
GeneralPartnersCapitalAccount,1992900.000,1938000.000,1376700.000,1305900.000,1250000.000,1227400.000,948800.000,927700.000,898300.000,847500.000,816700.000,811600.000,808100.000,730700.000,525200.000,458500.000,382700.000,-439600.000,-489400.000,-526000.000,-568300.000
LiabilitiesAndStockholdersEquity,7696900.000,7418900.000,5119700.000,4842000.000,4604000.000,4456700.000,4060300.000,3984100.000,3907400.000,3781800.000,3434400.000,3442400.000,3449500.000,3262400.000,3907200.000,3800500.000,3673000.000,1985900.000,2000900.000,1963200.000,2089500.000
LiabilitiesCurrent,17100.000,11800.000,9000.000,23600.000,24100.000,10800.000,1700.000,4300.000,3100.000,13200.000,8900.000,19000.000,6200.000,11600.000,19200.000,22400.000,41800.000,114200.000,211600.000,244700.000,466800.000
LiabilitiesFairValueDisclosureNonrecurring,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,,
LimitedPartnersCapitalAccount,2720200.000,2502000.000,809600.000,553700.000,337100.000,199200.000,151500.000,54000.000,-40100.000,-172700.000,-249900.000,-285200.000,-301400.000,-459500.000,-760400.000,-858100.000,-983800.000,-1975600.000,-2063400.000,-2133200.000,-2222300.000
LimitedPartnersCapitalAccountUnitsOutstanding,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400,5227.400
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,,,,,62507700.000,62595000.000,,63031800.000,63144400.000,63267500.000,63281400.000,63293200.000,63307000.000,63320900.000,63769700.000,63841400.000,63905900.000,65586600.000,65586600.000,65586600.000,65586600.000
OilAndGasPropertySuccessfulEffortMethodNet,6597900.000,6427400.000,4400300.000,4299200.000,4200400.000,4113100.000,3702900.000,3587000.000,3474400.000,3351200.000,3052900.000,3041100.000,3027300.000,3011200.000,3649700.000,3578000.000,3513500.000,1832800.000,1832800.000,1832800.000,1832800.000
PartnersCapital,4964800.000,4652600.000,2199400.000,1870000.000,1594400.000,1423300.000,1083300.000,961900.000,843300.000,664700.000,560800.000,518200.000,497600.000,264600.000,-228400.000,-394300.000,-597300.000,-2412800.000,-2551300.000,-2658100.000,-2790000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,,,,,66708100.000,66708100.000,,,,66618700.000,66334300.000,66334300.000,66334300.000,66332100.000,67419400.000,67419400.000,67419400.000,67419400.000,67419400.000,67419400.000,67419400.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,,,205900.000,213400.000,256500.000,297900.000,349300.000,397800.000,313000.000,383300.000,395900.000,205500.000,187500.000,131400.000,72700.000,65000.000,72400.000,42000.000,71000.000
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,,,,,,,,,,1884700.000,,,,144700.000,,
UnbilledReceivablesCurrent,,,,,163400.000,174700.000,219600.000,224100.000,273500.000,242500.000,222900.000,251300.000,260500.000,222900.000,168500.000,118100.000,72700.000,65000.000,72400.000,,
