,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-583464.000,1052906.000,-3638790.000,228923.000,-739801.000,-323176.000
GeneralAndAdministrativeExpense,103985.000,145480.000,126168.000,105035.000,122754.000,212439.000
IncomeLossFromEquityMethodInvestments,820440.000,2581396.000,6548180.000,3170953.000,6416089.000,402562.000
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,2962809.000,2735602.000,2114273.000,2484936.000,1407777.000
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,-1097632.000,-608158.000,-550248.000,-432684.000,-433030.000
IncomeTaxReconciliationNondeductibleExpenseOther,,9322887.000,10744835.000,11474758.000,9102061.000,5890488.000
IncomeTaxReconciliationOtherAdjustments,,-1864492.000,-4286063.000,-6305813.000,-6236798.000,-733778.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,-32982.000
IncreaseDecreaseInDueToAffiliates,-370629.000,-518358.000,-5043215.000,-2008044.000,-1507699.000,25641.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-82800.000,2500.000,-9012.000,5000.000,32494.000,
IncreaseDecreaseInOtherOperatingAssets,-61538.000,13575.000,-2200.000,50000.000,-52200.000,0.000
InterestIncomeOperating,26922.000,20309.000,10441.000,4073.000,8297.000,2969.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,0.010,0.010,0.010,0.010,0.010
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,0.990,0.990,0.990,0.990,0.990
NetCashProvidedByUsedInFinancingActivities,-261830.000,0.000,-4462881.000,0.000,-5491995.000,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-261830.000,0.000,-4462881.000,0.000,-5491995.000,0.000
NetCashProvidedByUsedInInvestingActivities,818656.000,2539971.000,6607094.000,2856845.000,6721378.000,352554.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,818656.000,2539971.000,6607094.000,2856845.000,6721378.000,352554.000
NetCashProvidedByUsedInOperatingActivities,-1140290.000,-1487065.000,-5783003.000,-2627922.000,-1969184.000,-675730.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1140290.000,-1487065.000,-5783003.000,-2627922.000,-1969184.000,-675730.000
NetIncomeLoss,72041.000,1623764.000,5815204.000,2596075.000,5869910.000,-265827.000
NetIncomeLossAllocatedToGeneralPartners,720.000,16238.000,58152.000,25961.000,58699.000,-2658.000
NetIncomeLossAllocatedToLimitedPartners,71321.000,1607526.000,5757052.000,2570114.000,5811211.000,-263169.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.000,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,0.260,0.120,0.270,-0.010
OperatingExpenses,,,,614476.000,615224.000,698363.000
OtherIncome,30350.000,75693.000,131602.000,35525.000,60748.000,27005.000
PartnersCapitalAccountDistributions,-261830.000,0.000,4462881.000,,5491995.000,
PaymentForManagementFee,,,,2709730.000,1338394.000,354420.000
ProceedsFromSaleOfEquityMethodInvestments,818656.000,2539971.000,6607094.000,2856845.000,6721378.000,352554.000
ProfessionalFees,160346.000,165859.000,182269.000,148554.000,243551.000,152076.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,107439.000,76787.000,65867.000,88356.000,94453.000
RepaymentsOfRelatedPartyDebt,,,,,0.000,
Revenues,57272.000,96002.000,142043.000,39598.000,69045.000,29974.000
SalesRevenueNet,26922.000,20309.000,10441.000,4073.000,8297.000,2969.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,,21990368.000,21984831.000,21970014.000,21928277.000,21887847.000
