,2011-06-30,2011-09-29,2011-12-29,2012-03-29,2012-06-28,2012-09-27,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,202422000.000,158561000.000,204602000.000,195938000.000,195119000.000,147600000.000,200116000.000,256845000.000,189767000.000,268163000.000,223984000.000,258690000.000,181727000.000,262635000.000,210326000.000,268891000.000,212195000.000,313025000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,46251000.000,,,,47988000.000,,,,53924000.000
AccruedBonusesCurrent,,,,,,,,,,36916000.000,,,,16771000.000,,,,19584000.000
AccruedRentCurrent,,,,,,,,,,19241000.000,,,,14399000.000,,,,20763000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,228235000.000,,,,394008000.000,,,,578687000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-9735000.000,-21076000.000,-5885000.000,-20203000.000,-14209000.000,-1627000.000,13698000.000,17072000.000,6784000.000,24204000.000,26019000.000,26177000.000,24737000.000,12844000.000,4228000.000,3108000.000,1146000.000,2804000.000
AdditionalPaidInCapitalCommonStock,552446000.000,553273000.000,443845000.000,444336000.000,444827000.000,801811000.000,801811000.000,801811000.000,801811000.000,1163593000.000,1169950000.000,1171261000.000,1169665000.000,1174886000.000,1180625000.000,1182064000.000,1184263000.000,1185366000.000
AllowanceForDoubtfulAccountsReceivable,,,,2018000.000,,,,,,,,,,,,,,
Assets,3772298000.000,3712519000.000,3610797000.000,3637992000.000,3560626000.000,4168226000.000,4227655000.000,4349076000.000,4326866000.000,5046724000.000,4813028000.000,4709687000.000,4612989000.000,4763797000.000,4662794000.000,4739363000.000,4667109000.000,5109989000.000
AssetsCurrent,452547000.000,446312000.000,376910000.000,403753000.000,338193000.000,264900000.000,267412000.000,286685000.000,249847000.000,841380000.000,599343000.000,472766000.000,367219000.000,507688000.000,385778000.000,460474000.000,345824000.000,412423000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,5390000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,4431000.000,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,1834000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,,,,,,,,,,10442000.000,,,,14429000.000,,,,12900000.000
BankAcceptancesExecutedAndOutstanding,,,,,,,,,,52093000.000,,,,43692000.000,,,,42751000.000
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,,,,14381000.000
CapitalLeaseObligations,,,,,,,,,,85902000.000,,,,80645000.000,,,,74898000.000
CapitalLeasedAssetsGross,,,,,,,,,,,,,,14381000.000,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,,,,11304000.000,,,,9966000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,,3077000.000,,,,4415000.000
CapitalizedComputerSoftwareNet,,,,,,,,,,39237000.000,,,,38619000.000,,,,41378000.000
CashAndCashEquivalentsAtCarryingValue,314625000.000,324789000.000,213520000.000,272337000.000,202052000.000,156674000.000,104233000.000,134164000.000,128485000.000,544311000.000,351134000.000,233162000.000,153455000.000,216155000.000,142753000.000,177396000.000,95995000.000,209306000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,1.000,1.000,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesIssued,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,101290000.000,,,,,,,,
DebtInstrumentUnamortizedPremium,,,,,,,,,,101290000.000,,,,47623000.000,,,,1619000.000
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,7841000.000,,,,13129000.000,,,,31453000.000
DeferredRentCredit,,,,,,,,,,,,,,-18056000.000,-5519000.000,-12220000.000,,
DeferredRentCreditNoncurrent,,,,,,,,,,55272000.000,,,,120184000.000,,,,206265000.000
DeferredRevenueCurrent,151413000.000,147840000.000,205805000.000,174355000.000,165604000.000,118332000.000,148645000.000,142240000.000,136407000.000,202833000.000,169881000.000,159944000.000,150065000.000,213882000.000,183374000.000,176806000.000,167938000.000,221679000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,564000.000,,,,50000.000,,,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,,,,,,,158000.000,,,,
DeferredTaxAssetsDeferredIncome,,,,,,,,,,154155000.000,,,,154583000.000,,,,179133000.000
DeferredTaxAssetsGross,,,,,,,,,,630582000.000,,,,635937000.000,,,,615532000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,206921000.000,,,,181782000.000,,,,126198000.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,,,,108635000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,,,62926000.000,125903000.000
DeferredTaxAssetsNet,,,,,,,,,,630582000.000,,,,635147000.000,,,,615023000.000
DeferredTaxAssetsNetCurrent,,,,,,,,,,110097000.000,111827000.000,93396000.000,90091000.000,107938000.000,107938000.000,107938000.000,108635000.000,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,96824000.000,96824000.000,96824000.000,96824000.000,73817000.000,75799000.000,51417000.000,62926000.000,125903000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,214770000.000,,,,228302000.000,,,,183961000.000
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,19545000.000,,,,21802000.000,,,,17520000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,,,,29290000.000,,,,33581000.000,,,,38183000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,33156000.000,,,,31430000.000,,,,28390000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,790000.000,,,,509000.000
DeferredTaxLiabilities,,,,,,,,,,423661000.000,,,,453392000.000,,,,489120000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,,,89761000.000,,,,101725000.000,,,,121495000.000
DeferredTaxLiabilitiesInvestments,,,,,,,,,,227718000.000,,,,233005000.000,,,,230568000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,102669000.000,,,,113456000.000,,,,131793000.000
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,3552000.000,3552000.000,,,,,,,,,,,,
DividendsPayableAmountPerShare,,,,,,,,,,,,,,,0.200,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,87000.000,149000.000,225000000.000,41000.000,196000.000,107000.000,165000.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,2628000.000,2897000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,3921000.000,,,,,,3693000.000,2522000.000,5197000.000,,4383000.000,2889000.000,2144000.000,20000.000
EquityMethodInvestmentSummarizedFinancialInformationAssets,,,,,,,,,,2073192000.000,,,,1906390000.000,,,,1958692000.000
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,,,,,,,,,,356453000.000,,,,255269000.000,,,,276337000.000
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,,,,,,,,219150000.000,,,,202392000.000,,,,219378000.000
EquityMethodInvestmentSummarizedFinancialInformationEquity,,,,,,,,,,-80067000.000,,,,-31866000.000,,,,64739000.000
EquityMethodInvestmentSummarizedFinancialInformationLiabilities,,,,,,,,,,2153259000.000,,,,1938256000.000,,,,1893953000.000
EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity,,,,,,,,,,2073192000.000,,,,1906390000.000,,,,1958692000.000
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,,,,,,,,1716739000.000,,,,1651121000.000,,,,1682355000.000
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,,,,,,,,1934109000.000,,,,1735864000.000,,,,1674575000.000
EquityMethodInvestments,,,,,,,,,,327910000.000,,,,332440000.000,,,,419672000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,886000.000,,,,11967000.000,,,,20376000.000,,,,25795000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,14258000.000,,,,8783000.000,,,,8365000.000,,,,8738000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,11122000.000,,,,7132000.000,,,,6187000.000,,,,7000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,11794000.000,,,,7401000.000,,,,7131000.000,,,,7177000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,12948000.000,,,,7516000.000,,,,7400000.000,,,,8352000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,14128000.000,,,,8372000.000,,,,7516000.000,,,,8621000.000
FiniteLivedIntangibleAssetsGross,,,,,,135800000.000,,,,141886000.000,,,,141491000.000,,,,150571000.000
Goodwill,1923667000.000,1923667000.000,1923667000.000,1923667000.000,1923667000.000,2160678000.000,2251784000.000,2296374000.000,2296374000.000,2291943000.000,2291943000.000,2291943000.000,2291943000.000,2291943000.000,2291943000.000,2291943000.000,2291943000.000,2408834000.000
IncentiveFromLessor,,,,,,,,,,18635000.000,,,,16047000.000,,,,13408000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,,,,,,,,10200000.000
IncomeTaxesReceivable,,,,,,,,,,3871000.000,,,,3029000.000,,,,570000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,104400000.000,,,,104400000.000,,,,104400000.000,,,,112600000.000
IndefiniteLivedTrademarks,,,,,,104400000.000,,,,104400000.000,,,,104400000.000,,,,104400000.000
IntangibleAssetsNetExcludingGoodwill,146048000.000,142602000.000,139156000.000,135024000.000,132057000.000,239314000.000,241119000.000,238830000.000,236553000.000,234319000.000,232118000.000,229917000.000,227716000.000,225515000.000,223314000.000,221112000.000,219017000.000,237376000.000
InterestPayableCurrent,,,,,,,,,,9783000.000,,,,13649000.000,,,,12050000.000
Liabilities,3417107000.000,3378065000.000,3443357000.000,3483652000.000,3381617000.000,3411085000.000,3456754000.000,3521545000.000,3476158000.000,3537785000.000,3300425000.000,3183798000.000,3102336000.000,3249574000.000,3164947000.000,3216909000.000,3151862000.000,3570018000.000
LiabilitiesAndStockholdersEquity,3772298000.000,3712519000.000,3610797000.000,3637992000.000,3560626000.000,4168226000.000,4227655000.000,4349076000.000,4326866000.000,5046724000.000,4813028000.000,4709687000.000,4612989000.000,4763797000.000,4662794000.000,4739363000.000,4667109000.000,5109989000.000
LiabilitiesCurrent,497143000.000,469868000.000,545970000.000,581473000.000,490243000.000,422106000.000,511289000.000,551145000.000,508166000.000,657996000.000,553808000.000,583090000.000,503327000.000,636377000.000,554060000.000,616916000.000,558273000.000,712154000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,3851000.000,,,,,,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,43569000.000,,,,,,,,,,,,,
LongTermDebt,,,,,,,,,,1977521000.000,,,,1792423000.000,,,,1936180000.000
LongTermDebtCurrent,,,,,,,,,,,,,,,,,9399000.000,10195000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,1931826000.000,,,,1706849000.000,,,,1811594000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,9139000.000,,,,15914000.000,,,,10195000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,9139000.000,,,,18407000.000,,,,83806000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,9139000.000,,,,17713000.000,,,,10195000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,9139000.000,,,,17067000.000,,,,10195000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,9139000.000,,,,16473000.000,,,,10195000.000
LongTermDebtNoncurrent,2094727000.000,2095047000.000,2093747000.000,2087495000.000,2086002000.000,2077957000.000,2065544000.000,2073037000.000,2067905000.000,2069672000.000,1932130000.000,1783736000.000,1780270000.000,1775132000.000,1771628000.000,1748920000.000,1746996000.000,1924366000.000
MinorityInterestOwnershipPercentageByParent,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NoncurrentAssets,,,,,,,,,,4205344000.000,,,,4256109000.000,,,,4697566000.000
OffMarketLeaseUnfavorable,,,,,,,,,,194233000.000,,,,165073000.000,,,,140440000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,3654826000.000,,,,3493404000.000,,,,3877238000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,428108000.000,,,,419273000.000,,,,451830000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,360704000.000,,,,328409000.000,,,,350342000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,403552000.000,,,,366120000.000,,,,382343000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,420230000.000,,,,408851000.000,,,,418384000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,435906000.000,,,,428133000.000,,,,451787000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,1606326000.000,,,,1542618000.000,,,,1822552000.000
OtherAccruedLiabilitiesCurrent,133516000.000,154014000.000,126183000.000,149334000.000,114878000.000,145402000.000,148078000.000,137693000.000,167455000.000,170920000.000,135742000.000,141509000.000,148391000.000,136262000.000,136459000.000,153604000.000,160337000.000,158664000.000
OtherAssetsCurrent,93423000.000,90687000.000,89851000.000,87866000.000,89499000.000,80815000.000,103334000.000,76794000.000,73467000.000,80824000.000,83066000.000,82658000.000,80735000.000,84343000.000,86767000.000,93291000.000,84400000.000,97608000.000
OtherAssetsMiscellaneousCurrent,,,,,,,,,,9891000.000,,,,15265000.000,,,,18041000.000
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,,6341000.000,,,,7687000.000,,,,7813000.000
OtherAssetsNoncurrent,305934000.000,277804000.000,272010000.000,291851000.000,299638000.000,443627000.000,357213000.000,389390000.000,388518000.000,402504000.000,400766000.000,410629000.000,415251000.000,417604000.000,419100000.000,436201000.000,433873000.000,523525000.000
OtherIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,,,8200000.000
OtherLiabilitiesCurrent,,,,,,,,,,19831000.000,,,,14853000.000,,,,23129000.000
OtherLiabilitiesNoncurrent,431370000.000,421053000.000,413504000.000,426829000.000,376131000.000,531586000.000,424113000.000,447066000.000,455258000.000,370946000.000,378837000.000,387049000.000,394584000.000,419717000.000,419610000.000,437402000.000,438944000.000,462626000.000
OtherSundryLiabilitiesNoncurrent,,,,,,,,,,14346000.000,,,,14524000.000,,,,11687000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,,,,,,766000.000,,,,781000.000,,,,152000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,,,,,,,,30177000.000,,,,48436000.000,,,,42196000.000
PrepaidRent,,,,,,,,,,37839000.000,,,,39021000.000,,,,41805000.000
PropertyPlantAndEquipmentGrossExcludingCapitalLeasedAssets,,,,,,,,,,1407989000.000,,,,1629934000.000,,,,1970649000.000
PropertyPlantAndEquipmentNet,944102000.000,922134000.000,899054000.000,883697000.000,865237000.000,1059707000.000,1110127000.000,1137797000.000,1155574000.000,1179754000.000,1192034000.000,1207608000.000,1214036000.000,1247230000.000,1266860000.000,1278216000.000,1313526000.000,1401928000.000
PropertyPlantAndEquipmentNetExcludingCapitalLeasedAssets,,,,,,,,,,1179754000.000,,,,1235926000.000,,,,1391962000.000
RealEstateInvestmentPropertyNet,,,,,,,,,,10733000.000,,,,11300000.000,,,,10309000.000
ReceivablesNetCurrent,44499000.000,30836000.000,73539000.000,43550000.000,42211000.000,27411000.000,59845000.000,75727000.000,47895000.000,106148000.000,53316000.000,63550000.000,42938000.000,99252000.000,48320000.000,81849000.000,56794000.000,105509000.000
RestructuringReserve,,,,,63246000.000,63146000.000,58863000.000,57190000.000,56509000.000,55163000.000,53617000.000,59209000.000,55878000.000,52835000.000,49499000.000,48415000.000,45554000.000,42973000.000
RestructuringReserveCurrent,,,,,,,,,,,,8308000.000,7913000.000,,7588000.000,7679000.000,7483000.000,
RestructuringReserveNoncurrent,,,,,,,,,,,,50901000.000,47965000.000,,41911000.000,40736000.000,38071000.000,
RetailRelatedInventoryMerchandise,,,,,,,,,,10645000.000,,,,10516000.000,,,,13992000.000
RetainedEarningsAccumulatedDeficit,-187520000.000,-197743000.000,-270520000.000,-269793000.000,-251609000.000,-43043000.000,-44608000.000,8648000.000,42113000.000,321142000.000,316634000.000,328451000.000,316251000.000,326493000.000,312994000.000,337282000.000,329838000.000,351801000.000
SelfInsuranceReserve,,,,,,,,,,16549000.000,,,,17197000.000,,,,19973000.000
StockholdersEquity,,334454000.000,167440000.000,154340000.000,179009000.000,757141000.000,770901000.000,827531000.000,850708000.000,1508939000.000,1512603000.000,1525889000.000,1510653000.000,1514223000.000,1497847000.000,1522454000.000,1515247000.000,1539971000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,355191000.000,334454000.000,167440000.000,154340000.000,179009000.000,757141000.000,770901000.000,827531000.000,850708000.000,1508939000.000,1512603000.000,1525889000.000,1510653000.000,1514223000.000,1497847000.000,1522454000.000,1515247000.000,1539971000.000
UnrecognizedTaxBenefits,,,,,,,,,,27400000.000,,,,30500000.000,,,,30100000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,,,,0.000,,,,,,,,
