,2013-03-31
EarningsPerShareBasic,-0.000
GeneralAndAdministrativeExpense,1000.000
IncreaseDecreaseInAccountsPayable,500.000
NetCashProvidedByUsedInFinancingActivities,500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,500.000
NetCashProvidedByUsedInOperatingActivities,-500.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-500.000
NetIncomeLoss,-1000.000
OperatingExpenses,1000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,500.000
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000
