,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,19704.000,11359.000,13707.000,6865.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,424038.000,424038.000,759994.000,759994.000
AdditionalPaidInCapitalCommonStock,2920866.000,2920866.000,2920866.000,2920866.000
Assets,249161593.000,248966885.000,253158228.000,251788256.000
AvailableForSaleSecurities,8078680.000,8054300.000,9076990.000,8049200.000
CashAndCashEquivalentsAtCarryingValue,23380998.000,28704732.000,36631717.000,42118778.000
CashAndDueFromBanks,20063114.000,21687732.000,27613717.000,33099778.000
CashCashEquivalentsAndFederalFundsSold,,,36631717.000,42118778.000
CommonStockParOrStatedValuePerShare,10.000,10.000,10.000,10.000
CommonStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockSharesIssued,779512.000,779512.000,779512.000,779512.000
CommonStockSharesOutstanding,779512.000,779512.000,779512.000,779512.000
CommonStockValue,7795120.000,7795120.000,7795120.000,7795120.000
DeferredTaxAssetsNet,2362487.000,2367923.000,1678922.000,1683379.000
Deposits,196106130.000,197148217.000,203195268.000,204234584.000
DepositsMoneyMarketDeposits,,,13095200.000,13791537.000
DepositsSavingsDeposits,,,50736832.000,50930723.000
FederalFundsSold,3317884.000,7017000.000,9018000.000,9019000.000
FederalHomeLoanBankAdvancesLongTerm,22000000.000,21000000.000,20000000.000,19000000.000
ForeclosedAssets,5083586.000,4332400.000,4122400.000,3705473.000
HeldToMaturitySecurities,506847.000,505486.000,4303.000,1013192.000
HeldToMaturitySecuritiesFairValue,515050.000,509367.000,4370.000,1014750.000
InterestBearingDepositLiabilities,156972565.000,158333002.000,,
InterestPayableCurrentAndNoncurrent,381405.000,268887.000,345359.000,338364.000
InterestReceivable,1030932.000,1042394.000,1087971.000,759681.000
Liabilities,222356197.000,222600200.000,228344307.000,227470780.000
LiabilitiesAndStockholdersEquity,249161593.000,248966885.000,253158228.000,251788256.000
LoansAndLeasesReceivableAllowance,3490415.000,4220634.000,4295541.000,4861379.000
LoansAndLeasesReceivableNetReportedAmount,198309155.000,193363630.000,188876206.000,182385906.000
NoninterestBearingDepositLiabilities,39133565.000,38815215.000,42207291.000,41176800.000
OtherAssets,1619941.000,1991682.000,3343543.000,3808913.000
OtherLiabilities,1412487.000,1510202.000,1886780.000,1988164.000
PropertyPlantAndEquipmentNet,6315747.000,6278056.000,6186844.000,6128152.000
RetainedEarningsAccumulatedDeficit,16493744.000,16063378.000,14844222.000,14354619.000
SecuritiesSoldUnderAgreementsToRepurchase,2456175.000,2672894.000,2916900.000,1909668.000
StockholdersEquity,26805396.000,26366685.000,24813921.000,24317476.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,26805396.000,26366685.000,24813921.000,24317476.000
