,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsNotesAndLoansReceivableNetCurrent,69524000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,23081000.000,31853000.000,23951000.000,22584000.000,19214000.000,29676000.000,24679000.000,24854000.000,23078000.000,30724000.000,26106000.000,23194000.000,26581000.000,27972000.000,26293000.000,22878000.000,21426000.000,28550000.000,21092000.000,24919000.000,21657000.000,27628000.000,26436000.000,30284000.000,31946000.000,33777000.000
AccountsReceivableNetCurrent,,71457000.000,71715000.000,61687000.000,63790000.000,73784000.000,78748000.000,68920000.000,68194000.000,79015000.000,80902000.000,72849000.000,75307000.000,86156000.000,87755000.000,77854000.000,76523000.000,88267000.000,90782000.000,79864000.000,86012000.000,96959000.000,99113000.000,88490000.000,85178000.000,101229000.000
AccruedInsuranceCurrent,19918000.000,20580000.000,20801000.000,21844000.000,20430000.000,22244000.000,22503000.000,24164000.000,24929000.000,26392000.000,26551000.000,25631000.000,26654000.000,24212000.000,25024000.000,24204000.000,24888000.000,27347000.000,31192000.000,24874000.000,32639000.000,25636000.000,26544000.000,26201000.000,26938000.000,27118000.000
AccruedInsuranceNoncurrent,25969000.000,26830000.000,27462000.000,27516000.000,30203000.000,28185000.000,29145000.000,31283000.000,31740000.000,28575000.000,28094000.000,28245000.000,28625000.000,31340000.000,30472000.000,30946000.000,31231000.000,28210000.000,21866000.000,30402000.000,24993000.000,31333000.000,32443000.000,32023000.000,32327000.000,35023000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,125667000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-31803000.000,-32131000.000,-33548000.000,-48090000.000,-47460000.000,-48293000.000,-46954000.000,-56967000.000,-57744000.000,-59079000.000,-58218000.000,-31771000.000,-30237000.000,-27531000.000,-34220000.000,-65488000.000,-72637000.000,-71709000.000,-80428000.000,-71178000.000,-61286000.000,-63799000.000,-66756000.000,-70075000.000,-66068000.000,-63686000.000
AdditionalPaidInCapitalCommonStock,26398000.000,28252000.000,34537000.000,36554000.000,37539000.000,40055000.000,42563000.000,45156000.000,45646000.000,48218000.000,50964000.000,53765000.000,53993000.000,57338000.000,60016000.000,62839000.000,61681000.000,63465000.000,66806000.000,69762000.000,68471000.000,71643000.000,74289000.000,77452000.000,73022000.000,75939000.000
AllowanceForDoubtfulAccountsReceivable,,,,3000000.000,,,,3250000.000,,,,3200000.000,,,,3150000.000,,,,3288000.000,,,,3157000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,7159000.000,6137000.000,6359000.000,6738000.000,5111000.000,6262000.000,8602000.000,8211000.000,6132000.000,6426000.000,8137000.000,9078000.000,8602000.000,7893000.000,10071000.000,10944000.000,10049000.000,9969000.000,10470000.000,10348000.000,9386000.000,10369000.000,11779000.000,11443000.000,9118000.000,9073000.000
