,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,11475000.000,10540000.000,10537000.000,8186000.000,11356000.000,11163000.000,9827000.000,9969000.000,18342000.000,49345000.000,-27262000.000,56025000.000,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,0.200,-0.110,,0.170
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,0.200,-0.110,,0.170
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.170,0.150,0.150,0.120,0.160,0.160,0.130,0.130,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,18057000.000,754000.000,0.000,0.000,0.000,0.000,,0.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,0.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,0.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.000,0.000,0.270,0.010,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromEquityMethodInvestments,32000.000,34000.000,35000.000,28000.000,42000.000,34000.000,59000.000,23000.000,136000.000,312000.000,340000.000,6802000.000,1910000.000
IncomeTaxExpenseBenefit,52000.000,23000.000,11000.000,-6000.000,22000.000,11000.000,8000.000,7000.000,19000.000,224000.000,462000.000,734000.000,422000.000
IncomeTaxesPaid,2000.000,,,,-2000.000,,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,-40000.000,,,,548000.000
IncreaseDecreaseInRestrictedCash,-1784000.000,,,,-1067000.000,,,,29847000.000,,,,34216000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,,1878445.000,,,0.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,,,,,,481836.000,,,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,273920.000,0.000,,136881.000
InterestExpense,6426000.000,7471000.000,7105000.000,7265000.000,7401000.000,7317000.000,7200000.000,7351000.000,8339000.000,22679000.000,23001000.000,34013000.000,19725000.000
InterestExpenseRelatedParty,2017000.000,,,,,,,,,,,,
InterestPaid,5663000.000,,,,7225000.000,,,,7585000.000,,,,14351000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,0.950,,,,0.950,,,,0.960,,,,
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,,,,,,,,,,,,0.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,,,,,44331000.000
NetCashProvidedByUsedInFinancingActivities,-18790000.000,,,,-356000.000,,,,-9271000.000,,,,-34060000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-18790000.000,,,,-356000.000,,,,-9271000.000,,,,-34060000.000
NetCashProvidedByUsedInInvestingActivities,992000.000,,,,-9175000.000,,,,-6296000.000,,,,67286000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,992000.000,,,,-9175000.000,,,,-6296000.000,,,,67286000.000
NetCashProvidedByUsedInOperatingActivities,11875000.000,,,,8864000.000,,,,9246000.000,,,,57438000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,11875000.000,,,,8864000.000,,,,9246000.000,,,,57438000.000
NetIncomeLoss,,,,,,,,,,48476000.000,-25030000.000,,42040000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,869000.000,-2232000.000,,180000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,46830000.000,-26653000.000,,40397000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,,47793000.000,-26653000.000,,40378000.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.170,0.150,0.420,0.130,0.160,0.160,0.130,0.130,0.220,,,,
NonoperatingIncomeExpense,801000.000,795000.000,924000.000,407000.000,14000.000,23000.000,1000.000,493000.000,0.000,3553000.000,3080000.000,6410000.000,2621000.000
OperatingLeasesIncomeStatementLeaseRevenue,27847000.000,27552000.000,27206000.000,26850000.000,29480000.000,29771000.000,28336000.000,30260000.000,31934000.000,101647000.000,98952000.000,165532000.000,88654000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,-956000.000,2637000.000,,1292000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,-956000.000,2637000.000,,1292000.000
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,,,,,,,,,,73000.000,50000.000,,71000.000
PartnersCapitalAccountDistributions,13543000.000,,,,14358000.000,,,,16493000.000,,,,
PartnersCapitalAccountRedemptions,1962000.000,,,,,,,,,,,,
PartnersCapitalAccountUnitsRedeemed,170193.000,,,,,,,,,,,,
PaymentsForCapitalImprovements,,,,,775000.000,,,,228000.000,,,,3330000.000
PaymentsForConstructionInProcess,,,,,8062000.000,,,,5745000.000,,,,42298000.000
PaymentsForProceedsFromDepositsOnRealEstateAcquisitions,,,,,,,,,,,,,-12229000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,,,0.000
PaymentsOfCapitalDistribution,13575000.000,,,,6623000.000,,,,9617000.000,,,,
PaymentsOfDividends,,,,,,,,,,,,,42836000.000
PaymentsOfFinancingCosts,,,,,632000.000,,,,79000.000,,,,11000.000
PaymentsToAcquireEquityMethodInvestments,,,,,,,,,,,,,1293000.000
PaymentsToAcquireLeaseReceivables,724000.000,,,,87000.000,,,,469000.000,,,,1671000.000
PaymentsToAcquireLoansReceivable,,,,,69000.000,,,,0.000,,,,
PaymentsToAcquireProductiveAssets,529000.000,,,,,,,,,,,,
PaymentsToAcquireRealEstate,,,,,,,,,,,,,48250000.000
PaymentsToAcquireRealEstateHeldForInvestment,,,,,1249000.000,,,,0.000,,,,
PaymentsToMinorityShareholders,,,,,,,,,,,,,1040000.000
ProceedsFromCollectionOfNotesReceivable,341000.000,,,,0.000,,,,,,,,88794000.000
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,120000.000,,,,0.000,,,,176000.000,,,,371000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,16168000.000
ProceedsFromNotesPayable,,,,,29193000.000,,,,0.000,,,,0.000
ProceedsFromRepaymentsOfRelatedPartyDebt,-2911000.000,,,,15015000.000,,,,787000.000,,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,,,,,,,,,,,,1572000.000
ProceedsFromSaleOfEquityMethodInvestments,,,,,,,,,,,,,6127000.000
ProceedsFromSaleOfPropertyHeldForSale,,,,,,,,,29817000.000,,,,
ProceedsFromSaleOfRealEstateHeldforinvestment,,,,,,,,,30050000.000,,,,90823000.000
ProfitLoss,11475000.000,10540000.000,28594000.000,,11356000.000,11163000.000,9827000.000,,18342000.000,49345000.000,-27262000.000,56025000.000,42220000.000
RealEstateRevenueNet,29988000.000,29820000.000,29325000.000,29000000.000,31959000.000,32301000.000,30762000.000,32979000.000,34439000.000,109577000.000,106331000.000,179149000.000,96099000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,271000.000,,,,289000.000,,,,204000.000,,,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,2130000.000,,,,2062000.000,,,,2125000.000,,,,
RepaymentsOfDebt,,,,,,,,,0.000,,,,0.000
RepaymentsOfRelatedPartyDebt,,,,,8250000.000,,,,0.000,,,,
RepaymentsOfSecuredDebt,,,,,,,,,,,,,7913000.000
TenantReimbursements,2141000.000,2268000.000,2119000.000,2150000.000,2479000.000,2530000.000,2426000.000,2719000.000,2505000.000,7930000.000,7379000.000,13617000.000,7445000.000
TreasuryStockSharesAcquired,,,,,,,,,,,,,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,239046004.000,234207396.000,,241088049.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,68110509.000,68110509.000,68138463.000,-135600748.000,70682266.000,70723662.000,74449266.000,-143239399.000,83241396.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,232592998.000,234207396.000,,237179526.000
