,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,-875000.000,-103000.000,299000.000,302000.000,82000.000,
AdjustmentsToAdditionalPaidInCapitalOther,-322000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,-222000.000,-258000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,606000.000,435000.000,418000.000,1783000.000,1716000.000,3178000.000
AmortizationOfIntangibleAssets,,981000.000,977000.000,977000.000,1127000.000,1436000.000
AssetImpairmentCharges,3613000.000,432000.000,,,,
AssetRetirementObligationAccretionExpense,384000.000,419000.000,454000.000,478000.000,336000.000,360000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,451000.000,
AssetRetirementObligationRevisionOfEstimate,22000.000,-20000.000,,1582000.000,-424000.000,-103000.000
CapitalExpendituresIncurredButNotYetPaid,19384000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,14652000.000,36368000.000,-51212000.000,-2007000.000,,
CashDividendsPaidToParentCompany,,43018000.000,91693000.000,44261000.000,46188000.000,77779000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-1827000.000,-4278000.000,,1178000.000,316000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-30795000.000,-13896000.000,505000.000,-596000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,24687000.000,64561000.000,-2502000.000,-13295000.000,-14000000.000,-155000.000
CommonStockDividendsPerShareCashPaid,1.190,1.190,,,,
CommonStockDividendsPerShareDeclared,,,1.190,1.210,1.230,1.250
ComprehensiveIncomeNetOfTax,-18162000.000,-6226000.000,53522000.000,54788000.000,60110000.000,62419000.000
ConstructionRevenue,,,149902000.000,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,646696000.000,417138000.000,283260000.000,308069000.000,295032000.000,295222000.000
CostOfPurchasedPower,43451000.000,49184000.000,52006000.000,65848000.000,78150000.000,63226000.000
CostsAndExpenses,1025561000.000,777212000.000,796462000.000,699731000.000,670590000.000,692440000.000
CurrentFederalTaxExpenseBenefit,-8084000.000,-7198000.000,146000.000,124000.000,211000.000,1070000.000
CurrentStateAndLocalTaxExpenseBenefit,-1700000.000,-1402000.000,37000.000,5000.000,1000.000,1211000.000
DeferredFederalIncomeTaxExpenseBenefit,16338000.000,15878000.000,18310000.000,21044000.000,23050000.000,23586000.000
DeferredIncomeTaxExpenseBenefit,13292000.000,11459000.000,15902000.000,28204000.000,26027000.000,19124000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,4509000.000,3161000.000,3122000.000,4347000.000,6763000.000,2589000.000
DefinedContributionPlanCostRecognized,3386000.000,2553000.000,3042000.000,3171000.000,3602000.000,3877000.000
DepreciationDepletionAndAmortization,70000000.000,59764000.000,59885000.000,58074000.000,60363000.000,73445000.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,50000.000,272000.000,479000.000,539000.000,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,14525000.000,-5216000.000,216000.000,,11690000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,8674000.000,-5531000.000,210000.000,,7160000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,354000.000,-6603000.000,481000.000,6445000.000,-5404000.000,284000.000
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,39391000.000,32107000.000,,5605000.000,1000000.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-11370000.000,-14667000.000,15000.000,3952000.000,2991000.000,138000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,223000.000,6231000.000,9000.000,3952000.000,-1539000.000,138000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,5851000.000,315000.000,6000.000,,4530000.000,
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,-17444000.000,-21213000.000,,0.000,0.000,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,53000.000,175000.000,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,165074000.000,233528000.000,2005000.000,140002000.000,,-422000.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,-56255000.000,-53789000.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,165654000.000,233059000.000,2016000.000,149860000.000,24623000.000,
DividendsCommonStockCash,42895000.000,43018000.000,43132000.000,44261000.000,46223000.000,48244000.000
DividendsPreferredStockCash,735000.000,736000.000,427000.000,,,
EarningsPerShareBasic,-0.400,-0.170,1.390,1.580,1.580,1.620
EarningsPerShareDiluted,-0.400,-0.170,1.390,1.570,1.580,1.610
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,-324000.000,,,,,
EffectiveIncomeTaxRateContinuingOperations,0.412,0.704,0.210,0.262,0.293,0.245
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
ElectricUtilityRevenue,342505000.000,350679000.000,373459000.000,407629000.000,407039000.000,427349000.000
ElectricalGenerationRevenue,14518000.000,12951000.000,14846000.000,11160000.000,2499000.000,
EmployeeStockOwnershipPlanESOPCashContributionsToESOP,760000.000,735000.000,705000.000,696000.000,674000.000,647000.000
FiniteLivedIntangibleAssetsAmortizationExpense,956000.000,,,,,
ForeignCurrencyTransactionGainLossRealized,-21000.000,,,,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,156000.000,,,,,
FutureAmortizationExpenseYearFive,945000.000,,,,,
FutureAmortizationExpenseYearFour,977000.000,,,,,
FutureAmortizationExpenseYearOne,981000.000,,,,,
FutureAmortizationExpenseYearThree,977000.000,,,,,
FutureAmortizationExpenseYearTwo,977000.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,-13106000.000,-10252000.000,,,
GoodwillPeriodIncreaseDecrease,,-147000.000,,,8244000.000,-2160000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,56835000.000,53320000.000,,5605000.000,1000000.000,
IncomeLossFromContinuingOperations,17120000.000,38968000.000,50174000.000,56883000.000,58589000.000,62037000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-7547000.000,-13426000.000,63924000.000,78232000.000,83998000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,41101000.000,63717000.000,73440000.000,80231000.000,82118000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-14979000.000,-4381000.000,499000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,19207000.000,41101000.000,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.460,1.060,1.370,1.560,1.560,1.610
IncomeLossFromContinuingOperationsPerDilutedShare,0.450,1.050,1.370,1.550,1.560,1.600
IncomeLossFromDiscontinuedOperationsNetOfTax,-30363000.000,-44241000.000,691000.000,840000.000,756000.000,284000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.860,-1.230,0.020,0.020,0.020,0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.850,-1.220,0.020,0.020,0.020,0.010
IncomeTaxCreditsAndAdjustments,-2386000.000,-2091000.000,-1925000.000,-1904000.000,-1878000.000,-1657000.000
IncomeTaxExpenseBenefit,2087000.000,2133000.000,13543000.000,16557000.000,21642000.000,20081000.000
IncomeTaxExpenseBenefitContinuingOperations,,2133000.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,3712000.000,,,,,
IncomeTaxReconciliationDeductionsDividends,677000.000,656000.000,632000.000,622000.000,560000.000,537000.000
IncomeTaxReconciliationDeductionsMedicarePrescriptionDrugBenefitSubsidy,599000.000,584000.000,,,,
IncomeTaxReconciliationDeductionsOther,388000.000,585000.000,856000.000,354000.000,167000.000,680000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,1026000.000,,482000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,1422000.000,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,6722000.000,14385000.000,22301000.000,25704000.000,28081000.000,28741000.000
IncomeTaxReconciliationNondeductibleExpense,278000.000,-416000.000,177000.000,588000.000,-705000.000,-1231000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,877000.000,-849000.000,1667000.000,1993000.000,4945000.000,2848000.000
IncomeTaxReconciliationTaxCreditsInvestment,855000.000,720000.000,597000.000,597000.000,571000.000,350000.000
IncomeTaxReconciliationTaxCreditsOther,996000.000,891000.000,863000.000,849000.000,850000.000,850000.000
IncomeTaxesPaidNet,-257000.000,-353000.000,-453000.000,145000.000,7322000.000,-1291000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-657000.000,30056000.000,11321000.000,10296000.000,-15150000.000,11941000.000
IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction,861000.000,1168000.000,1823000.000,1543000.000,1303000.000,857000.000
IncreaseDecreaseInInventories,5974000.000,687000.000,3345000.000,12577000.000,-1960000.000,-1874000.000
IncreaseDecreaseInOtherCurrentAssets,,-7019000.000,,,,
IncreaseDecreaseInOtherOperatingAssets,-3565000.000,,4216000.000,579000.000,210000.000,2541000.000
IncreaseDecreaseInOutstandingChecksFinancingActivities,-8463000.000,,,1236000.000,2857000.000,
IncreaseDecreaseInReceivables,22398000.000,-2430000.000,-8335000.000,4647000.000,1746000.000,944000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,330.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,100194.000,118644.000
InterestAndDebtExpense,35818000.000,31905000.000,26978000.000,29648000.000,31160000.000,31886000.000
InterestPaid,34434000.000,,,,,
InterestPaidNet,,30741000.000,26789000.000,26364000.000,30512000.000,31269000.000
NetCashProvidedByUsedInFinancingActivities,-95503000.000,-112356000.000,-49020000.000,50864000.000,38430000.000,-4062000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-93676000.000,-108078000.000,-49020000.000,49686000.000,38114000.000,-4062000.000
NetCashProvidedByUsedInInvestingActivities,5423000.000,-83577000.000,-149197000.000,-164496000.000,-155970000.000,-159324000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-71092000.000,-111910000.000,-162544000.000,-163900000.000,-193602000.000,-159324000.000
NetCashProvidedByUsedInOperatingActivities,104383000.000,233547000.000,147781000.000,112474000.000,117540000.000,163386000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,79696000.000,168986000.000,150283000.000,125769000.000,131540000.000,163541000.000
NetIncomeLoss,-13243000.000,-5273000.000,50865000.000,57723000.000,59345000.000,62321000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-14301000.000,-6009000.000,50352000.000,57723000.000,59345000.000,
NonoperatingIncomeExpense,2736000.000,4085000.000,4096000.000,3557000.000,2177000.000,2905000.000
OperatingIncomeLoss,52289000.000,82027000.000,96851000.000,99531000.000,109214000.000,111099000.000
OperatingLeasesRentExpenseNet,13563000.000,11858000.000,11114000.000,10165000.000,6447000.000,7565000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostCreditRecognizedInNetPeriodicBenefitCostBeforeTax,239000.000,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,-73000.000,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,101000.000,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-868000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,1054000.000,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,1686000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,579000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,703000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,303000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-3978000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,6068000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,-1787000.000,,,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,555000.000,192000.000,821000.000,628000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,,-376000.000,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-68000.000,-21000.000,-34000.000,-11000.000
OtherComprehensiveIncomeLossNetOfTax,,,2657000.000,-2935000.000,765000.000,98000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-4919000.000,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,-953000.000,2657000.000,-2935000.000,765000.000,98000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,-2725000.000,2914000.000,-799000.000,-109000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,-2133000.000,3986000.000,-5048000.000,510000.000,-445000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,-1816000.000,1942000.000,-532000.000,-74000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-121000.000,154000.000,-77000.000,-14000.000,-49000.000,-14000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-48000.000,53000.000,-36000.000,-12000.000,-18000.000,-6000.000
OtherCostAndExpenseOperating,66731000.000,52621000.000,51930000.000,45981000.000,40021000.000,40264000.000
