,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,180000.000,180000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7760000.000,,
ChemicalsRevenue,139627000.000,139120000.000,130986000.000,123878000.000,100149000.000
ComprehensiveIncomeNetOfTax,,,-210250000.000,-8862000.000,-2419000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,69355000.000,5303000.000,-362000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-279605000.000,-3559000.000,-2781000.000
CostOfChemicals,123866000.000,126178000.000,119785000.000,109959000.000,88073000.000
CostOfRealEstateSales,124000.000,175000.000,189000.000,345000.000,
CostsAndExpenses,177114000.000,187075000.000,411214000.000,137298000.000,108294000.000
DepreciationDepletionAndAmortization,,,4451000.000,,
EarningsPerShareBasicAndDiluted,-0.700,-0.360,-3.830,-1.160,-1.030
EffectOfExchangeRateOnCashAndCashEquivalents,,,1865000.000,,
ForeignCurrencyTransactionGainBeforeTax,,19876000.000,,14268000.000,5813000.000
ForeignCurrencyTransactionGainLossBeforeTax,-3362000.000,,,,
ForeignCurrencyTransactionLossBeforeTax,,,8683000.000,,
GainLossOnDispositionOfAssets,61000.000,19000.000,,,
GainLossOnInvestments,,,31000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,-9000.000,48000.000,-1720000.000
ImpairmentOfInvestments,16923000.000,33600000.000,260400000.000,,
IncomeLossFromContinuingOperations,-48596000.000,-20372000.000,-284341000.000,2101000.000,-3073000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,2689000.000,-427000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-34427000.000,-21664000.000,-278006000.000,2689000.000,-427000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.700,-0.360,-3.830,-1.160,-0.950
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,-221000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,-0.080
IncomeLossFromEquityMethodInvestments,-2000.000,89000.000,149000.000,177000.000,332000.000
IncomeTaxExpenseBenefit,14169000.000,-1292000.000,6335000.000,588000.000,501000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,3565000.000,,
IncreaseDecreaseInAccountsReceivable,,,2974000.000,,
IncreaseDecreaseInInventories,,,-7025000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,3307000.000,,
InterestExpense,12960000.000,9766000.000,8412000.000,12136000.000,7844000.000
InvestmentIncomeInterest,916000.000,903000.000,1095000.000,455000.000,943000.000
MarketableSecuritiesGainLoss,8000.000,276000.000,31000.000,-45000.000,37000.000
MarketingExpense,2780000.000,2575000.000,2508000.000,2622000.000,2105000.000
NetCashProvidedByUsedInFinancingActivities,,,-2777000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2777000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-246000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-246000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-6602000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-6602000.000,,
NetIncomeLoss,-39343000.000,-20234000.000,-214971000.000,-3246000.000,-2901000.000
NetIncomeLossAttributableToNoncontrollingInterest,-9253000.000,-138000.000,-69370000.000,5347000.000,-393000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-6276000.000,611000.000
OtherComprehensiveIncomeLossNetOfTax,,,,-5660000.000,513000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,4736000.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,-616000.000,98000.000
OtherComprehensiveIncomeOtherNetOfTax,,,-13000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-8000.000,,
OtherIncome,,,206000.000,230000.000,65000.000
PaymentsToAcquireMarketableSecurities,,,74000.000,,
PaymentsToAcquireProductiveAssets,,,2874000.000,,
ProceedsFromSaleAndCollectionOfReceivables,,,1728000.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,212000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,103000.000,,
ProfitLoss,-48596000.000,-20372000.000,-284341000.000,2101000.000,-3294000.000
RealEstateRevenueNet,62000.000,71000.000,86000.000,74000.000,
ReorganizationItems,,,,,2145000.000
RepaymentsOfNotesPayable,,,2777000.000,,
Revenues,142687000.000,165411000.000,133208000.000,139987000.000,107867000.000
SalesRevenueNet,142687000.000,165411000.000,133002000.000,139757000.000,107802000.000
SellingGeneralAndAdministrativeExpense,17099000.000,14781000.000,11228000.000,12191000.000,8552000.000
ShareBasedCompensation,,,126000.000,,
TranslationAdjustmentFunctionalToReportingCurrencyLossGainOnReclassifiedOfEarningsNetOfTax,,,-8683000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,2807000.000,2807000.000
