,2012-03-31,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1568238.000,1654302.000,1656717.000,1745472.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,3053179.000,,3069925.000
AccountsPayableTradeCurrentAndNoncurrent,,889272.000,,815393.000
AccountsReceivableNetCurrent,86883.000,30000.000,3263.000,3263.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,6000.000,,6000.000
AccruedPayrollTaxesCurrent,1467641.000,1398877.000,1369487.000,1324453.000
AdditionalPaidInCapital,5599292.000,5672072.000,5639492.000,5560413.000
AllowanceForDoubtfulAccountsReceivableCurrent,28423.000,,,
Assets,631211.000,526243.000,481808.000,500218.000
AssetsCurrent,386867.000,302343.000,275191.000,303382.000
Cash,1589.000,3520.000,1142.000,31707.000
CashAndCashEquivalentsAtCarryingValue,1589.000,3520.000,1142.000,31707.000
CommonStockValue,109329574.000,110141501.000,110422182.000,110795188.000
CompensatedAbsencesLiability,,41417.000,,41417.000
CustomerDepositsCurrent,142563.000,142563.000,142563.000,142563.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,119859271.000,120562567.000,120817860.000,121131930.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,1969141.000,,2050092.000
IntangibleAssetsNetExcludingGoodwill,111073.000,93985.000,85440.000,76897.000
InventoryFinishedGoods,,129424.000,,125145.000
InventoryGross,,633399.000,,
InventoryNet,,243399.000,,242888.000
InventoryRawMaterialsAndSupplies,,475060.000,,88828.000
InventoryValuationReserves,390000.000,390000.000,,
InventoryWorkInProcess,,28915.000,,28915.000
LiabilitiesAndStockholdersEquity,631211.000,526243.000,481808.000,500218.000
LiabilitiesCurrent,5353768.000,5027917.000,5073868.000,5141031.000
LiabilitiesNoncurrent,79942.000,121289.000,38095.000,9485.000
LongTermDebt,79942.000,44404.000,38095.000,9485.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,,147349.000,,157023.000
PreferredStockSharesIssued,20.000,,,
PreferredStockSharesOutstanding,1.000,1.000,1.000,1.000
PrepaidExpenseCurrent,21439.000,25424.000,25524.000,25524.000
PropertyPlantAndEquipmentNet,133271.000,129915.000,121177.000,119939.000
ShortTermBorrowings,1801156.000,1419633.000,1432751.000,1316603.000
StockholdersEquity,-5004374.000,-4822963.000,-4830155.000,-4850298.000
TemporaryEquityAggregateAmountOfRedemptionRequirement,200000.000,200000.000,200000.000,200000.000
