,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,11000000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,-2642000.000
ComprehensiveIncomeNetOfTax,,,21210000.000
DeferredIncomeTaxExpenseBenefit,,,-2829000.000
DepreciationAmortizationAndAccretionNet,,,2317000.000
IncomeTaxesPaidNet,,,3584000.000
IncreaseDecreaseInIncomeTaxesReceivable,,,-1350000.000
IncreaseDecreaseInInterestAndDividendsReceivable,,,-926000.000
InterestAndDividendIncomeOperating,30590000.000,26420000.000,23431000.000
InterestPaid,,,8014000.000
InvestmentIncomeInvestmentExpense,6759000.000,6452000.000,5408000.000
NetCashProvidedByUsedInContinuingOperations,,,20700000.000
NetCashProvidedByUsedInFinancingActivities,,,-65337000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-65337000.000
NetCashProvidedByUsedInInvestingActivities,,,75692000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,75692000.000
NetCashProvidedByUsedInOperatingActivities,,,10345000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10345000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,6687000.000,5267000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,15943000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,-1717000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,14226000.000
PaymentsOfDividends,,,11000000.000
PaymentsToAcquireAvailableForSaleSecurities,,,108684000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,171245000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,13095000.000
ProfitLoss,9727000.000,,
RealizedInvestmentGainsLosses,-236000.000,-1469000.000,-2642000.000
