,2011-09-30,2011-12-31,2012-03-31
AccountsAndOtherReceivablesNetCurrent,100258.000,1227071.000,1256189.000
AccountsPayableOtherCurrent,4000164.000,5141258.000,
AccountsPayableTradeCurrent,825416.000,893031.000,317939.000
AccountsReceivableNetCurrent,2315165.000,2547267.000,60008.000
AccruedLiabilitiesCurrent,5196703.000,2160714.000,1859153.000
Assets,80943913.000,84477863.000,73429473.000
AssetsCurrent,8918588.000,14115917.000,4939572.000
AssetsNoncurrent,1448250.000,1326898.000,975899.000
CashAndCashEquivalentsAtCarryingValue,796670.000,3306338.000,1480357.000
CommonStockSharesIssued,5233.000,5233.000,5233.000
CommonStockSharesOutstanding,5233.000,5233.000,5233.000
CommonStockValue,49839281.000,49839281.000,49839281.000
ConstructionPayableCurrent,350000.000,359794.000,
DepositAssets,550000.000,550000.000,250000.000
DueFromRelatedPartiesCurrent,,,399178.000
InventoryNet,2894625.000,5476302.000,10087.000
Liabilities,,41133797.000,33687599.000
LiabilitiesAndStockholdersEquity,80943913.000,84477863.000,73429473.000
LiabilitiesCurrent,50977341.000,13141215.000,6763510.000
LongTermDebtCurrent,6228166.000,4586418.000,4586418.000
LongTermDebtNoncurrent,0.000,27992582.000,26924089.000
PartnersCapital,,32846640.000,
PreferredStockSharesIssued,185.500,,
PreferredStockSharesOutstanding,185.500,,
PreferredStockValue,1854503.000,1950503.000,1950503.000
PrepaidExpenseAndOtherAssetsCurrent,150942.000,140969.000,96499.000
PropertyPlantAndEquipmentNet,70577075.000,69035048.000,67514002.000
RestrictedCashAndCashEquivalentsAtCarryingValue,1473619.000,230000.000,444886.000
RestrictedInvestmentsCurrent,1187309.000,1187970.000,1192368.000
RetainedEarningsAccumulatedDeficit,-21727212.000,-18943144.000,-22853838.000
StockholdersEquity,29966572.000,32846640.000,28935946.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,43344066.000,39741874.000
TemporaryEquityCarryingAmount,,10497426.000,
TemporaryEquityCarryingAmountAttributableToParent,,,10805928.000
UnamortizedDebtIssuanceExpense,862985.000,984337.000,1035336.000
