,2011-06-30,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000
ComprehensiveIncomeNetOfTax,,,60000000.000
CostsAndExpenses,151000000.000,141000000.000,144000000.000
DeferredIncomeTaxExpenseBenefit,,,28000000.000
DepreciationDepletionAndAmortization,49000000.000,51000000.000,52000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,97000000.000
IncomeLossFromEquityMethodInvestments,3000000.000,4000000.000,3000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,0.000
IncomeTaxExpenseBenefit,16000000.000,33000000.000,37000000.000
IncreaseDecreaseInNotesReceivableRelatedParties,,,4000000.000
IncreaseDecreaseInOperatingCapital,,,92000000.000
InterestExpense,35000000.000,26000000.000,35000000.000
NetCashProvidedByUsedInInvestingActivities,,,-47000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-47000000.000
NetCashProvidedByUsedInOperatingActivities,,,47000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,47000000.000
NetIncomeLoss,30000000.000,50000000.000,60000000.000
OperatingExpenses,,,76000000.000
OperatingIncomeLoss,65000000.000,83000000.000,124000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,0.000
OtherNoncashIncomeExpense,,,1000000.000
OtherNonoperatingIncomeExpense,9000000.000,17000000.000,2000000.000
PaymentsForProceedsFromOtherInvestingActivities,,,1000000.000
PaymentsToAcquireProductiveAssets,,,42000000.000
Revenues,216000000.000,224000000.000,268000000.000
SalesRevenueNet,216000000.000,224000000.000,268000000.000
TaxesExcludingIncomeAndExciseTaxes,19000000.000,6000000.000,16000000.000
