,2011-06-30
BenefitsLossesAndExpenses,485069000.000
DeferredPolicyAcquisitionCostAmortizationExpense,4467000.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,150520000.000
DiscontinuedOperationTaxEffectOfOtherIncomeLossFromDispositionOfDiscontinuedOperation,81049000.000
EarningsPerShareBasic,-0.830
EarningsPerShareDiluted,-0.830
IncomeLossFromContinuingOperations,-285286000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-265635000.000
IncomeLossFromContinuingOperationsPerBasicShare,-1.760
IncomeLossFromContinuingOperationsPerDilutedShare,-1.760
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.930
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.930
IncomeLossFromEquityMethodInvestments,-1433000.000
IncomeTaxExpenseBenefit,19651000.000
IncurredClaimsPropertyCasualtyAndLiability,441186000.000
InterestExpense,13577000.000
NetIncomeLoss,-134766000.000
NetInvestmentIncome,16837000.000
OtherIncome,2608000.000
OtherUnderwritingExpense,25839000.000
PremiumsEarnedNet,125603000.000
RealizedInvestmentGainsLosses,194000.000
Revenues,219434000.000
SalesRevenueNet,199795000.000
