,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
OperatingCostsAndExpenses,,,,,,,58000.000,55000.000,64000.000,,,,,,,
OperatingIncomeLoss,-649000.000,-180000.000,-406000.000,-430000.000,-288000.000,-336000.000,-401000.000,487000.000,55000.000,-475000.000,-212000.000,0.000,37000.000,-5000.000,-467000.000,-746000.000
OtherNoncashExpense,,,95000.000,,,,0.000,,,,,,,,,
OtherSellingGeneralAndAdministrativeExpense,295000.000,152000.000,97000.000,150000.000,139000.000,288000.000,185000.000,-644000.000,-211000.000,275000.000,215000.000,110000.000,156000.000,-136000.000,161000.000,139000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,53000.000,,,,16000.000,,,,235000.000,,,,22000.000,
ProceedsFromContributedCapital,,,,,,,507000.000,,,,,,,,,
ProceedsFromIssuanceOfDebt,,,,,,,2250000.000,,,,0.000,,,,,
ProceedsFromSaleOfOtherProductiveAssets,,,97000.000,,,,0.000,,,,0.000,,,,0.000,
ProfessionalFees,709000.000,332000.000,128000.000,70000.000,141000.000,147000.000,200000.000,48000.000,182000.000,152000.000,133000.000,-48000.000,61000.000,51000.000,62000.000,80000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,,,,,,,,,18000.000,13000.000
RepaymentsOfDebt,,,210000.000,,,,1970000.000,,,,0.000,,,,62000.000,
Revenues,1714000.000,1811000.000,1301000.000,1309000.000,1466000.000,1394000.000,1317000.000,1119000.000,1044000.000,1270000.000,1297000.000,1250000.000,1456000.000,1074000.000,909000.000,686000.000
SalesRevenueNet,1714000.000,1811000.000,1301000.000,1309000.000,1466000.000,1394000.000,1317000.000,1119000.000,1044000.000,1270000.000,1297000.000,1250000.000,1456000.000,1074000.000,909000.000,686000.000
SellingGeneralAndAdministrativeExpense,1233000.000,716000.000,436000.000,438000.000,460000.000,617000.000,596000.000,-354000.000,151000.000,705000.000,502000.000,246000.000,358000.000,49000.000,392000.000,361000.000
ShareBasedCompensation,,,,,,,,,,,,,,,9000.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,0.000,,,,,,,,,
WeightedAverageLimitedPartnershipUnitsOutstanding,15866482.000,15866482.000,15866482.000,15866482.000,15866482.000,-31732964.000,15866482.000,16066482.000,16066482.000,-31679813.000,19066482.000,19328982.000,19591482.000,-38614214.000,19591482.000,19591482.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,,,,,,,,16066482.000,,,,,,,,
WeightedAverageNumerDilutedLimitedPartnershipUnitsOutstandingAdjustment,,,,,,,,,,,,,,,0.000,0.000
