,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-01,2014-12-31,2015-03-31,2015-06-30
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,,,200000.000,,,,,,,,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,148500000.000,,,,144000000.000,,,,146200000.000,,
DepositsAssetsNoncurrent,,,21300000.000,22600000.000,20900000.000,21300000.000,25300000.000,28400000.000,26500000.000,26700000.000,25800000.000,27300000.000,28700000.000,,24200000.000,20500000.000,21600000.000
DerivativeCollateralObligationToReturnCash,,,,,2700000.000,900000.000,600000.000,800000.000,2100000.000,800000.000,800000.000,1200000.000,800000.000,,,,
DerivativeInstrumentsAndHedges,9300000.000,200000.000,200000.000,1400000.000,400000.000,1100000.000,700000.000,300000.000,0.000,600000.000,600000.000,300000.000,600000.000,,400000.000,0.000,300000.000
DerivativeInstrumentsAndHedgesLiabilities,,,,,8100000.000,3500000.000,900000.000,2000000.000,6500000.000,2100000.000,1600000.000,800000.000,0.000,,1800000.000,4100000.000,1900000.000
EmployeeRelatedLiabilitiesCurrent,31700000.000,26300000.000,20200000.000,22000000.000,26900000.000,26400000.000,24600000.000,25600000.000,30000000.000,29000000.000,25500000.000,22800000.000,23300000.000,,19500000.000,16200000.000,20100000.000
InventoryFinishedGoodsNetOfReserves,,,,,62100000.000,51600000.000,44600000.000,69900000.000,68500000.000,65200000.000,45400000.000,61400000.000,61700000.000,,37300000.000,48000000.000,49400000.000
InventoryNet,160200000.000,147600000.000,135900000.000,150000000.000,144600000.000,135400000.000,123300000.000,147400000.000,147500000.000,148000000.000,127700000.000,139000000.000,132200000.000,,95600000.000,105400000.000,110800000.000
InventoryRawMaterialsNetOfReserves,,,,,79700000.000,81500000.000,76600000.000,74900000.000,77500000.000,81300000.000,81100000.000,76700000.000,69700000.000,,57800000.000,56800000.000,61200000.000
InventoryWorkInProcess,,,,,2800000.000,2300000.000,2100000.000,2600000.000,1500000.000,1500000.000,1200000.000,900000.000,800000.000,,500000.000,600000.000,200000.000
LandAndLandImprovements,,,,,13300000.000,13700000.000,,,,,,,,,,,
LettersOfCreditOutstandingAmount,,,,,,,,,,3400000.000,,,,,,,
Liabilities,331700000.000,296400000.000,277800000.000,295300000.000,288200000.000,273600000.000,269500000.000,290600000.000,293500000.000,288400000.000,277100000.000,278700000.000,282800000.000,,246000000.000,245800000.000,252200000.000
LiabilitiesAndStockholdersEquity,761100000.000,631000000.000,563700000.000,589500000.000,562500000.000,545300000.000,527900000.000,539900000.000,516800000.000,502000000.000,487400000.000,482400000.000,481600000.000,,396300000.000,372200000.000,385900000.000
LiabilitiesCurrent,266200000.000,237700000.000,218300000.000,236800000.000,238500000.000,221500000.000,212100000.000,233300000.000,236400000.000,224400000.000,218300000.000,220500000.000,226600000.000,,175400000.000,182400000.000,190400000.000
LiabilitiesFairValueDisclosureRecurring,,,,,8100000.000,3500000.000,900000.000,2000000.000,6500000.000,2100000.000,1600000.000,800000.000,,,1800000.000,4100000.000,1900000.000
LineOfCreditFacilityAmountOutstanding,,,,,53000000.000,61200000.000,,,,,,,,,,,
LongTermDebtAndCapitalLeaseObligations,,,,,,,5800000.000,4900000.000,5400000.000,6800000.000,17500000.000,12400000.000,11600000.000,,19800000.000,17500000.000,16600000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,,,,,7400000.000,,,,6700000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,,800000.000,,,,10900000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,,3100000.000,,,,200000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,3600000.000,,,,200000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,5300000.000,,,,4200000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,4700000.000,,,,4300000.000,,
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,49700000.000,,,,29400000.000,,
LongTermDebtCurrent,,,,,,,5000000.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,500000.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,400000.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,2400000.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,2500000.000,,,,,,,,,,
LongTermDebtNoncurrent,12300000.000,7200000.000,4800000.000,2600000.000,800000.000,2700000.000,,,,,,,,,,,
LongtermDebtWeightedAverageInterestRate,,,,,,,0.052,,,,0.044,,,,0.049,,
MachineryAndEquipmentGross,,,,,796500000.000,790800000.000,,,,,,,,,,,
MarginDepositAssets,,,,,,,,,,,,,,,600000.000,500000.000,500000.000
NotionalAmountOfCashFlowHedgeInstruments,,,,,85600000.000,53000000.000,50900000.000,25400000.000,26500000.000,,,,,,,,
NotionalAmountOfOtherDerivativesNotDesignatedAsHedgingInstruments,,,,,9700000.000,16900000.000,20400000.000,64200000.000,59100000.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,16300000.000,,,,13100000.000,,,,10400000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,3700000.000,,,,3800000.000,,,,3900000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1200000.000,,,,1300000.000,,,,1200000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,1400000.000,,,,1400000.000,,,,1200000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,2500000.000,,,,1600000.000,,,,1300000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,2700000.000,,,,2400000.000,,,,1500000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,4800000.000,,,,2600000.000,,,,1300000.000,,
OtherAccruedLiabilitiesCurrent,7100000.000,7400000.000,8800000.000,7800000.000,7100000.000,7100000.000,6900000.000,6700000.000,7800000.000,13900000.000,12600000.000,12200000.000,10600000.000,,8000000.000,6700000.000,6700000.000
OtherAssetsCurrent,13900000.000,14200000.000,13900000.000,12800000.000,13900000.000,15700000.000,16200000.000,15700000.000,16000000.000,19400000.000,18100000.000,16700000.000,20000000.000,,17800000.000,17400000.000,19600000.000
OtherAssetsNoncurrent,38000000.000,29900000.000,11500000.000,13400000.000,13500000.000,13400000.000,9600000.000,9900000.000,10200000.000,10400000.000,8500000.000,8800000.000,8400000.000,,8100000.000,7400000.000,7100000.000
OtherLiabilitiesNoncurrent,7600000.000,7000000.000,8800000.000,8900000.000,8300000.000,8500000.000,12100000.000,13400000.000,12200000.000,18100000.000,16800000.000,22000000.000,21500000.000,,17300000.000,14300000.000,13600000.000
OtherPostretirementBenefitsPayableNoncurrent,11100000.000,11100000.000,7300000.000,7400000.000,2600000.000,2800000.000,0.000,,,,300000.000,300000.000,300000.000,,,,
PrepaidPensionCosts,8800000.000,8600000.000,0.000,,,,,,,,,,,,,,
ProductWarrantyAccrual,,,,,6700000.000,6900000.000,6600000.000,6700000.000,10600000.000,10600000.000,13200000.000,13200000.000,13900000.000,,10700000.000,10400000.000,9500000.000
ProductWarrantyAccrualClassifiedCurrent,,,,,5900000.000,6100000.000,5800000.000,5900000.000,9400000.000,9400000.000,11900000.000,11900000.000,12600000.000,,9600000.000,9300000.000,8300000.000
ProductWarrantyAccrualNoncurrent,,,,,800000.000,800000.000,800000.000,800000.000,1200000.000,1200000.000,1300000.000,1300000.000,1300000.000,,1100000.000,1100000.000,1200000.000
PropertyPlantAndEquipmentGross,,,,,,,,,843800000.000,847300000.000,812100000.000,826700000.000,837700000.000,,748300000.000,,
PropertyPlantAndEquipmentNet,232400000.000,198900000.000,189400000.000,189000000.000,169500000.000,164800000.000,157000000.000,151400000.000,129000000.000,129200000.000,122800000.000,121700000.000,120200000.000,,103700000.000,93500000.000,92900000.000
PropertyPlantAndEquipmentOther,,,,,903200000.000,899200000.000,899600000.000,904100000.000,,,,,,,,,
PurchaseCommitmentRemainingMinimumAmountCommitted,,,,,,,,,,,,,,,19200000.000,22800000.000,17200000.000
PurchaseObligationDueInNextTwelveMonths,,,,,,,,,,18300000.000,,,,,,,
RestrictedCashAndCashEquivalents,11000000.000,12200000.000,10800000.000,6100000.000,6700000.000,4400000.000,3700000.000,2700000.000,3500000.000,1800000.000,14200000.000,2100000.000,7200000.000,,6200000.000,4800000.000,4900000.000
RestructuringReserve,,,,,1500000.000,1200000.000,1600000.000,2800000.000,2600000.000,8300000.000,7200000.000,8400000.000,6700000.000,,4600000.000,3600000.000,3400000.000
RetainedEarningsAccumulatedDeficit,336900000.000,315100000.000,281000000.000,273900000.000,317900000.000,314200000.000,303600000.000,295200000.000,288900000.000,283200000.000,266100000.000,255000000.000,246300000.000,,233400000.000,230200000.000,231900000.000
SharePrice,,,,,,,,,,,,,5.090,,3.090,,
ShortTermDebtWeightedAverageInterestRate,,,,,,,0.089,,,,0.087,,,,0.113,,
StockholdersEquity,429400000.000,334600000.000,285900000.000,294200000.000,274300000.000,271700000.000,258400000.000,249300000.000,223300000.000,213600000.000,210300000.000,203700000.000,198800000.000,,150300000.000,126400000.000,133700000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,429400000.000,334600000.000,285900000.000,294200000.000,274300000.000,271700000.000,258400000.000,249300000.000,223300000.000,213600000.000,210300000.000,203700000.000,198800000.000,,150300000.000,126400000.000,133700000.000
UnrecognizedTaxBenefits,,,,,,,0.000,,,,0.000,,,,0.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,,,,,0.000,,,,0.000,,
