,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AllowanceForDoubtfulAccountsReceivableChargeOffs,,3158.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,810.000,-574.000,-236.000,27689.000,
CostsAndExpenses,691167.000,660834.000,657237.000,877833.000,
DebtConversionOriginalDebtAmount1,,109585.000,0.000,,
Depreciation,80198.000,82746.000,80676.000,87059.000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,292990.000,332264.000,402866.000,466100.000,
GeneralAndAdministrativeExpense,29820.000,45652.000,33337.000,38480.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,80882.000,-44505.000,48325.000,149104.000,
IncreaseDecreaseInAccountsReceivable,-55334.000,246.000,823.000,-6050.000,
IncreaseDecreaseInInterestPayableNet,84504.000,42252.000,2192.000,211731.000,
IncreaseDecreaseInOtherOperatingAssets,2266.000,-3037.000,5518.000,-8797.000,
IncreaseDecreaseInOtherOperatingLiabilities,-6534.000,-6202.000,1554.000,29030.000,
InterestAndOtherIncome,,3416.000,2503.000,28849.000,
InterestExpense,145327.000,,,,
InterestExpenseOther,,2922.000,2192.000,0.000,
InterestExpenseRelatedParty,,128104.000,98518.000,211731.000,241777.000
LaborAndRelatedExpense,,,,143709.000,143709.000
NetCashProvidedByUsedInFinancingActivities,,328500.000,146949.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,328500.000,146949.000,,
NetCashProvidedByUsedInInvestingActivities,,-46324.000,-13200.000,-59344.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-46324.000,-13200.000,-59344.000,
NetCashProvidedByUsedInOperatingActivities,-210136.000,-282750.000,-133985.000,87033.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-210136.000,-282750.000,-133985.000,87033.000,
NetIncomeLoss,-502254.000,-354250.000,-273073.000,-375044.000,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-12.610,-17.320,
NumberOfReportableSegments,,1.000,1.000,,
OtherGeneralAndAdministrativeExpense,142832.000,69146.000,39648.000,74463.000,
OtherSalesRevenueNet,1780.000,,,,
PartnersCapitalAccountPublicSaleOfUnits,,20999800.000,20999800.000,20999800.000,20999800.000
PartnersCapitalAccountUnitsSoldInPublicOffering,,21002.800,21002.800,21002.800,21002.800
PaymentsForAdvanceToAffiliate,,,,99600.000,
PaymentsToAcquirePropertyPlantAndEquipment,15628.000,,,,
ProceedsFromRelatedPartyDebt,226574.000,,,,
PropertyPlantAndEquipmentAdditions,,,,-59344.000,
ProvisionForDoubtfulAccounts,,,0.000,1174.000,36972.000
RealEstateAccumulatedDepreciationDepreciationExpense,,82746.000,,,
RealEstateOtherAdditions,,46324.000,13200.000,,
RealEstateRevenueNet,187133.000,303168.000,381661.000,473940.000,
Revenues,188913.000,306584.000,384164.000,502789.000,
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,,,80676.000,,
SalesRevenueNet,188913.000,306584.000,384164.000,502789.000,
WeightedAverageLimitedPartnershipUnitsOutstanding,21002.800,21002.800,21002.800,21002.800,
