,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,848568000.000,957521000.000,837259000.000,902078000.000,786187000.000,871069000.000,885099000.000,959093000.000,932547000.000,998607000.000,965572000.000,1261238000.000,1061874000.000,967251000.000,1061385000.000,1173006000.000,898003000.000,830278000.000,924260000.000,960982000.000,809656000.000,921973000.000,916534000.000,1044959000.000,861506000.000,973642000.000
AccountsReceivableGrossCurrent,,730694000.000,806360000.000,811685000.000,776140000.000,698853000.000,753782000.000,769440000.000,839752000.000,766848000.000,838271000.000,797267000.000,939228000.000,793537000.000,814967000.000,884225000.000,882625000.000,726732000.000,793188000.000,776494000.000,778953000.000,735586000.000,802827000.000,827112000.000,832540000.000,808705000.000
AccountsReceivableNetCurrent,,679560000.000,752123000.000,753120000.000,718145000.000,645264000.000,704580000.000,718046000.000,789209000.000,719069000.000,786874000.000,744160000.000,885098000.000,742730000.000,760213000.000,826506000.000,826797000.000,676223000.000,741230000.000,724606000.000,729386000.000,689564000.000,754248000.000,776289000.000,781248000.000,759378000.000
AccrualForEnvironmentalLossContingencies,104100000.000,107100000.000,107300000.000,,,,,,,,,,,,,,,,,,,,,,,
AccruedEnvironmentalLossContingenciesCurrent,5400000.000,6000000.000,7300000.000,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDeferredInvestmentTaxCredit,91357000.000,89777000.000,88197000.000,86743000.000,85819000.000,84895000.000,83971000.000,82761000.000,81674000.000,80587000.000,79609000.000,79239000.000,77796000.000,76353000.000,74910000.000,73696000.000,72312000.000,70928000.000,69545000.000,68419000.000,67112000.000,65806000.000,64499000.000,63216000.000,61937000.000,60659000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,11223241000.000,11378696000.000,11484612000.000,11658351000.000,11731341000.000,11852561000.000,12023296000.000,12048697000.000,12216164000.000,12344995000.000,12462716000.000,12608305000.000,12741176000.000,12854913000.000,13028218000.000,13168418000.000,13373008000.000,13543351000.000,13724333000.000,13591259000.000,13790489000.000,14035591000.000,14218683000.000,14381603000.000,14576320000.000,14703391000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-7692000.000,-7582000.000,-38370000.000,-45738000.000,,,-64170000.000,-61241000.000,-61533000.000,-60883000.000,-60322000.000,-59753000.000,,,,-57628000.000,,,,-54862000.000,,,,-51151000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-51847000.000,-50983000.000,-80969000.000,-94035000.000,-67515000.000,-102006000.000,-109600000.000,-112653000.000,-113620000.000,-111835000.000,-109980000.000,-106275000.000,-104820000.000,-103366000.000,-102001000.000,-108139000.000,-106688000.000,-105186000.000,-103639000.000,-109753000.000,-108608000.000,-106795000.000,-104961000.000,-110354000.000,-108581000.000,-106795000.000
AdditionalPaidInCapital,5241533000.000,,,,,,,,,,,,,,,,,,,,,,,,,
