,2012-12-31,2013-12-31
AmortizationOfFinancingCosts,,4600000.000
AmortizationOfIntangibleAssets,,16000000.000
CapitalExpendituresIncurredButNotYetPaid,,2300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,8800000.000
DeferredIncomeTaxExpenseBenefit,,-2200000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,1400000.000
DefinedBenefitPlanActuarialGainLoss,,-1200000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,100000.000,
DefinedBenefitPlanBenefitsPaid,,2000000.000
DefinedBenefitPlanContributionsByEmployer,,1400000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,1000000.000
DefinedBenefitPlanInterestCost,,1200000.000
DefinedBenefitPlanServiceCost,,1000000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,1400000.000
DefinedContributionPlanCostRecognized,,400000.000
DepreciationDepletionAndAmortization,,34700000.000
FairValueAdjustmentOfWarrants,,6100000.000
FinitelivedIntangibleAssetsAcquired1,,900000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,1200000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,0.000
IncomeTaxesPaid,14000000.000,13100000.000
IncreaseDecreaseInAccountsPayable,,5100000.000
IncreaseDecreaseInAccountsReceivable,,8700000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,4700000.000
IncreaseDecreaseInAccruedLiabilities,,4300000.000
IncreaseDecreaseInInventories,,8000000.000
IncreaseDecreaseInOtherOperatingLiabilities,,6000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,4300000.000
LineOfCreditFacilityPeriodicPayment,,-4900000.000
NetCashProvidedByUsedInFinancingActivities,,-4900000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-4900000.000
NetCashProvidedByUsedInInvestingActivities,,-39600000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-39600000.000
NetCashProvidedByUsedInOperatingActivities,,53300000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,53300000.000
OtherOperatingActivitiesCashFlowStatement,,1700000.000
PaymentsOfDebtIssuanceCosts,,600000.000
PaymentsOfDividendsMinorityInterest,,200000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,1800000.000
PaymentsToAcquireProductiveAssets,,39700000.000
ProceedsFromDerivativeInstrumentInvestingActivities,,100000.000
ProceedsFromIssuanceOfLongTermDebt,,5800000.000
ProceedsFromLinesOfCredit,,4900000.000
ProceedsFromLongTermLinesOfCredit,,9000000.000
RedeemablePreferredStockDividends,,8000000.000
RepaymentsOfLongTermDebt,,8100000.000
RepaymentsOfLongTermLinesOfCredit,,9000000.000
UnrealizedGainLossOnDerivatives,,-100000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,1600000.000
WriteOffOfDeferredDebtIssuanceCost,5600000.000,5600000.000
