,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-6001.000,3163.000,-3697.000,4835.000,-5500.000
CurrentIncomeTaxExpenseBenefit,800.000,800.000,800.000,800.000,800.000
EarningsPerShareBasicAndDiluted,0.010,0.010,0.000,0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.340
GeneralAndAdministrativeExpense,12216.000,10496.000,8573.000,8341.000,9217.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10285.000,-10121.000,-9559.000,-10659.000,-9952.000
IncomeTaxesPaid,800.000,800.000,800.000,800.000,800.000
IncreaseDecreaseInAccruedInterestReceivableNet,20181.000,19240.000,17829.000,16997.000,
IncreaseDecreaseInAccruedLiabilities,5265.000,-5372.000,-3775.000,6291.000,2457.000
IncreaseDecreaseInDueFromAffiliatesCurrent,-20000.000,-38696.000,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,16180.000
InterestExpenseRelatedParty,,,,,-16180.000
InterestIncomeRelatedParty,,19240.000,17829.000,16997.000,16180.000
InterestPaid,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,20000.000,38696.000,28266.000,27000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20000.000,38696.000,28266.000,27000.000,
NetCashProvidedByUsedInInvestingActivities,,,,,18975.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,18975.000
NetCashProvidedByUsedInOperatingActivities,-26001.000,-35533.000,-31963.000,-22165.000,-24475.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26001.000,-35533.000,-31963.000,-22165.000,-24475.000
NetIncomeLoss,-11085.000,-10921.000,-10359.000,-11459.000,-10752.000
NonoperatingIncomeExpense,,,,,16180.000
OperatingExpenses,30466.000,29361.000,27388.000,27656.000,26132.000
OperatingIncomeLoss,,,,,-26132.000
ProceedsFromContributionsFromAffiliates,,,28266.000,27000.000,18975.000
ProceedsFromRelatedPartyDebt,,,,,18975.000
ProfessionalFees,12250.000,12865.000,12815.000,13315.000,10915.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,6000.000,6000.000,,
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,20181.000,,,,
RelatedPartyTransactionRate,,,0.085,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,39999942.000,39999942.000,39999942.000,39999942.000,39999942.000
