,2011-07-01,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,5877000.000,,,,4027000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,1243000.000,,,,788000.000,,
AllocatedShareBasedCompensationExpense,,,,900000.000,,4000000.000,4800000.000,3500000.000
AmortizationOfIntangibleAssets,,,,,,48100000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-91414000.000,,,,-7795000.000,,
ComprehensiveIncomeNetOfTax,,,,13800000.000,,56852000.000,-37876000.000,23795000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,14400000.000,,57230000.000,-37676000.000,24021000.000
CostOfRevenue,3037098000.000,3075706000.000,3028661000.000,3036522000.000,3050530000.000,3171540000.000,3132225000.000,3178092000.000
CostOfServices,,,,3308600000.000,,3458900000.000,3433900000.000,
CostsAndExpenses,3215972000.000,3255736000.000,3211846000.000,3220805000.000,3234812000.000,3359505000.000,3323842000.000,3366406000.000
DeferredIncomeTaxExpenseBenefit,,-12176000.000,,,,-18460000.000,,
DepreciationDepletionAndAmortization,,,,132388000.000,,133400000.000,135305000.000,135808000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,400000.000,,1600000.000,1900000.000,1400000.000
GoodwillOtherChanges,,,,,,-106661000.000,,
GoodwillPeriodIncreaseDecrease,,,,,,7741000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3977000.000,58062000.000,15181000.000,27482000.000,79745000.000,76956000.000,-30098000.000,42707000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,39119000.000,10952000.000,23222000.000,68306000.000,52570000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,297000.000,0.000,0.000,0.000,0.000,,
IncomeTaxExpenseBenefit,-3830000.000,18943000.000,4229000.000,4260000.000,11439000.000,24386000.000,-13225000.000,14715000.000
IncomeTaxesPaid,,,,,,25000000.000,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,284479000.000,,,,367647000.000,,
InterestPaid,,,,,,42000000.000,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,46000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,243278000.000,,,,242986000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,243278000.000,,,,242986000.000,,
NetCashProvidedByUsedInInvestingActivities,,-227627000.000,,,,-78721000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-227627000.000,,,,-78721000.000,,
NetCashProvidedByUsedInOperatingActivities,,-107065000.000,,,,-172060000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-107065000.000,,,,-172060000.000,,
NetIncomeLoss,-512000.000,38676000.000,9888000.000,22582000.000,67102000.000,52192000.000,-17073000.000,27766000.000
NetIncomeLossAttributableToNoncontrollingInterest,365000.000,740000.000,1064000.000,640000.000,1204000.000,378000.000,200000.000,226000.000
OperatingIncomeLoss,109285000.000,166876000.000,133714000.000,115289000.000,166348000.000,176410000.000,79895000.000,123624000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,,-587000.000,-543000.000,-571000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,18892000.000,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-8973000.000,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,-22726000.000,-7197000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,6477000.000,2466000.000,3797000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,-3800000.000,-1690000.000,-2651000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,-1230000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,4300000.000,2707000.000,4658000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,4660000.000,-20803000.000,-3971000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,300000.000,294000.000,398000.000
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,,-363000.000,,,,,,
OtherOperatingActivitiesCashFlowStatement,,12431000.000,,,,24050000.000,,
PaymentsForProceedsFromOtherInvestingActivities,,-269000.000,,,,-4013000.000,,
PaymentsForRepurchaseOfCommonStock,,4037000.000,,,,15573000.000,,
PaymentsOfFinancingCosts,,,,,,11600000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,157727000.000,,,,11671000.000,,
PaymentsToAcquireProductiveAssets,,76530000.000,,,,75421000.000,,
