,2011-07-01,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28
ProceedsFromDivestitureOfBusinesses,,4207000.000,,,,136000.000,,
ProceedsFromIssuanceOfCommonStock,,4424000.000,,,,3246000.000,,
ProceedsFromIssuanceOfLongTermDebt,,257106000.000,,,,963654000.000,,
ProceedsFromPaymentsForOtherFinancingActivities,,-600000.000,,,,-11393000.000,,
ProceedsFromRepaymentsOfAccountsReceivableSecuritization,,24095000.000,,,,36200000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,2154000.000,,,,4222000.000,,
ProfitLoss,-147000.000,39416000.000,10952000.000,23222000.000,68306000.000,52570000.000,-16873000.000,27992000.000
RepaymentsOfDebtAndCapitalLeaseObligations,,9966000.000,,,,658917000.000,,
Revenues,3325257000.000,3422612000.000,3345560000.000,3336094000.000,3401160000.000,3535915000.000,3403737000.000,3490030000.000
SalesRevenueNet,3325257000.000,3422612000.000,3345560000.000,3336094000.000,3401160000.000,3535915000.000,3403737000.000,3490030000.000
SellingGeneralAndAdministrativeExpense,48686000.000,48164000.000,51471000.000,51895000.000,51037000.000,54565000.000,56312000.000,52506000.000
ShareBasedCompensation,,5877000.000,,,,4027000.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,8376000.000,,,,8508000.000,,
StockRepurchasedDuringPeriodValue,,14474000.000,,,,24650000.000,,
StockholdersEquityNoteSpinoffTransaction,,,,,,138173000.000,,
WriteOffOfDeferredDebtIssuanceCost,,,,,,,17000000.000,
