,2011-06-30,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
RepaymentsOfNotesPayable,,,,14562.000,,,,14051.000,,,,,,48063.000,,,,87798.000,
ResearchAndDevelopmentExpense,73144.000,351165.000,353032.000,578513.000,433789.000,416274.000,1181544.000,1352356.000,607840.000,719937.000,1310742.000,2873263.000,1496768.000,2076280.000,4043859.000,5637602.000,4702973.000,4931144.000,5993928.000
SalariesAndWages,,359954.000,117889.000,119017.000,126383.000,461693.000,382754.000,227145.000,812962.000,444816.000,1310734.000,,,,,,,,
ShareBasedCompensation,,,,52495.000,,,,146303.000,,,,,,316819.000,,,,566573.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,,,,,,,,-181250.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,,,,,,,,120000.000,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,,10.120,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,,3.280,,,,,
StockIssuedDuringPeriodSharesAcquisitions,,,,,,,,,,,,,,497859.000,,,,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,,,,,,,,,6944.000,,,,,
StockIssuedDuringPeriodSharesConversionOfUnits,,,,,,,,,1829992.000,,,,,,,,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,,,,,,,,,,120000.000,,,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,,,,,,2061136.000,,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,,,,,,,13540.000,,,,,
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,,,9.000,,,,,,,,,,,,,,,
StockOptionPlanExpense,,,,52495.000,,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,47571278.000,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,41620171.000,42035691.000,,47806727.000,18707759.000,,19872539.000,20237591.000,23486785.000,-41455377.000,27713410.000,30323206.000,30472493.000,31344424.000,31501540.000,-61969234.000,32836505.000,36738396.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,47571278.000,,,,,,,,,,,,,,,
