,2011-07-03,2011-10-02,2012-04-01,2012-07-01
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,158500.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1413000.000,
CostOfGoodsSold,12801000.000,12260000.000,13467000.000,12687000.000
DepreciationAndAmortization,1477000.000,1490000.000,1452000.000,1456000.000
DepreciationDepletionAndAmortization,,,1464000.000,
EarningsPerShareBasic,0.010,-0.100,0.400,0.040
EarningsPerShareDiluted,0.010,-0.100,0.390,0.040
GeneralAndAdministrativeExpense,2391000.000,2387000.000,2685000.000,3621000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,47000.000,-927000.000,2757000.000,313000.000
IncomeTaxExpenseBenefit,-10000.000,-321000.000,336000.000,92000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,,-633000.000,
IncreaseDecreaseInAccountsPayable,,,-988000.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-131000.000,
IncreaseDecreaseInIncomeTaxesReceivable,,,-177000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,304000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1019000.000,
InterestExpense,419000.000,414000.000,403000.000,393000.000
LaborAndRelatedExpense,13007000.000,12926000.000,13745000.000,13529000.000
NetCashProvidedByUsedInFinancingActivities,,,-270000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-270000.000,
NetCashProvidedByUsedInInvestingActivities,,,-733000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-733000.000,
NetCashProvidedByUsedInOperatingActivities,,,2416000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2416000.000,
NetIncomeLoss,57000.000,-606000.000,2421000.000,221000.000
NonoperatingIncomeExpense,-411000.000,-376000.000,-381000.000,-301000.000
OperatingIncomeLoss,458000.000,-551000.000,3138000.000,614000.000
OtherCostAndExpenseOperating,8430000.000,8432000.000,8224000.000,8279000.000
OtherNoncashIncomeExpense,,,-83000.000,
OtherNonoperatingIncomeExpense,8000.000,38000.000,22000.000,92000.000
PaymentsForProceedsFromOtherInvestingActivities,,,73000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,660000.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,4000.000,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,274000.000,
Revenues,38564000.000,36944000.000,42711000.000,40186000.000
SalesRevenueNet,38564000.000,36944000.000,42711000.000,40186000.000
ShareBasedCompensation,,,80000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,278000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,6275000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,5997000.000
