,2011-03-31
CostOfGoodsAndServicesSold,43426000.000
EarningsPerShareBasic,0.960
EarningsPerShareDiluted,0.940
GrossProfit,79664000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,24164000.000
IncomeTaxExpenseBenefit,6888000.000
InterestExpense,15000.000
InvestmentIncomeInterest,79000.000
NetIncomeLoss,16828000.000
NetIncomeLossAttributableToNoncontrollingInterest,448000.000
OperatingExpenses,54879000.000
OperatingIncomeLoss,24785000.000
OtherNonoperatingIncomeExpense,-685000.000
ProfitLoss,17276000.000
ResearchAndDevelopmentExpense,8964000.000
Revenues,123090000.000
SalesRevenueNet,123090000.000
SellingGeneralAndAdministrativeExpense,45915000.000
WeightedAverageNumberOfDilutedSharesOutstanding,17974000.000
WeightedAverageNumberOfSharesOutstandingBasic,17483000.000
