,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfDebtDiscountPremium,,,,,,,2503.000,,,,714.000,,,,182.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-271955.000,,,,-198374.000,,,,-228379.000,,,,-181044.000,,,,-169253.000
ComprehensiveIncomeNetOfTax,,,,,,,-130265.000,91497.000,3125.000,-53277.000,-42702.000,43449.000,34657.000,-37423.000,-80063.000,33361.000,-6859.000,66760.000,-57271.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-25850.000,86850.000,36182.000,,,,,,,,,,,,,,
DepreciationAndAmortization,409905.000,409909.000,388678.000,390200.000,371977.000,362566.000,366027.000,350708.000,343150.000,344282.000,336181.000,334609.000,325659.000,325516.000,327364.000,298432.000,264171.000,258509.000,255753.000
DepreciationDepletionAndAmortization,,,388678.000,,,,,,,,,,,,,,,,255753.000
EarningsPerShareBasic,0.010,0.010,-0.010,0.010,0.000,0.000,-0.020,0.120,-0.010,-0.280,-0.060,0.050,0.040,-0.060,-0.120,0.050,0.030,0.090,-0.100
EarningsPerShareDiluted,0.010,0.010,-0.010,0.010,0.000,0.000,-0.020,0.110,-0.010,-0.270,-0.060,0.050,0.040,-0.060,-0.120,0.050,0.030,0.090,-0.100
EffectOfExchangeRateOnCashAndCashEquivalents,,,-2497.000,,,,-1993.000,,,,-3306.000,,,,-9381.000,,,,3961.000
GainLossOnDispositionOfAssets,,,,5672.000,-2600.000,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,903.000,-9118.000,,-4075.000,,,,,-2400.000,-2750.000,,
GainLossOnDispositionOfProperty,,-409.000,,,,,,,,,,,,,,,,,
GainLossOnSaleOfEquityInvestments,,,21530.000,,,,17779.000,,,,2923.000,,,,3021.000,,,,-1873.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,-123380.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,129930.000,125588.000,-67957.000,122826.000,36694.000,-33734.000,-265258.000,121984.000,-20146.000,-83001.000,-115263.000,82042.000,18961.000,-20644.000,-147906.000,49217.000,1558.000,135489.000,
IncomeTaxExpenseBenefit,52734.000,20098.000,-23074.000,24179.000,11438.000,6480.000,-119207.000,33421.000,-10605.000,-10337.000,-72944.000,46035.000,-9337.000,21831.000,-74203.000,18577.000,-17010.000,79648.000,-64021.000
IncomeTaxesPaid,,,250824.000,,,,104512.000,,,,194134.000,,,,237550.000,,,,237235.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-184146.000,,,,-115540.000,,,,-217776.000,,,,-227750.000,,,,-278569.000
IncreaseDecreaseInAccountsReceivable,,,-169080.000,,,,-201556.000,,,,-202016.000,,,,-224905.000,,,,-159725.000
IncreaseDecreaseInOtherDeferredLiability,,,-82696.000,,,,-97290.000,,,,-92337.000,,,,-77853.000,,,,-47256.000
IncreaseDecreaseInPrepaidExpense,,,-49823.000,,,,-460.000,,,,-22375.000,,,,44903.000,,,,28491.000
IncreaseDecreaseInRestrictedCash,,,-206956.000,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,53413.000,,44977.000,42511.000,40664.000,,35634.000
InterestExpenseDebt,52505.000,63348.000,80701.000,84040.000,82253.000,75879.000,69741.000,66040.000,59720.000,53215.000,49918.000,63078.000,,,,,,,
InterestPaid,,,56124.000,,,,73317.000,,,,52240.000,,,,45590.000,,,,35634.000
InvestmentIncomeInterest,23.000,43.000,571.000,94.000,137.000,171.000,674.000,231.000,20.000,2427.000,14.000,12.000,10.000,2786.000,9.000,10.000,10.000,2874.000,12.000
LaborAndRelatedExpense,1875275.000,1879594.000,1997080.000,2000061.000,1943879.000,2283233.000,2024148.000,1935190.000,1881236.000,2233684.000,1819870.000,1847624.000,1833930.000,2120071.000,1879881.000,1870929.000,1794504.000,2141339.000,1877230.000
NetCashProvidedByUsedInFinancingActivities,,,-585447.000,,,,-277297.000,,,,-250299.000,,,,-182342.000,,,,-107556.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-585447.000,,,,-277297.000,,,,-250299.000,,,,-182342.000,,,,-107556.000
NetCashProvidedByUsedInInvestingActivities,,,166682.000,,,,-13264.000,,,,,,,,-69062.000,,,,-8670.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,166682.000,,,,-13264.000,,,,,,,,-69062.000,,,,-8670.000
NetCashProvidedByUsedInOperatingActivities,,,149307.000,,,,94180.000,,,,25226.000,,,,79741.000,,,,-56988.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,149307.000,,,,94180.000,,,,25226.000,,,,79741.000,,,,-56988.000
NetIncomeLoss,,,,,,,-146051.000,88563.000,-9541.000,-72664.000,-42319.000,36007.000,28298.000,-42475.000,-73703.000,30640.000,18568.000,55841.000,-59359.000
NonoperatingIncomeExpense,-52482.000,-63714.000,-80130.000,-78274.000,-84716.000,-77396.000,-69067.000,-64906.000,-68818.000,-53732.000,-53979.000,-63066.000,-53403.000,-48103.000,-44968.000,-44901.000,-43404.000,-34957.000,-35622.000
NotesIssued1,,,0.000,,,,,,,,,,,,,,,,
OperatingExpenses,3150727.000,3015484.000,3254606.000,3188978.000,3134982.000,3797498.000,3178016.000,3060499.000,3067374.000,3671989.000,2870481.000,2941340.000,2915514.000,3422155.000,2965399.000,2987912.000,2853683.000,3324570.000,2807189.000
OperatingIncomeLoss,182412.000,189302.000,12173.000,201100.000,121410.000,43662.000,-196191.000,186890.000,48672.000,-29269.000,-61284.000,145108.000,72364.000,27459.000,-102938.000,94118.000,44962.000,170446.000,-87758.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,-2497.000,-4466.000,989.000,-3533.000,-1993.000,-2109.000,966.000,-1812.000,-3306.000,1463.000,-3289.000,-2912.000,-9381.000,1760.000,-16821.000,3454.000,3961.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,21530.000,-7331.000,9937.000,77.000,17779.000,5043.000,11700.000,21199.000,2923.000,5979.000,9648.000,7964.000,3021.000,961.000,-8606.000,7465.000,-1873.000
OtherNoncashExpense,,,6389.000,,,,-12166.000,,,,-17862.000,,,,-15008.000,,,,-11745.000
PaymentsForRepurchaseOfOtherEquity,,,590005.000,,,,112734.000,,,,14612.000,,,,42184.000,,,,12085.000
PaymentsToAcquireMarketableSecurities,,,2203.000,,,,700.000,,,,,,,,,,,,
PaymentsToAcquireNotesReceivable,,,,,,,,,,,,,,,,,,,-1250.000
PaymentsToAcquirePropertyPlantAndEquipment,,,36166.000,,,,10520.000,,,,,,,,70312.000,,,,9920.000
ProceedsFromNotesPayable,,,200000.000,,,,120000.000,,,,,,,,50000.000,,,,
ProfitLoss,77196.000,105490.000,-44883.000,98647.000,25256.000,,,,,,,,,,,,,,
RepaymentsOfLinesOfCredit,,,45000.000,,,,-88697.000,,,,-93000.000,,,,-95000.000,,,,-105000.000
RepaymentsOfNotesPayable,,,150442.000,,,,254853.000,,,,,,,,,,,,
