,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedProfessionalFeesCurrentAndNoncurrent,,,66468.000,,,,68229.000,,,
Assets,29707883.000,23862139.000,24187388.000,21427653.000,17438588.000,14803353.000,11082105.000,9392242.000,8385899.000,7853385.000
Cash,21546076.000,18657304.000,18186510.000,16043006.000,14714893.000,10896663.000,11048533.000,116254.000,70441.000,120516.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,123233.000,93340.000,100781.000,89182.000,71533.000,59274.000,46175.000,39134.000,34941.000,32722.000
DerivativeAssets,,,,,1003733.000,1212100.000,107916.000,,,
DerivativeFairValueOfDerivativeNet,,,,,69434.000,-132144.000,33092.000,,,
DerivativeLiabilities,,,,,1204908.000,1344244.000,74824.000,,,
GeneralPartnersCapitalAccount,330864.000,260416.000,273506.000,246540.000,217107.000,208894.000,190233.000,111653.000,107222.000,103625.000
GeneralPartnersCapitalAccountUnitsOutstanding,184.970,184.970,184.970,184.970,184.970,184.970,184.970,110.970,110.970,110.970
InterestReceivable,300.000,0.000,0.000,820.000,548.000,623.000,480.000,,,
InvestmentOwnedAtFairValue,60332.000,-1460565.000,777755.000,407921.000,-201175.000,-132144.000,33092.000,9275988.000,8315458.000,7732869.000
InvestmentOwnedPercentOfNetAssets,0.002,-0.066,0.033,0.020,-0.013,-0.010,0.003,,,
InvestmentOwnedUnrecognizedUnrealizedAppreciation,0.000,0.000,478555.000,431801.000,0.000,445462.000,,,,
InvestmentOwnedUnrecognizedUnrealizedDepreciation,0.000,154863.000,0.000,23880.000,270609.000,577606.000,,,,
Liabilities,1490981.000,1715517.000,670165.000,963884.000,1376215.000,1986542.000,935694.000,542146.000,178319.000,305315.000
LiabilitiesAndStockholdersEquity,29707883.000,23862139.000,24187388.000,21427653.000,17438588.000,14803353.000,11082105.000,9392242.000,8385899.000,7853385.000
LimitedPartnersCapitalAccount,27886038.000,21886206.000,23243717.000,20217229.000,15845266.000,12607917.000,9956178.000,8738443.000,8100358.000,7444445.000
LimitedPartnersCapitalAccountUnitsOutstanding,15589.787,15545.461,15719.594,15168.330,13499.833,11164.007,9680.768,8685.064,8383.507,7972.154
ManagementFeePayable,,,,,,,,15360.000,13767.000,12800.000
MarginDepositAssets,7969099.000,5204835.000,5223123.000,4952026.000,2653713.000,3460605.000,,,,
OtherLiabilities,70878.000,61147.000,10313.000,109539.000,107529.000,59021.000,25649.000,136844.000,90486.000,140561.000
PartnersCapital,28216902.000,22146622.000,23517223.000,20463769.000,16062373.000,12816811.000,10146411.000,8850096.000,8207580.000,7548070.000
PartnersCapitalAccountUnits,15774.758,15730.432,,15353.331,13684.804,11348.978,,8796.035,8494.478,8083.125
PayablesToCustomers,1115825.000,63387.000,452587.000,705941.000,912387.000,1278885.000,786523.000,350808.000,39125.000,119232.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,28216902.000,22146622.000,23517223.000,20463769.000,16062373.000,12816811.000,10146411.000,8850096.000,8207580.000,7548070.000
