,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,-8750.000,,,,-11668.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,-111725.000,,,,-579174.000,
DeferredTaxAssetsOther,,,,,,,,,,8750.000,9341.000,9341.000,11668.000,11668.000,11668.000
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,-103035.000,,,,-567506.000,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,,,8750.000,,,,11668.000,
DepositLiabilitiesAccruedInterest,,,,,,,,,,,1040.000,,,3002.000,3666.000
Deposits,,,,,,,,,,,,,,82400.000,82400.000
DepositsAssetsCurrent,,,,,,,,,,,,,,10300.000,10300.000
DepositsAssetsNoncurrent,,,,,,,,,,135000.000,135000.000,135000.000,82400.000,72100.000,72100.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1917.000,-2833.000,-4050.000,-5800.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,917.000,500.000,500.000,,18000.000,,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,100000.000,,,,,,,,,,
IncomeTaxReceivable,,,,,,,,,,,,,10400.000,,
InsuranceReceivableForMalpracticeCurrent,,,,,,,,,,322410.000,,,,,
InterestPayableCurrent,,,,,,670.000,,,,,,,,,
InventoryFinishedGoods,,,,,,,,,,92790.000,77371.000,52846.000,165039.000,128933.000,75891.000
InventoryNet,,,,,,,,,,178814.000,161802.000,151717.000,295969.000,240170.000,185756.000
InventoryRawMaterials,,,,,,,,,,43117.000,40989.000,40609.000,40563.000,38403.000,42765.000
InventoryValuationReserves,,,,,,,,,,16500.000,16500.000,16500.000,16500.000,16500.000,16500.000
InventoryWorkInProcess,,,,,,,,,,36861.000,42138.000,38983.000,53080.000,46168.000,42403.000
LeaseholdImprovementsGross,,,,,,,,,,469039.000,,,,,
Liabilities,917.000,1833.000,3050.000,,129701.000,123929.000,121816.000,169820.000,228928.000,699872.000,719770.000,693395.000,957700.000,1084309.000,1301054.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,,78161.000,48215.000,20931.000,2495.000,7636.000,1350353.000,1271639.000,1079914.000,2077992.000,1935159.000,1879158.000
LiabilitiesCurrent,917.000,1833.000,3050.000,1750.000,29701.000,23929.000,21816.000,69820.000,128928.000,487760.000,518285.000,511816.000,792594.000,1050884.000,1275929.000
LineOfCredit,,,,,,,,,,,,208000.000,468603.000,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,,,,,,,,,43000.000,
LinesOfCreditCurrent,,,,,,,,,,,,,,,73000.000
LongTermDebt,,,,,,,,,,5419.000,4251.000,3083.000,3083.000,2092.000,924.000
LongTermNotesPayable,,,,,,,,,,106693.000,87893.000,69155.000,50355.000,31333.000,12534.000
MachineryAndEquipmentGross,,,,,,,,,,,458894.000,464566.000,1250536.000,1229141.000,1192660.000
NotesPayable,,,,,,,,,,181892.000,163092.000,144353.000,133308.000,43000.000,73000.000
NotesPayableCurrent,,,,,,,,,,75199.000,75199.000,75199.000,75199.000,75198.000,75198.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,18000.000,18000.000,38000.000,108000.000,108000.000,108000.000,125496.000,386099.000,604197.000,775197.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,153763.000,132973.000,112182.000,119934.000,119874.000,72928.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,,83161.000,62371.000,41580.000,20730.000,83161.000,36215.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,,,,2824.000,2824.000,2824.000,2824.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,,,,33889.000,33889.000,33889.000,33889.000,2824.000,2824.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,,33889.000,33889.000,33889.000,62491.000,33889.000,33889.000
OtherAssetsNoncurrent,,,,,,,,,,143750.000,144341.000,144341.000,144068.000,133768.000,133768.000
OtherInventory,,,,,,,,,,22546.000,12071.000,17497.000,18875.000,18069.000,22928.000
OtherReceivables,,,,,,,,,,,,,,1848.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1000000.000,1000000.000,1000000.000
PreferredStockValue,0.000,0.000,,,,,,,,,,,100.000,100.000,100.000
PrepaidExpenseCurrent,,,,,6096.000,14433.000,4862.000,300.000,,11000.000,18789.000,16192.000,16659.000,10567.000,2050.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,11000.000,10400.000,10400.000,2000.000
PrepaidInsurance,,,,,,,,,,,,,,167.000,50.000
PropertyPlantAndEquipmentGross,,,,,,,,,,1107198.000,1111421.000,1131718.000,11939402.000,1958196.000,1962385.000
PropertyPlantAndEquipmentNet,,,,,,,,,,469039.000,458894.000,464566.000,1220536.000,1229141.000,1192660.000
PurchaseObligation,,,,,,,,,,86000.000,,,,,
RetainedEarningsAccumulatedDeficit,,,,,-59190.000,-83364.000,-108535.000,-174975.000,-228942.000,-1434311.000,-1537323.000,-1702673.000,-2213422.000,-2562037.000,-2854783.000
StockholdersEquity,-917.000,-1833.000,-3050.000,-1750.000,-51540.000,-75714.000,-100885.000,-167325.000,-221292.000,650481.000,551869.000,386519.000,1120292.000,850850.000,578104.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-917.000,-1833.000,-3050.000,,-51540.000,-75714.000,-100885.000,-167325.000,-221292.000,650481.000,551869.000,386519.000,1120292.000,850850.000,578104.000
